qPCR,well,sample,type,task,IPC_Ct,inhibition_rate,useful,Zymo,dilution,hake_Ct,hake_copies_ul,lamprey_Ct,lamprey_copies_ul,eulachon_Ct,eulachon_copies_ul
H21_S01,A1,E05,gBlocks,STANDARD,34.223,7.528,,,,20.013,100000.00,19.11,100000.00,20.57,100000.00
H21_S01,A2,E05,gBlocks,STANDARD,32.073,5.378,,,,19.967,100000.00,18.94,100000.00,20.45,100000.00
H21_S01,A3,E05,gBlocks,STANDARD,31.979,5.284,,,,19.402,100000.00,18.59,100000.00,20.01,100000.00
H21_S01,B2,E04,gBlocks,STANDARD,26.961,0.266,,,,23.241,10000.00,22.23,10000.00,23.79,10000.00
H21_S01,B3,E04,gBlocks,STANDARD,27.064,0.369,,,,23.368,10000.00,22.23,10000.00,23.88,10000.00
H21_S01,C1,E03,gBlocks,STANDARD,26.507,-0.188,,,,26.09,1000.00,25.15,1000.00,26.95,1000.00
H21_S01,C2,E03,gBlocks,STANDARD,26.688,-0.007,,,,26.109,1000.00,25.30,1000.00,26.87,1000.00
H21_S01,C3,E03,gBlocks,STANDARD,26.629,-0.066,,,,26.245,1000.00,25.13,1000.00,26.73,1000.00
H21_S01,D1,E02,gBlocks,STANDARD,26.689,-0.006,,,,29.933,100.00,28.60,100.00,30.33,100.00
H21_S01,D2,E02,gBlocks,STANDARD,26.699,0.004,,,,29.676,100.00,28.43,100.00,30.30,100.00
H21_S01,D3,E02,gBlocks,STANDARD,26.703,0.008,,,,29.779,100.00,28.50,100.00,30.31,100.00
H21_S01,E1,E01,gBlocks,STANDARD,26.763,0.068,,,,32.854,10.00,31.52,10.00,33.90,10.00
H21_S01,E2,E01,gBlocks,STANDARD,26.689,-0.006,,,,32.844,10.00,31.45,10.00,34.27,10.00
H21_S01,E3,E01,gBlocks,STANDARD,26.867,0.172,,,,33.03,10.00,31.59,10.00,33.50,10.00
H21_S01,F1,5,gBlocks,STANDARD,26.615,-0.08,,,,33.45,5.00,32.73,5.00,34.94,5.00
H21_S01,F2,5,gBlocks,STANDARD,26.741,0.046,,,,34.517,5.00,32.21,5.00,33.50,5.00
H21_S01,F3,5,gBlocks,STANDARD,26.722,0.027,,,,33.944,5.00,32.56,5.00,34.57,5.00
H21_S01,G1,E00,gBlocks,STANDARD,26.62,-0.075,,,,35.495,1.00,34.45,1.00,37.24,1.00
H21_S01,G2,E00,gBlocks,STANDARD,26.759,0.064,,,,36.46,1.00,34.72,1.00,Undetermined,1.00
H21_S01,G3,E00,gBlocks,STANDARD,26.692,-0.003,,,,36.234,1.00,34.80,1.00,37.23,1.00
H21_S01,H1,E00,gBlocks,STANDARD,26.6,-0.095,,,,35.795,1.00,34.55,1.00,37.00,1.00
H21_S01,H2,E00,gBlocks,STANDARD,26.673,-0.022,,,,35.62,1.00,34.23,1.00,38.84,1.00
H21_S01,H3,E00,gBlocks,STANDARD,26.62,-0.075,,,,35.462,1.00,35.00,1.00,Undetermined,1.00
H21_S01_Pl01,I1,E05,gBlocks,STANDARD,34.947,8.282,,,,19.797,100000.00,18.67,100000.00,19.55,100000.00
H21_S01_Pl01,I2,E05,gBlocks,STANDARD,34.524,7.859,,,,19.775,100000.00,18.68,100000.00,19.54,100000.00
H21_S01_Pl01,I3,E05,gBlocks,STANDARD,32.976,6.311,,,,20.031,100000.00,18.84,100000.00,19.72,100000.00
H21_S01_Pl01,J1,E04,gBlocks,STANDARD,27.813,1.148,,,,23.069,10000.00,21.93,10000.00,22.84,10000.00
H21_S01_Pl01,J2,E04,gBlocks,STANDARD,27.753,1.088,,,,23.125,10000.00,21.96,10000.00,22.93,10000.00
H21_S01_Pl01,J3,E04,gBlocks,STANDARD,27.677,1.012,,,,23.188,10000.00,21.96,10000.00,22.97,10000.00
H21_S01_Pl01,K1,E03,gBlocks,STANDARD,26.299,-0.366,,,,26.642,1000.00,25.46,1000.00,26.37,1000.00
H21_S01_Pl01,K2,E03,gBlocks,STANDARD,26.527,-0.138,,,,26.405,1000.00,25.29,1000.00,26.36,1000.00
H21_S01_Pl01,K3,E03,gBlocks,STANDARD,26.585,-0.08,,,,26.601,1000.00,25.39,1000.00,26.43,1000.00
H21_S01_Pl01,L1,E02,gBlocks,STANDARD,26.753,0.088,,,,29.804,100.00,28.50,100.00,29.60,100.00
H21_S01_Pl01,L2,E02,gBlocks,STANDARD,26.74,0.075,,,,29.854,100.00,28.66,100.00,29.86,100.00
H21_S01_Pl01,L3,E02,gBlocks,STANDARD,26.651,-0.014,,,,29.895,100.00,28.69,100.00,29.38,100.00
H21_S01_Pl01,M1,E01,gBlocks,STANDARD,26.776,0.111,,,,33.097,10.00,31.68,10.00,32.55,10.00
H21_S01_Pl01,M2,E01,gBlocks,STANDARD,26.715,0.05,,,,32.372,10.00,31.81,10.00,32.81,10.00
H21_S01_Pl01,M3,E01,gBlocks,STANDARD,26.69,0.025,,,,32.551,10.00,31.45,10.00,32.63,10.00
H21_S01_Pl01,N1,5,gBlocks,STANDARD,26.674,0.009,,,,35.408,5.00,32.58,5.00,36.19,5.00
H21_S01_Pl01,N2,5,gBlocks,STANDARD,26.792,0.127,,,,34.36,5.00,32.77,5.00,35.72,5.00
H21_S01_Pl01,N3,5,gBlocks,STANDARD,26.76,0.095,,,,34.355,5.00,33.06,5.00,33.61,5.00
H21_S01_Pl01,O1,E00,gBlocks,STANDARD,26.828,0.163,,,,35.536,1.00,34.29,1.00,37.85,1.00
H21_S01_Pl01,O2,E00,gBlocks,STANDARD,26.869,0.204,,,,36.045,1.00,34.55,1.00,34.02,1.00
H21_S01_Pl01,O3,E00,gBlocks,STANDARD,26.697,0.032,,,,Undetermined,1.00,35.32,1.00,36.70,1.00
H21_S01_Pl01,P1,E00,gBlocks,STANDARD,26.997,0.332,,,,36.992,1.00,34.16,1.00,Undetermined,1.00
H21_S01_Pl01,P2,E00,gBlocks,STANDARD,26.794,0.129,,,,35.407,1.00,36.07,1.00,36.53,1.00
H21_S01_Pl01,P3,E00,gBlocks,STANDARD,26.744,0.079,,,,35.253,1.00,34.63,1.00,35.89,1.00
H21_01,I1,E05,gBlocks,STANDARD,33.028,6.632,Y,,,19.777,100000.00,18.54,100000.00,19.74,100000.00
H21_01,I2,E05,gBlocks,STANDARD,32.568,6.172,Y,,,19.935,100000.00,18.73,100000.00,19.93,100000.00
H21_01,I3,E05,gBlocks,STANDARD,32.445,6.049,Y,,,19.905,100000.00,18.57,100000.00,19.78,100000.00
H21_01,J1,E04,gBlocks,STANDARD,27.184,0.788,,,,23.09,10000.00,21.82,10000.00,23.14,10000.00
H21_01,J2,E04,gBlocks,STANDARD,27.025,0.63,,,,23.058,10000.00,21.82,10000.00,23.05,10000.00
H21_01,J3,E04,gBlocks,STANDARD,26.703,0.308,,,,23.386,10000.00,21.95,10000.00,23.33,10000.00
H21_01,K1,E03,gBlocks,STANDARD,26.314,-0.082,,,,26.221,1000.00,25.06,1000.00,26.34,1000.00
H21_01,K2,E03,gBlocks,STANDARD,26.191,-0.204,,,,26.338,1000.00,25.05,1000.00,26.37,1000.00
H21_01,K3,E03,gBlocks,STANDARD,26.193,-0.203,,,,26.436,1000.00,25.07,1000.00,26.44,1000.00
H21_01,L1,E02,gBlocks,STANDARD,26.38,-0.015,,,,29.474,100.00,28.16,100.00,29.76,100.00
H21_01,L2,E02,gBlocks,STANDARD,26.4,0.005,,,,29.543,100.00,28.40,100.00,29.79,100.00
H21_01,L3,E02,gBlocks,STANDARD,26.385,-0.01,,,,29.595,100.00,28.21,100.00,29.71,100.00
H21_01,M1,E01,gBlocks,STANDARD,26.228,-0.167,,,,32.852,10.00,31.24,10.00,32.34,10.00
H21_01,M2,E01,gBlocks,STANDARD,26.354,-0.041,,,,32.684,10.00,31.04,10.00,32.38,10.00
H21_01,M3,E01,gBlocks,STANDARD,26.232,-0.164,,,,32.263,10.00,31.48,10.00,33.54,10.00
H21_01,N1,5,gBlocks,STANDARD,26.448,0.053,,,,33.063,5.00,32.41,5.00,34.74,5.00
H21_01,N2,5,gBlocks,STANDARD,26.408,0.012,,,,34.546,5.00,32.49,5.00,34.02,5.00
H21_01,N3,5,gBlocks,STANDARD,26.312,-0.084,,,,33.596,5.00,32.58,5.00,35.60,5.00
H21_01,O1,E00,gBlocks,STANDARD,26.367,-0.028,,,,34.673,1.00,34.78,1.00,Undetermined,1.00
H21_01,O2,E00,gBlocks,STANDARD,26.443,0.047,,,,35.016,1.00,34.07,1.00,35.04,1.00
H21_01,O3,E00,gBlocks,STANDARD,34.006,7.61,,,,Undetermined,1.00,Undetermined,1.00,Undetermined,1.00
H21_01,P1,E00,gBlocks,STANDARD,26.747,0.352,,,,36.72,1.00,35.11,1.00,36.52,1.00
H21_01,P2,E00,gBlocks,STANDARD,26.32,-0.075,,,,36.606,1.00,34.06,1.00,37.32,1.00
H21_01,P3,E00,gBlocks,STANDARD,26.449,0.054,,,,36.436,1.00,34.32,1.00,35.55,1.00
H21_02,I1,E05,gBlocks,STANDARD,35.011,8.3,,,,18.955,100000.00,17.91,100000.00,19.27,100000.00
H21_02,I2,E05,gBlocks,STANDARD,35.07,8.359,,,,18.754,100000.00,17.80,100000.00,19.15,100000.00
H21_02,I3,E05,gBlocks,STANDARD,34.161,7.45,,,,18.968,100000.00,17.95,100000.00,19.33,100000.00
H21_02,J1,E04,gBlocks,STANDARD,27.542,0.831,,,,22.268,10000.00,21.19,10000.00,22.65,10000.00
H21_02,J2,E04,gBlocks,STANDARD,27.707,0.996,,,,21.938,10000.00,20.96,10000.00,22.39,10000.00
H21_02,J3,E04,gBlocks,STANDARD,27.398,0.687,,,,22.327,10000.00,21.15,10000.00,22.69,10000.00
H21_02,K1,E03,gBlocks,STANDARD,26.535,-0.176,,,,25.423,1000.00,24.47,1000.00,25.96,1000.00
H21_02,K2,E03,gBlocks,STANDARD,26.527,-0.184,,,,25.11,1000.00,24.14,1000.00,25.56,1000.00
H21_02,K3,E03,gBlocks,STANDARD,26.516,-0.195,,,,25.229,1000.00,24.26,1000.00,25.81,1000.00
H21_02,L1,E02,gBlocks,STANDARD,26.551,-0.16,,,,28.708,100.00,27.76,100.00,29.42,100.00
H21_02,L2,E02,gBlocks,STANDARD,26.657,-0.054,,,,28.14,100.00,27.30,100.00,28.81,100.00
H21_02,L3,E02,gBlocks,STANDARD,26.726,0.015,,,,28.655,100.00,27.62,100.00,29.36,100.00
H21_02,M1,E01,gBlocks,STANDARD,26.607,-0.104,,,,31.812,10.00,30.83,10.00,33.00,10.00
H21_02,M2,E01,gBlocks,STANDARD,26.726,0.015,,,,31.67,10.00,30.68,10.00,32.64,10.00
H21_02,M3,E01,gBlocks,STANDARD,26.617,-0.094,,,,31.442,10.00,30.18,10.00,32.32,10.00
H21_02,N1,5,gBlocks,STANDARD,26.649,-0.062,,,,33.626,5.00,32.13,5.00,33.34,5.00
H21_02,N2,5,gBlocks,STANDARD,26.999,0.288,,,,32.299,5.00,31.75,5.00,33.82,5.00
H21_02,N3,5,gBlocks,STANDARD,26.612,-0.099,,,,32.725,5.00,31.51,5.00,34.15,5.00
H21_02,O1,E00,gBlocks,STANDARD,26.93,0.219,,,,35.632,1.00,33.89,1.00,37.81,1.00
H21_02,O2,E00,gBlocks,STANDARD,26.749,0.038,,,,33.839,1.00,33.09,1.00,34.56,1.00
H21_02,O3,E00,gBlocks,STANDARD,26.894,0.183,,,,34.297,1.00,33.55,1.00,33.81,1.00
H21_02,P1,E00,gBlocks,STANDARD,26.847,0.136,,,,Undetermined,1.00,33.88,1.00,37.96,1.00
H21_02,P2,E00,gBlocks,STANDARD,26.689,-0.022,,,,33.549,1.00,34.75,1.00,37.75,1.00
H21_02,P3,E00,gBlocks,STANDARD,26.766,0.055,,,,Undetermined,1.00,34.76,1.00,Undetermined,1.00
H21_02,P1,E00,gBlocks,STANDARD,26.847,0.136,,,,Undetermined,1.00,33.88,1.00,37.96,1.00
H21_02,P2,E00,gBlocks,STANDARD,26.689,-0.022,,,,33.549,1.00,34.75,1.00,37.75,1.00
H21_02,P3,E00,gBlocks,STANDARD,26.766,0.055,,,,Undetermined,1.00,34.76,1.00,Undetermined,1.00
H21_03,I1,E05,gBlocks,STANDARD,34.136,7.467,Y,,,19.483,100000.00,18.57,100000.00,19.81,100000.00
H21_03,I2,E05,gBlocks,STANDARD,34.731,8.062,Y,,,19.573,100000.00,18.67,100000.00,19.92,100000.00
H21_03,I3,E05,gBlocks,STANDARD,34.267,7.598,Y,,,19.546,100000.00,18.54,100000.00,19.81,100000.00
H21_03,J1,E04,gBlocks,STANDARD,27.506,0.837,Y,,,23.093,10000.00,22.09,10000.00,23.49,10000.00
H21_03,J2,E04,gBlocks,STANDARD,27.734,1.065,Y,,,22.758,10000.00,21.88,10000.00,23.13,10000.00
H21_03,J3,E04,gBlocks,STANDARD,27.485,0.816,Y,,,22.982,10000.00,21.94,10000.00,23.28,10000.00
H21_03,K1,E03,gBlocks,STANDARD,26.705,0.036,,,,26.104,1000.00,25.26,1000.00,26.57,1000.00
H21_03,K2,E03,gBlocks,STANDARD,26.545,-0.124,,,,26.061,1000.00,25.12,1000.00,26.51,1000.00
H21_03,K3,E03,gBlocks,STANDARD,26.644,-0.025,,,,26.34,1000.00,25.34,1000.00,26.70,1000.00
H21_03,L1,E02,gBlocks,STANDARD,26.666,-0.003,,,,29.467,100.00,28.45,100.00,30.45,100.00
H21_03,L2,E02,gBlocks,STANDARD,26.816,0.147,,,,29.55,100.00,28.46,100.00,30.01,100.00
H21_03,L3,E02,gBlocks,STANDARD,26.744,0.075,,,,29.453,100.00,28.44,100.00,29.77,100.00
H21_03,M1,E01,gBlocks,STANDARD,26.902,0.233,,,,32.132,10.00,31.66,10.00,32.94,10.00
H21_03,M2,E01,gBlocks,STANDARD,26.769,0.1,,,,33.072,10.00,31.47,10.00,33.15,10.00
H21_03,M3,E01,gBlocks,STANDARD,26.762,0.093,,,,32.468,10.00,31.36,10.00,33.06,10.00
H21_03,N1,5,gBlocks,STANDARD,26.747,0.078,,,,33.668,5.00,32.38,5.00,34.78,5.00
H21_03,N2,5,gBlocks,STANDARD,26.908,0.239,,,,34.057,5.00,32.65,5.00,34.07,5.00
H21_03,N3,5,gBlocks,STANDARD,26.832,0.163,,,,33.714,5.00,32.95,5.00,34.52,5.00
H21_03,O1,E00,gBlocks,STANDARD,26.765,0.096,,,,36.658,1.00,34.39,1.00,36.74,1.00
H21_03,O2,E00,gBlocks,STANDARD,26.807,0.138,,,,35.002,1.00,34.65,1.00,36.66,1.00
H21_03,O3,E00,gBlocks,STANDARD,26.782,0.113,,,,35.547,1.00,34.47,1.00,35.30,1.00
H21_03,P1,E00,gBlocks,STANDARD,26.823,0.154,,,,34.445,1.00,33.91,1.00,38.74,1.00
H21_03,P2,E00,gBlocks,STANDARD,26.741,0.072,,,,34.428,1.00,34.05,1.00,36.59,1.00
H21_03,P3,E00,gBlocks,STANDARD,26.928,0.259,,,,35.949,1.00,34.29,1.00,38.96,1.00
H21_04,I1,E05,gBlocks,STANDARD,34.098,7.348,Y,,,19.469,100000.00,17.90,100000.00,18.83,100000.00
H21_04,I2,E05,gBlocks,STANDARD,35.461,8.711,Y,,,19.442,100000.00,17.94,100000.00,18.87,100000.00
H21_04,I3,E05,gBlocks,STANDARD,33.751,7.001,Y,,,19.49,100000.00,17.84,100000.00,18.83,100000.00
H21_04,J1,E04,gBlocks,STANDARD,27.282,0.532,Y,,,22.714,10000.00,20.97,10000.00,22.05,10000.00
H21_04,J2,E04,gBlocks,STANDARD,27.669,0.919,Y,,,22.78,10000.00,21.07,10000.00,22.09,10000.00
H21_04,J3,E04,gBlocks,STANDARD,27.309,0.559,Y,,,22.781,10000.00,21.02,10000.00,22.06,10000.00
H21_04,K1,E03,gBlocks,STANDARD,26.585,-0.165,,,,26.05,1000.00,24.42,1000.00,25.47,1000.00
H21_04,K2,E03,gBlocks,STANDARD,26.573,-0.177,,,,25.995,1000.00,24.37,1000.00,25.23,1000.00
H21_04,K3,E03,gBlocks,STANDARD,26.527,-0.223,,,,26.362,1000.00,24.61,1000.00,25.63,1000.00
H21_04,L1,E02,gBlocks,STANDARD,26.84,0.09,,,,28.978,100.00,27.39,100.00,28.64,100.00
H21_04,L2,E02,gBlocks,STANDARD,26.637,-0.113,,,,29.112,100.00,27.41,100.00,28.71,100.00
H21_04,L3,E02,gBlocks,STANDARD,26.593,-0.157,,,,29.176,100.00,27.36,100.00,28.49,100.00
H21_04,M1,E01,gBlocks,STANDARD,26.806,0.056,,,,32.663,10.00,30.75,10.00,32.26,10.00
H21_04,M2,E01,gBlocks,STANDARD,26.895,0.145,,,,32.349,10.00,30.64,10.00,31.20,10.00
H21_04,M3,E01,gBlocks,STANDARD,26.596,-0.154,,,,32.351,10.00,30.46,10.00,31.46,10.00
H21_04,N1,5,gBlocks,STANDARD,26.841,0.091,,,,33.65,5.00,31.86,5.00,33.12,5.00
H21_04,N2,5,gBlocks,STANDARD,26.753,0.003,,,,33.833,5.00,31.96,5.00,34.62,5.00
H21_04,N3,5,gBlocks,STANDARD,26.81,0.06,,,,33.6,5.00,31.90,5.00,33.23,5.00
H21_04,O1,E00,gBlocks,STANDARD,26.837,0.087,,,,35.326,1.00,33.87,1.00,36.84,1.00
H21_04,O2,E00,gBlocks,STANDARD,26.718,-0.032,,,,34.63,1.00,33.56,1.00,Undetermined,1.00
H21_04,O3,E00,gBlocks,STANDARD,26.739,-0.011,,,,Undetermined,1.00,34.00,1.00,37.05,1.00
H21_04,P1,E00,gBlocks,STANDARD,27.011,0.261,,,,36.012,1.00,34.71,1.00,36.52,1.00
H21_04,P2,E00,gBlocks,STANDARD,26.617,-0.133,,,,35.45,1.00,34.05,1.00,35.62,1.00
H21_04,P3,E00,gBlocks,STANDARD,26.737,-0.013,,,,35.398,1.00,33.76,1.00,34.90,1.00
H21_05,A1,E05,gBlocks,STANDARD,37.106,10.36,Y,,,19.77,100000.00,18.86,100000.00,20.00,100000.00
H21_05,A2,E05,gBlocks,STANDARD,34.173,7.427,Y,,,20,100000.00,18.88,100000.00,20.13,100000.00
H21_05,A3,E05,gBlocks,STANDARD,34.018,7.272,Y,,,19.91,100000.00,18.93,100000.00,20.10,100000.00
H21_05,B2,E04,gBlocks,STANDARD,27.548,0.802,Y,,,23.12,10000.00,22.08,10000.00,23.40,10000.00
H21_05,B3,E04,gBlocks,STANDARD,27.641,0.895,Y,,,23.15,10000.00,22.02,10000.00,23.35,10000.00
H21_05,C1,E03,gBlocks,STANDARD,26.556,-0.19,,,,26.29,1000.00,25.30,1000.00,26.79,1000.00
H21_05,C2,E03,gBlocks,STANDARD,26.6,-0.146,,,,26.198,1000.00,25.34,1000.00,26.66,1000.00
H21_05,C3,E03,gBlocks,STANDARD,26.522,-0.224,,,,26.385,1000.00,25.28,1000.00,26.73,1000.00
H21_05,D1,E02,gBlocks,STANDARD,26.709,-0.037,,,,29.355,100.00,28.40,100.00,29.77,100.00
H21_05,D2,E02,gBlocks,STANDARD,26.761,0.015,,,,29.348,100.00,28.54,100.00,29.92,100.00
H21_05,D3,E02,gBlocks,STANDARD,26.778,0.032,,,,29.778,100.00,28.71,100.00,30.19,100.00
H21_05,E1,E01,gBlocks,STANDARD,26.846,0.1,,,,33.035,10.00,31.78,10.00,33.19,10.00
H21_05,E2,E01,gBlocks,STANDARD,26.859,0.113,,,,33.278,10.00,32.14,10.00,32.47,10.00
H21_05,E3,E01,gBlocks,STANDARD,26.913,0.167,,,,33.271,10.00,31.49,10.00,33.83,10.00
H21_05,F1,5,gBlocks,STANDARD,26.743,-0.003,,,,33.624,5.00,32.56,5.00,34.54,5.00
H21_05,F2,5,gBlocks,STANDARD,26.691,-0.055,,,,33.667,5.00,32.94,5.00,33.91,5.00
H21_05,F3,5,gBlocks,STANDARD,26.977,0.231,,,,34.534,5.00,33.14,5.00,33.98,5.00
H21_05,G1,E00,gBlocks,STANDARD,26.713,-0.033,,,,35.611,1.00,35.11,1.00,36.38,1.00
H21_05,G2,E00,gBlocks,STANDARD,26.744,-0.002,,,,36.831,1.00,34.30,1.00,37.06,1.00
H21_05,G3,E00,gBlocks,STANDARD,26.634,-0.112,,,,36.409,1.00,34.07,1.00,36.98,1.00
H21_05,H1,E00,gBlocks,STANDARD,26.77,0.024,,,,34.947,1.00,34.49,1.00,35.70,1.00
H21_05,H2,E00,gBlocks,STANDARD,26.688,-0.058,,,,34.649,1.00,34.03,1.00,35.62,1.00
H21_05,H3,E00,gBlocks,STANDARD,26.784,0.038,,,,35.762,1.00,35.48,1.00,35.54,1.00
H21_06,I1,E05,gBlocks,STANDARD,35.285,8.632,Y,,,19.233,100000.00,19.05,100000.00,20.80,100000.00
H21_06,I2,E05,gBlocks,STANDARD,34.68,8.028,Y,,,19.335,100000.00,19.13,100000.00,20.91,100000.00
H21_06,I3,E05,gBlocks,STANDARD,33.084,6.432,Y,,,19.453,100000.00,19.17,100000.00,20.98,100000.00
H21_06,J1,E04,gBlocks,STANDARD,27.577,0.924,Y,,,22.366,10000.00,22.22,10000.00,24.23,10000.00
H21_06,J2,E04,gBlocks,STANDARD,27.507,0.854,Y,,,22.305,10000.00,22.23,10000.00,24.17,10000.00
H21_06,J3,E04,gBlocks,STANDARD,27.446,0.793,Y,,,22.511,10000.00,22.28,10000.00,24.30,10000.00
H21_06,K1,E03,gBlocks,STANDARD,26.802,0.149,,,,25.5,1000.00,25.49,1000.00,27.56,1000.00
H21_06,K2,E03,gBlocks,STANDARD,26.453,-0.2,,,,25.69,1000.00,25.61,1000.00,27.63,1000.00
H21_06,K3,E03,gBlocks,STANDARD,26.56,-0.093,,,,25.734,1000.00,25.61,1000.00,27.66,1000.00
H21_06,L1,E02,gBlocks,STANDARD,26.715,0.062,,,,28.745,100.00,28.58,100.00,30.92,100.00
H21_06,L2,E02,gBlocks,STANDARD,26.814,0.161,,,,28.581,100.00,28.47,100.00,30.31,100.00
H21_06,L3,E02,gBlocks,STANDARD,26.742,0.089,,,,29.148,100.00,28.96,100.00,31.22,100.00
H21_06,M1,E01,gBlocks,STANDARD,26.714,0.061,,,,31.46,10.00,32.23,10.00,35.19,10.00
H21_06,M2,E01,gBlocks,STANDARD,26.895,0.242,,,,31.927,10.00,31.83,10.00,35.22,10.00
H21_06,M3,E01,gBlocks,STANDARD,26.823,0.17,,,,32.029,10.00,32.28,10.00,34.89,10.00
H21_06,N1,5,gBlocks,STANDARD,26.733,0.08,,,,32.965,5.00,33.94,5.00,35.98,5.00
H21_06,N2,5,gBlocks,STANDARD,26.87,0.217,,,,33.205,5.00,32.81,5.00,37.29,5.00
H21_06,N3,5,gBlocks,STANDARD,26.728,0.075,,,,33.503,5.00,33.58,5.00,36.02,5.00
H21_06,O1,E00,gBlocks,STANDARD,26.886,0.233,,,,36.153,1.00,34.99,1.00,41.09,1.00
H21_06,O2,E00,gBlocks,STANDARD,26.83,0.177,,,,36.583,1.00,34.91,1.00,36.90,1.00
H21_06,O3,E00,gBlocks,STANDARD,26.664,0.011,,,,35.769,1.00,36.33,1.00,38.26,1.00
H21_06,P1,E00,gBlocks,STANDARD,26.854,0.201,,,,34.161,1.00,35.01,1.00,41.02,1.00
H21_06,P2,E00,gBlocks,STANDARD,26.851,0.198,,,,35.738,1.00,36.35,1.00,39.36,1.00
H21_06,P3,E00,gBlocks,STANDARD,26.78,0.127,,,,35.458,1.00,35.44,1.00,38.07,1.00
H21_07,I1,E05,gBlocks,STANDARD,34.211,7.478,Y,,,19.315,100000.00,18.50,100000.00,19.22,100000.00
H21_07,I2,E05,gBlocks,STANDARD,34.721,7.988,Y,,,19.264,100000.00,18.48,100000.00,19.19,100000.00
H21_07,I3,E05,gBlocks,STANDARD,33.883,7.15,Y,,,19.511,100000.00,18.58,100000.00,19.34,100000.00
H21_07,J1,E04,gBlocks,STANDARD,27.582,0.849,Y,,,22.577,10000.00,21.72,10000.00,22.55,10000.00
H21_07,J2,E04,gBlocks,STANDARD,27.743,1.01,Y,,,22.634,10000.00,21.78,10000.00,22.60,10000.00
H21_07,J3,E04,gBlocks,STANDARD,27.236,0.503,Y,,,22.779,10000.00,21.84,10000.00,22.65,10000.00
H21_07,K1,E03,gBlocks,STANDARD,26.562,-0.171,,,,25.784,1000.00,24.99,1000.00,25.77,1000.00
H21_07,K2,E03,gBlocks,STANDARD,26.565,-0.168,,,,25.961,1000.00,25.07,1000.00,25.85,1000.00
H21_07,K3,E03,gBlocks,STANDARD,26.595,-0.138,,,,25.873,1000.00,24.97,1000.00,25.79,1000.00
H21_07,L1,E02,gBlocks,STANDARD,26.772,0.039,,,,29.251,100.00,28.27,100.00,29.34,100.00
H21_07,L2,E02,gBlocks,STANDARD,26.674,-0.059,,,,29.102,100.00,28.25,100.00,29.06,100.00
H21_07,L3,E02,gBlocks,STANDARD,26.601,-0.132,,,,29.199,100.00,28.10,100.00,29.09,100.00
H21_07,M1,E01,gBlocks,STANDARD,26.688,-0.045,,,,32.4,10.00,31.04,10.00,32.52,10.00
H21_07,M2,E01,gBlocks,STANDARD,26.767,0.034,,,,32.492,10.00,31.41,10.00,32.35,10.00
H21_07,M3,E01,gBlocks,STANDARD,26.619,-0.114,,,,32.447,10.00,31.30,10.00,32.52,10.00
H21_07,N1,5,gBlocks,STANDARD,26.775,0.042,,,,33.227,5.00,32.32,5.00,33.43,5.00
H21_07,N2,5,gBlocks,STANDARD,26.798,0.065,,,,33.711,5.00,32.31,5.00,33.40,5.00
H21_07,N3,5,gBlocks,STANDARD,26.675,-0.058,,,,33.503,5.00,32.34,5.00,34.24,5.00
H21_07,O1,E00,gBlocks,STANDARD,26.572,-0.161,,,,34.981,1.00,34.09,1.00,Undetermined,1.00
H21_07,O2,E00,gBlocks,STANDARD,26.912,0.179,,,,Undetermined,1.00,33.96,1.00,35.82,1.00
H21_07,O3,E00,gBlocks,STANDARD,26.794,0.061,,,,Undetermined,1.00,35.91,1.00,35.29,1.00
H21_07,P1,E00,gBlocks,STANDARD,26.832,0.099,,,,34.986,1.00,34.68,1.00,36.00,1.00
H21_07,P2,E00,gBlocks,STANDARD,26.498,-0.235,,,,Undetermined,1.00,34.80,1.00,36.38,1.00
H21_07,P3,E00,gBlocks,STANDARD,26.698,-0.035,,,,35.356,1.00,35.57,1.00,35.36,1.00
H21_08,I1,E05,gBlocks,STANDARD,34.204,7.464,Y,,,18.896,100000.00,17.90,100000.00,19.25,100000.00
H21_08,I2,E05,gBlocks,STANDARD,33.729,6.989,Y,,,19.062,100000.00,18.01,100000.00,19.40,100000.00
H21_08,I3,E05,gBlocks,STANDARD,33.339,6.599,Y,,,18.856,100000.00,17.76,100000.00,19.07,100000.00
H21_08,J1,E04,gBlocks,STANDARD,27.624,0.884,Y,,,22.366,10000.00,21.28,10000.00,22.78,10000.00
H21_08,J2,E04,gBlocks,STANDARD,27.573,0.833,Y,,,22.318,10000.00,21.26,10000.00,22.72,10000.00
H21_08,J3,E04,gBlocks,STANDARD,27.484,0.744,Y,,,22.122,10000.00,21.05,10000.00,22.55,10000.00
H21_08,K1,E03,gBlocks,STANDARD,26.661,-0.079,,,,25.365,1000.00,24.37,1000.00,25.93,1000.00
H21_08,K2,E03,gBlocks,STANDARD,26.518,-0.222,,,,25.599,1000.00,24.49,1000.00,26.01,1000.00
H21_08,K3,E03,gBlocks,STANDARD,26.628,-0.112,,,,25.372,1000.00,24.29,1000.00,25.80,1000.00
H21_08,L1,E02,gBlocks,STANDARD,26.686,-0.054,,,,28.464,100.00,27.64,100.00,29.37,100.00
H21_08,L2,E02,gBlocks,STANDARD,26.796,0.056,,,,28.878,100.00,27.80,100.00,29.33,100.00
H21_08,L3,E02,gBlocks,STANDARD,26.867,0.127,,,,28.85,100.00,27.69,100.00,29.41,100.00
