qPCR,well,sample,type,IPC_Ct,inhibition_rate,hake_task,hake_Ct,hake_copies_ul,lamprey_task,lamprey_Ct,lamprey_copies_ul,eulachon_task,eulachon_Ct,eulachon_copies_ul
H24,E2,E01,gBlocks,26.943,-0.124,STANDARD,32.057,10,STANDARD,31.097,10,STANDARD,33.242,10
H24,E3,E01,gBlocks,27.057,-0.010,STANDARD,33.112,10,STANDARD,31.087,10,STANDARD,33.444,10
H24,F1,5,gBlocks,26.987,-0.080,STANDARD,33.479,5,STANDARD,31.956,5,STANDARD,33.762,5
H24,F2,5,gBlocks,26.952,-0.116,STANDARD,33.531,5,STANDARD,32.337,5,STANDARD,33.788,5
H24,F3,5,gBlocks,27.154,0.086,STANDARD,33.322,5,STANDARD,32.662,5,STANDARD,34.271,5
H24,G1,E00,gBlocks,26.737,-0.331,STANDARD,35.781,1,STANDARD,33.979,1,STANDARD,36.185,1
H24,G2,E00,gBlocks,26.981,-0.086,STANDARD,35.350,1,STANDARD,34.149,1,STANDARD,34.984,1
H24,G3,E00,gBlocks,27.092,0.024,STANDARD,35.767,1,STANDARD,34.244,1,UNKNOWN,Undetermined,1
H24,H1,E00,gBlocks,27.087,0.019,STANDARD,35.893,1,STANDARD,35.002,1,STANDARD,36.383,1
H24,H2,E00,gBlocks,26.950,-0.117,STANDARD,34.860,1,STANDARD,34.281,1,STANDARD,Undetermined,1
H24,H3,E00,gBlocks,26.852,-0.216,STANDARD,35.601,1,STANDARD,34.025,1,STANDARD,37.028,1
H25,A1,E05,gBlocks,33.409,6.550,STANDARD,19.437,100000,STANDARD,18.695,100000,STANDARD,20.328,100000
H25,A2,E05,gBlocks,32.648,5.788,STANDARD,19.325,100000,STANDARD,18.499,100000,STANDARD,20.210,100000
H25,A3,E05,gBlocks,32.497,5.638,STANDARD,19.373,100000,STANDARD,18.518,100000,STANDARD,20.190,100000
H25,B1,E04,gBlocks,27.634,0.775,STANDARD,22.511,10000,STANDARD,21.715,10000,STANDARD,23.424,10000
H25,B2,E04,gBlocks,27.185,0.326,STANDARD,22.633,10000,STANDARD,21.764,10000,STANDARD,23.504,10000
H25,B3,E04,gBlocks,26.870,0.011,STANDARD,22.594,10000,STANDARD,21.779,10000,STANDARD,23.506,10000
H25,C1,E03,gBlocks,26.643,-0.216,STANDARD,25.920,1000,STANDARD,25.100,1000,STANDARD,26.810,1000
H25,C2,E03,gBlocks,26.601,-0.258,STANDARD,25.821,1000,STANDARD,24.823,1000,STANDARD,26.526,1000
H25,C3,E03,gBlocks,26.555,-0.304,STANDARD,25.880,1000,STANDARD,24.912,1000,STANDARD,26.702,1000
H25,D1,E02,gBlocks,26.790,-0.069,STANDARD,29.273,100,STANDARD,28.243,100,STANDARD,29.969,100
H25,D2,E02,gBlocks,26.840,-0.019,STANDARD,29.015,100,STANDARD,28.105,100,STANDARD,29.630,100
H25,D3,E02,gBlocks,26.740,-0.119,STANDARD,29.195,100,STANDARD,28.091,100,STANDARD,29.869,100
H25,E1,E01,gBlocks,26.918,0.059,STANDARD,32.606,10,STANDARD,31.441,10,STANDARD,33.369,10
H25,E2,E01,gBlocks,26.753,-0.106,STANDARD,32.129,10,STANDARD,31.409,10,STANDARD,33.254,10
H25,E3,E01,gBlocks,26.769,-0.090,STANDARD,32.673,10,STANDARD,31.063,10,STANDARD,32.996,10
H25,F1,5,gBlocks,26.810,-0.049,STANDARD,33.515,5,STANDARD,32.297,5,STANDARD,35.057,5
H25,F2,5,gBlocks,26.895,0.036,STANDARD,33.023,5,STANDARD,31.889,5,STANDARD,34.665,5
H25,F3,5,gBlocks,26.721,-0.138,STANDARD,34.721,5,STANDARD,32.426,5,STANDARD,34.350,5
H25,G1,E00,gBlocks,26.976,0.117,STANDARD,35.762,1,STANDARD,34.289,1,STANDARD,36.168,1
H25,G2,E00,gBlocks,27.016,0.157,STANDARD,35.651,1,STANDARD,34.952,1,STANDARD,35.792,1
H25,G3,E00,gBlocks,26.922,0.063,STANDARD,34.764,1,STANDARD,34.286,1,STANDARD,35.318,1
H25,H1,E00,gBlocks,26.786,-0.073,STANDARD,35.967,1,STANDARD,34.764,1,STANDARD,35.687,1
H25,H2,E00,gBlocks,26.871,0.012,STANDARD,36.443,1,STANDARD,35.069,1,STANDARD,35.958,1
H25,H3,E00,gBlocks,26.863,0.004,STANDARD,35.356,1,STANDARD,34.178,1,STANDARD,37.398,1
H26,A1,E05,gBlocks,31.515,4.658,STANDARD,20.517,100000,STANDARD,19.392,100000,STANDARD,20.946,100000
H26,A2,E05,gBlocks,31.030,4.173,STANDARD,20.139,100000,STANDARD,18.971,100000,STANDARD,20.603,100000
H26,A3,E05,gBlocks,32.267,5.410,STANDARD,20.133,100000,STANDARD,18.946,100000,STANDARD,20.539,100000
H26,B1,E04,gBlocks,27.383,0.526,STANDARD,23.300,10000,STANDARD,22.103,10000,STANDARD,23.776,10000
H26,B2,E04,gBlocks,27.277,0.420,STANDARD,23.546,10000,STANDARD,22.330,10000,STANDARD,23.957,10000
H26,B3,E04,gBlocks,26.931,0.074,STANDARD,23.493,10000,STANDARD,22.240,10000,STANDARD,23.986,10000
H26,C1,E03,gBlocks,26.776,-0.081,STANDARD,26.751,1000,STANDARD,25.551,1000,STANDARD,27.126,1000
H26,C2,E03,gBlocks,26.600,-0.257,STANDARD,26.694,1000,STANDARD,25.290,1000,STANDARD,26.917,1000
H26,C3,E03,gBlocks,26.677,-0.180,STANDARD,26.686,1000,STANDARD,25.378,1000,STANDARD,27.099,1000
H26,D1,E02,gBlocks,26.844,-0.013,STANDARD,29.882,100,STANDARD,28.622,100,STANDARD,30.262,100
H26,D2,E02,gBlocks,26.822,-0.036,STANDARD,29.993,100,STANDARD,28.737,100,STANDARD,30.413,100
H26,D3,E02,gBlocks,26.729,-0.129,STANDARD,29.976,100,STANDARD,28.566,100,STANDARD,30.358,100
H26,E1,E01,gBlocks,26.705,-0.152,STANDARD,33.612,10,STANDARD,31.865,10,STANDARD,33.919,10
H26,E2,E01,gBlocks,26.962,0.105,STANDARD,32.822,10,STANDARD,32.180,10,STANDARD,33.470,10
H26,E3,E01,gBlocks,26.685,-0.172,STANDARD,32.790,10,STANDARD,31.602,10,STANDARD,33.588,10
H26,F1,5,gBlocks,26.901,0.043,STANDARD,34.518,5,STANDARD,32.974,5,STANDARD,34.992,5
H26,F2,5,gBlocks,26.741,-0.116,STANDARD,33.707,5,STANDARD,32.508,5,STANDARD,34.982,5
H26,F3,5,gBlocks,26.869,0.012,STANDARD,34.370,5,STANDARD,32.430,5,STANDARD,35.105,5
H26,G1,E00,gBlocks,26.740,-0.117,STANDARD,35.515,1,STANDARD,34.827,1,STANDARD,35.551,1
H26,G2,E00,gBlocks,26.870,0.013,STANDARD,35.723,1,STANDARD,35.073,1,STANDARD,36.913,1
H26,G3,E00,gBlocks,26.774,-0.083,STANDARD,36.206,1,STANDARD,34.567,1,STANDARD,37.581,1
H26,H1,E00,gBlocks,26.778,-0.079,STANDARD,37.849,1,STANDARD,34.550,1,STANDARD,36.491,1
H26,H2,E00,gBlocks,26.777,-0.080,STANDARD,36.112,1,STANDARD,34.697,1,STANDARD,35.585,1
H26,H3,E00,gBlocks,26.835,-0.022,STANDARD,35.674,1,STANDARD,34.916,1,STANDARD,36.926,1
H27,A1,E05,gBlocks,32.205,5.246,STANDARD,20.143,100000,STANDARD,19.135,100000,STANDARD,20.682,100000
H27,A2,E05,gBlocks,30.219,3.260,STANDARD,20.063,100000,STANDARD,18.959,100000,STANDARD,20.577,100000
H27,B1,E04,gBlocks,26.911,-0.048,STANDARD,23.550,10000,STANDARD,22.360,10000,STANDARD,23.976,10000
H27,B2,E04,gBlocks,28.763,1.804,STANDARD,23.487,10000,STANDARD,22.346,10000,STANDARD,23.948,10000
H27,B3,E04,gBlocks,27.190,0.231,STANDARD,23.735,10000,STANDARD,22.515,10000,STANDARD,24.193,10000
H27,C1,E03,gBlocks,26.765,-0.194,STANDARD,26.895,1000,STANDARD,25.896,1000,STANDARD,27.496,1000
H27,C2,E03,gBlocks,26.984,0.025,STANDARD,26.842,1000,STANDARD,25.461,1000,STANDARD,27.013,1000
H27,C3,E03,gBlocks,26.752,-0.207,STANDARD,26.951,1000,STANDARD,25.653,1000,STANDARD,27.366,1000
H27,D1,E02,gBlocks,26.890,-0.070,STANDARD,29.826,100,STANDARD,28.823,100,STANDARD,30.450,100
H27,D2,E02,gBlocks,26.955,-0.004,STANDARD,30.087,100,STANDARD,28.747,100,STANDARD,30.532,100
H27,D3,E02,gBlocks,26.927,-0.032,STANDARD,30.016,100,STANDARD,28.679,100,STANDARD,30.460,100
H27,E1,E01,gBlocks,26.917,-0.043,STANDARD,33.723,10,STANDARD,31.800,10,STANDARD,33.715,10
H27,E2,E01,gBlocks,26.964,0.005,STANDARD,32.599,10,STANDARD,31.538,10,STANDARD,33.623,10
H27,E3,E01,gBlocks,26.761,-0.198,STANDARD,33.908,10,STANDARD,32.382,10,STANDARD,34.673,10
H27,F1,5,gBlocks,27.015,0.055,STANDARD,34.218,5,STANDARD,32.436,5,STANDARD,34.366,5
H27,F2,5,gBlocks,26.767,-0.192,STANDARD,35.119,5,STANDARD,32.573,5,STANDARD,34.276,5
H27,F3,5,gBlocks,26.799,-0.161,STANDARD,34.108,5,STANDARD,32.694,5,STANDARD,34.630,5
H27,G1,E00,gBlocks,27.158,0.199,STANDARD,35.536,1,STANDARD,34.332,1,STANDARD,35.908,1
H27,G2,E00,gBlocks,26.774,-0.185,STANDARD,Undetermined,1,STANDARD,34.989,1,STANDARD,36.715,1
H27,G3,E00,gBlocks,26.909,-0.050,STANDARD,35.624,1,STANDARD,35.598,1,STANDARD,Undetermined,1
H27,H1,E00,gBlocks,27.108,0.149,STANDARD,36.391,1,STANDARD,35.428,1,STANDARD,37.082,1
H27,H2,E00,gBlocks,26.814,-0.145,STANDARD,38.000,1,STANDARD,34.816,1,STANDARD,Undetermined,1
H27,H3,E00,gBlocks,26.964,0.005,STANDARD,36.328,1,STANDARD,35.243,1,UNKNOWN,41.159,0.049224611
H28,A1,E05,gBlocks,29.978,3.569,STANDARD,19.528,100000,STANDARD,18.758,100000,STANDARD,20.427,100000
H28,A2,E05,gBlocks,29.938,3.529,STANDARD,19.213,100000,STANDARD,18.385,100000,STANDARD,20.153,100000
H28,A3,E05,gBlocks,29.981,3.572,STANDARD,19.341,100000,STANDARD,18.533,100000,STANDARD,20.237,100000
H28,B1,E04,gBlocks,26.900,0.491,STANDARD,22.498,10000,STANDARD,21.684,10000,STANDARD,23.477,10000
H28,B2,E04,gBlocks,26.696,0.287,STANDARD,22.479,10000,STANDARD,21.595,10000,STANDARD,23.390,10000
H28,B3,E04,gBlocks,26.219,-0.190,STANDARD,22.617,10000,STANDARD,21.755,10000,STANDARD,23.557,10000
H28,C1,E03,gBlocks,26.259,-0.150,STANDARD,25.833,1000,STANDARD,24.979,1000,STANDARD,26.750,1000
H28,C2,E03,gBlocks,26.175,-0.234,STANDARD,25.766,1000,STANDARD,24.777,1000,STANDARD,26.480,1000
H28,C3,E03,gBlocks,26.198,-0.210,STANDARD,25.936,1000,STANDARD,24.879,1000,STANDARD,26.744,1000
H28,D1,E02,gBlocks,26.286,-0.123,STANDARD,28.923,100,STANDARD,27.966,100,STANDARD,30.017,100
H28,D2,E02,gBlocks,26.317,-0.092,STANDARD,28.875,100,STANDARD,28.092,100,STANDARD,29.964,100
H28,D3,E02,gBlocks,26.274,-0.135,STANDARD,28.990,100,STANDARD,27.835,100,STANDARD,29.928,100
H28,E1,E01,gBlocks,26.240,-0.169,STANDARD,32.853,10,STANDARD,31.545,10,STANDARD,33.529,10
H28,E2,E01,gBlocks,26.246,-0.162,STANDARD,32.171,10,STANDARD,31.079,10,STANDARD,33.350,10
H28,E3,E01,gBlocks,26.344,-0.065,STANDARD,31.882,10,STANDARD,31.032,10,STANDARD,33.648,10
H28,F1,5,gBlocks,26.458,0.049,STANDARD,32.529,5,STANDARD,32.443,5,STANDARD,33.968,5
H28,F2,5,gBlocks,26.446,0.038,STANDARD,33.457,5,STANDARD,32.051,5,STANDARD,34.091,5
H28,F3,5,gBlocks,26.339,-0.070,STANDARD,33.480,5,STANDARD,32.496,5,STANDARD,34.235,5
H28,G1,E00,gBlocks,26.337,-0.071,STANDARD,35.438,1,STANDARD,34.302,1,STANDARD,36.721,1
H28,G2,E00,gBlocks,26.362,-0.047,STANDARD,36.967,1,STANDARD,33.897,1,STANDARD,36.323,1
H28,G3,E00,gBlocks,26.307,-0.102,STANDARD,36.894,1,STANDARD,34.564,1,STANDARD,37.428,1
H28,H1,E00,gBlocks,26.455,0.046,STANDARD,34.400,1,STANDARD,34.047,1,STANDARD,36.179,1
H28,H2,E00,gBlocks,26.417,0.008,STANDARD,36.417,1,STANDARD,34.124,1,STANDARD,37.351,1
H28,H3,E00,gBlocks,26.386,-0.023,STANDARD,Undetermined,1,STANDARD,36.084,1,STANDARD,36.980,1
H29,A1,E05,gBlocks,30.685,4.243,STANDARD,19.848,100000,STANDARD,19.247,100000,STANDARD,20.848,100000
H29,A2,E05,gBlocks,28.680,2.238,STANDARD,19.760,100000,STANDARD,19.058,100000,STANDARD,20.773,100000
H29,A3,E05,gBlocks,30.664,4.222,STANDARD,19.844,100000,STANDARD,19.126,100000,STANDARD,20.793,100000
H29,B1,E04,gBlocks,26.747,0.305,STANDARD,22.816,10000,STANDARD,22.126,10000,STANDARD,23.786,10000
H29,B2,E04,gBlocks,26.546,0.105,STANDARD,22.894,10000,STANDARD,22.140,10000,STANDARD,23.900,10000
H29,B3,E04,gBlocks,26.383,-0.059,STANDARD,22.972,10000,STANDARD,22.276,10000,STANDARD,23.994,10000
H29,C1,E03,gBlocks,26.421,-0.021,STANDARD,26.152,1000,STANDARD,25.534,1000,STANDARD,27.133,1000
H29,C2,E03,gBlocks,26.262,-0.179,STANDARD,26.144,1000,STANDARD,25.248,1000,STANDARD,26.852,1000
H29,C3,E03,gBlocks,26.350,-0.092,STANDARD,26.256,1000,STANDARD,25.405,1000,STANDARD,27.152,1000
H29,D1,E02,gBlocks,26.283,-0.159,STANDARD,29.389,100,STANDARD,28.636,100,STANDARD,30.456,100
H29,D2,E02,gBlocks,26.518,0.076,STANDARD,29.527,100,STANDARD,28.680,100,STANDARD,30.456,100
H29,D3,E02,gBlocks,26.403,-0.039,STANDARD,29.353,100,STANDARD,28.521,100,STANDARD,30.100,100
H29,E1,E01,gBlocks,26.273,-0.169,STANDARD,33.019,10,STANDARD,32.321,10,STANDARD,33.979,10
H29,E2,E01,gBlocks,26.324,-0.117,STANDARD,33.113,10,STANDARD,31.761,10,STANDARD,33.694,10
H29,E3,E01,gBlocks,26.335,-0.107,STANDARD,32.408,10,STANDARD,32.187,10,STANDARD,33.428,10
H29,F1,5,gBlocks,26.385,-0.057,STANDARD,33.410,5,STANDARD,32.560,5,STANDARD,34.206,5
H29,F2,5,gBlocks,26.515,0.073,STANDARD,34.130,5,STANDARD,32.363,5,STANDARD,34.798,5
H29,F3,5,gBlocks,26.457,0.015,STANDARD,33.553,5,STANDARD,32.047,5,STANDARD,35.244,5
H29,G1,E00,gBlocks,26.435,-0.007,STANDARD,Undetermined,1,STANDARD,33.906,1,STANDARD,37.114,1
H29,G2,E00,gBlocks,26.422,-0.020,STANDARD,35.726,1,STANDARD,33.979,1,STANDARD,35.537,1
H29,G3,E00,gBlocks,26.539,0.097,STANDARD,35.980,0.925766528,STANDARD,34.785,1,STANDARD,Undetermined,1
H29,H1,E00,gBlocks,26.413,-0.029,STANDARD,34.894,1,STANDARD,35.459,1,STANDARD,36.129,1
H29,H2,E00,gBlocks,26.458,0.016,STANDARD,36.629,1,STANDARD,36.315,1,STANDARD,36.959,1
H29,H3,E00,gBlocks,26.434,-0.008,STANDARD,35.276,1.531394005,STANDARD,35.176,1,STANDARD,37.829,1
H30,A1,E05,gBlocks,31.633,4.982,STANDARD,20.386,100000,STANDARD,19.270,100000,STANDARD,20.810,100000
H30,A2,E05,gBlocks,29.509,2.858,STANDARD,20.430,100000,STANDARD,19.210,100000,STANDARD,20.819,100000
H30,A3,E05,gBlocks,32.289,5.638,STANDARD,20.532,100000,STANDARD,19.283,100000,STANDARD,20.847,100000
H30,B1,E04,gBlocks,27.480,0.829,STANDARD,23.695,10000,STANDARD,22.437,10000,STANDARD,23.961,10000
H30,B2,E04,gBlocks,28.468,1.817,STANDARD,23.857,10000,STANDARD,22.420,10000,STANDARD,24.113,10000
H30,B3,E04,gBlocks,26.828,0.177,STANDARD,23.839,10000,STANDARD,22.545,10000,STANDARD,24.147,10000
H30,C1,E03,gBlocks,26.691,0.040,STANDARD,26.985,1000,STANDARD,25.724,1000,STANDARD,27.281,1000
H30,C2,E03,gBlocks,27.280,0.629,STANDARD,27.321,1000,STANDARD,25.646,1000,STANDARD,27.308,1000
H30,C3,E03,gBlocks,26.379,-0.272,STANDARD,26.934,1000,STANDARD,25.531,1000,STANDARD,27.216,1000
H30,D1,E02,gBlocks,27.106,0.455,STANDARD,30.523,100,STANDARD,28.978,100,STANDARD,31.101,100
H30,D2,E02,gBlocks,26.669,0.018,STANDARD,30.098,100,STANDARD,28.726,100,STANDARD,30.314,100
H30,D3,E02,gBlocks,26.635,-0.016,STANDARD,30.146,100,STANDARD,28.781,100,STANDARD,30.294,100
H30,E1,E01,gBlocks,26.681,0.030,STANDARD,34.352,10,STANDARD,32.252,10,STANDARD,34.659,10
H30,E2,E01,gBlocks,26.707,0.056,STANDARD,33.478,10,STANDARD,31.954,10,STANDARD,33.485,10
H30,E3,E01,gBlocks,26.790,0.139,STANDARD,34.550,10,STANDARD,32.365,10,STANDARD,33.701,10
H30,F1,5,gBlocks,26.767,0.116,STANDARD,34.509,5,STANDARD,32.861,5,STANDARD,35.166,5
H30,F2,5,gBlocks,26.769,0.118,STANDARD,33.540,5,STANDARD,32.745,5,STANDARD,34.367,5
H30,F3,5,gBlocks,26.667,0.016,STANDARD,34.377,5,STANDARD,32.649,5,STANDARD,34.475,5
H30,G1,E00,gBlocks,26.524,-0.128,STANDARD,36.380,1,STANDARD,35.800,1,STANDARD,Undetermined,1
H30,G2,E00,gBlocks,26.916,0.265,STANDARD,37.814,1,STANDARD,34.836,1,STANDARD,35.672,1
H30,G3,E00,gBlocks,27.008,0.357,STANDARD,36.790,1,STANDARD,35.421,1,STANDARD,Undetermined,1
H30,H1,E00,gBlocks,26.838,0.187,STANDARD,35.707,1,STANDARD,Undetermined,1,STANDARD,Undetermined,1
H30,H2,E00,gBlocks,26.754,0.103,STANDARD,36.140,1,STANDARD,34.922,1,STANDARD,Undetermined,1
H30,H3,E00,gBlocks,26.701,0.050,STANDARD,37.515,1,STANDARD,35.683,1,STANDARD,35.905,1
H32,A1,E05,gBlocks,31.433,4.693,STANDARD,20.959,100000,STANDARD,19.673,100000,STANDARD,21.092,100000
H32,A2,E05,gBlocks,30.992,4.252,STANDARD,20.737,100000,STANDARD,19.331,100000,STANDARD,20.97,100000
H32,A3,E05,gBlocks,30.988,4.248,STANDARD,20.827,100000,STANDARD,19.408,100000,STANDARD,20.942,100000
H32,B1,E04,gBlocks,27.162,0.422,STANDARD,24.081,10000,STANDARD,22.703,10000,STANDARD,24.261,10000
H32,B2,E04,gBlocks,26.617,-0.123,STANDARD,24.025,10000,STANDARD,22.566,10000,STANDARD,24.187,10000
H32,B3,E04,gBlocks,26.872,0.132,STANDARD,24.106,10000,STANDARD,22.704,10000,STANDARD,24.314,10000
H32,C1,E03,gBlocks,26.694,-0.046,STANDARD,27.534,1000,STANDARD,26.023,1000,STANDARD,27.633,1000
H32,C2,E03,gBlocks,26.566,-0.174,STANDARD,27.607,1000,STANDARD,25.947,1000,STANDARD,27.434,1000
H32,C3,E03,gBlocks,26.525,-0.215,STANDARD,27.359,1000,STANDARD,25.834,1000,STANDARD,27.505,1000
H32,D1,E02,gBlocks,26.757,0.017,STANDARD,30.865,100,STANDARD,29.12,100,STANDARD,30.926,100
H32,D2,E02,gBlocks,26.749,0.009,STANDARD,30.418,100,STANDARD,28.928,100,STANDARD,30.649,100
H32,D3,E02,gBlocks,26.857,0.117,STANDARD,31.099,100,STANDARD,29.123,100,STANDARD,30.681,100
H32,E1,E01,gBlocks,26.649,-0.091,STANDARD,33.860,10,STANDARD,31.571,10,STANDARD,34.885,10
H32,E2,E01,gBlocks,26.731,-0.009,STANDARD,33.661,10,STANDARD,31.814,10,STANDARD,34.113,10
H32,E3,E01,gBlocks,26.616,-0.124,STANDARD,33.847,10,STANDARD,32.969,10,STANDARD,33.98,10
H32,F1,5,gBlocks,26.757,0.017,STANDARD,34.971,5,STANDARD,33.184,5,STANDARD,35.127,5
H32,F2,5,gBlocks,26.882,0.142,STANDARD,35.503,5,STANDARD,32.53,5,STANDARD,36.823,5
H32,F3,5,gBlocks,26.757,0.017,STANDARD,35.170,5,STANDARD,33.579,5,STANDARD,34.723,5
H32,G1,E00,gBlocks,26.674,-0.066,STANDARD,35.847,1,STANDARD,37.177,1,STANDARD,Undetermined,1
H32,G2,E00,gBlocks,26.935,0.195,STANDARD,37.467,1,STANDARD,35.286,1,STANDARD,37.3,1
H32,G3,E00,gBlocks,26.711,-0.029,STANDARD,36.436,1,STANDARD,34.637,1,STANDARD,Undetermined,1
H32,H1,E00,gBlocks,26.771,0.031,STANDARD,36.325,1,STANDARD,35.532,1,STANDARD,36.614,1
H32,H2,E00,gBlocks,26.718,-0.022,STANDARD,35.755,1,STANDARD,35.163,1,STANDARD,Undetermined,1
H32,H3,E00,gBlocks,26.679,-0.061,STANDARD,36.610,1,STANDARD,35.23,1,STANDARD,Undetermined,1
H33,A1,E05,gBlocks,30.785,4.008,STANDARD,21.166,100000,STANDARD,19.982,100000,STANDARD,21.465,100000
H33,A2,E05,gBlocks,30.826,4.049,STANDARD,21.032,100000,STANDARD,19.794,100000,STANDARD,21.345,100000
H33,A3,E05,gBlocks,31.116,4.339,STANDARD,21.306,100000,STANDARD,19.993,100000,STANDARD,21.551,100000
H33,B1,E04,gBlocks,27.138,0.361,STANDARD,24.475,10000,STANDARD,23.178,10000,STANDARD,24.751,10000
H33,B2,E04,gBlocks,26.892,0.115,STANDARD,24.464,10000,STANDARD,23.059,10000,STANDARD,24.737,10000
H33,B3,E04,gBlocks,26.65,-0.127,STANDARD,24.614,10000,STANDARD,23.277,10000,STANDARD,24.909,10000
H33,C1,E03,gBlocks,26.755,-0.022,STANDARD,27.68,1000,STANDARD,26.343,1000,STANDARD,28.006,1000
H33,C2,E03,gBlocks,26.586,-0.191,STANDARD,27.659,1000,STANDARD,26.052,1000,STANDARD,27.706,1000
H33,C3,E03,gBlocks,26.654,-0.123,STANDARD,27.798,1000,STANDARD,26.268,1000,STANDARD,27.959,1000
H33,D1,E02,gBlocks,26.786,0.009,STANDARD,31.005,100,STANDARD,29.643,100,STANDARD,31.26,100
H33,D2,E02,gBlocks,26.829,0.052,STANDARD,31.304,100,STANDARD,29.429,100,STANDARD,31.194,100
H33,D3,E02,gBlocks,26.669,-0.108,STANDARD,31.028,100,STANDARD,29.257,100,STANDARD,31.041,100
H33,E1,E01,gBlocks,26.896,0.119,STANDARD,34.213,10,STANDARD,32.968,10,STANDARD,34.035,10
H33,E2,E01,gBlocks,26.806,0.029,STANDARD,34.602,10,STANDARD,32.693,10,STANDARD,34.45,10
H33,E3,E01,gBlocks,26.891,0.114,STANDARD,34.302,10,STANDARD,32.353,10,STANDARD,34.098,10
H33,F1,5,gBlocks,26.829,0.052,STANDARD,36.222,5,STANDARD,33.136,5,STANDARD,35.491,5
H33,F2,5,gBlocks,26.89,0.113,STANDARD,35.150,5,STANDARD,33.818,5,STANDARD,35.984,5
H33,F3,5,gBlocks,26.819,0.042,STANDARD,34.689,5,STANDARD,34.266,5,STANDARD,35.102,5
H33,G1,E00,gBlocks,26.799,0.022,STANDARD,35.591,1,STANDARD,34.571,1,STANDARD,Undetermined,1
H33,G2,E00,gBlocks,26.753,-0.024,STANDARD,36.696,1,STANDARD,35.658,1,STANDARD,36.581,1
H33,G3,E00,gBlocks,26.644,-0.133,STANDARD,36.748,1,STANDARD,35.023,1,STANDARD,36.469,1
H33,H1,E00,gBlocks,26.819,0.042,STANDARD,36.679,1,STANDARD,35.203,1,STANDARD,Undetermined,1
H33,H2,E00,gBlocks,26.86,0.083,STANDARD,Undetermined,1,STANDARD,35.825,1,STANDARD,37.746,1
H33,H3,E00,gBlocks,26.753,-0.024,STANDARD,36.559,1,STANDARD,35.727,1,STANDARD,Undetermined,1
H34,A1,E05,gBlocks,30.836,4.040,STANDARD,20.570,100000,STANDARD,19.653,100000,STANDARD,20.966,100000
H34,A2,E05,gBlocks,30.688,3.892,STANDARD,20.48,100000,STANDARD,19.458,100000,STANDARD,20.868,100000
H34,A3,E05,gBlocks,31.025,4.229,STANDARD,20.64,100000,STANDARD,19.599,100000,STANDARD,20.964,100000
H34,B1,E04,gBlocks,27.105,0.309,STANDARD,24.054,10000,STANDARD,22.965,10000,STANDARD,24.338,10000
H34,B2,E04,gBlocks,26.917,0.121,STANDARD,23.960,10000,STANDARD,22.893,10000,STANDARD,24.317,10000
H34,B3,E04,gBlocks,26.843,0.047,STANDARD,24.208,10000,STANDARD,23.057,10000,STANDARD,24.543,10000
H34,C1,E03,gBlocks,26.937,0.141,STANDARD,27.315,1000,STANDARD,26.173,1000,STANDARD,27.712,1000
H34,C2,E03,gBlocks,26.693,-0.103,STANDARD,26.99,1000,STANDARD,25.831,1000,STANDARD,27.242,1000
H34,C3,E03,gBlocks,26.64,-0.156,STANDARD,27.192,1000,STANDARD,26.011,1000,STANDARD,27.487,1000
H34,D1,E02,gBlocks,26.816,0.020,STANDARD,30.323,100,STANDARD,29.293,100,STANDARD,30.826,100
H34,D2,E02,gBlocks,26.793,-0.003,STANDARD,30.602,100,STANDARD,29.254,100,STANDARD,30.757,100
H34,D3,E02,gBlocks,26.859,0.063,STANDARD,30.76,100,STANDARD,29.252,100,STANDARD,30.625,100
H34,E1,E01,gBlocks,26.809,0.013,STANDARD,33.674,10,STANDARD,33.011,10,STANDARD,34.902,10
H34,E2,E01,gBlocks,26.836,0.040,STANDARD,33.554,10,STANDARD,31.991,10,STANDARD,34.809,10
H34,E3,E01,gBlocks,26.697,-0.099,STANDARD,34.420,10,STANDARD,32.495,10,STANDARD,33.94,10
H34,F1,5,gBlocks,26.826,0.030,STANDARD,35.410,5,STANDARD,33.669,5,STANDARD,35.291,5
H34,F2,5,gBlocks,26.78,-0.016,STANDARD,35.951,5,STANDARD,33.998,5,STANDARD,34.763,5
H34,F3,5,gBlocks,26.953,0.157,STANDARD,34.423,5,STANDARD,34.042,5,STANDARD,35.451,5
H34,G1,E00,gBlocks,26.851,0.055,STANDARD,36.864,1,STANDARD,34.727,1,STANDARD,Undetermined,1
H34,G2,E00,gBlocks,26.753,-0.043,STANDARD,Undetermined,1,STANDARD,35.144,1,STANDARD,35.461,1
H34,G3,E00,gBlocks,26.914,0.118,STANDARD,36.807,1,STANDARD,37.726,1,STANDARD,Undetermined,1
H34,H1,E00,gBlocks,26.871,0.075,STANDARD,35.969,1,STANDARD,35.573,1,STANDARD,Undetermined,1
H34,H2,E00,gBlocks,26.781,-0.015,STANDARD,37.430,1,STANDARD,35.109,1,STANDARD,37.172,1
H34,H3,E00,gBlocks,26.807,0.011,STANDARD,37.010,1,STANDARD,35.902,1,STANDARD,36.022,1
H35,A1,E05,gBlocks,29.153,2.566,STANDARD,20.835,100000,STANDARD,19.278,100000,STANDARD,21.356,100000
H35,A2,E05,gBlocks,29.234,2.647,STANDARD,20.55,100000,STANDARD,18.995,100000,STANDARD,21.106,100000
