qPCR,well,sample,type,task,IPC_Ct,inhibition_rate,useful,Zymo,dilution,hake_Ct,hake_copies_ul,lamprey_Ct,lamprey_copies_ul,eulachon_Ct,eulachon_copies_ul,hake.confirmed,lamprey.confirmed,eulachon.confirmed
H38,M2,ntc,ntc,NTC,26.372,-0.102,,,,Undetermined,,Undetermined,,Undetermined,,,,
H38,M3,ntc,ntc,NTC,26.495,0.021,,,,Undetermined,,Undetermined,,Undetermined,,,,
H38,M4,151,unknowns,UNKNOWN,26.483,0.009,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,M5,151,unknowns,UNKNOWN,26.665,0.191,,,0.20,37.639,0.782,Undetermined,,Undetermined,,,,
H38,M6,151,unknowns,UNKNOWN,26.759,0.285,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,M7,200,unknowns,UNKNOWN,26.637,0.163,,,0.20,36.096,2.359,Undetermined,,Undetermined,,,,
H38,M8,200,unknowns,UNKNOWN,26.632,0.158,,,0.20,35.101,4.804,Undetermined,,Undetermined,,,,
H38,M9,200,unknowns,UNKNOWN,26.741,0.267,,,0.20,34.895,5.568,Undetermined,,Undetermined,,,,
H38,M10,321,unknowns,UNKNOWN,26.81,0.336,,,0.20,38.698,0.367,Undetermined,,Undetermined,,,,
H38,M11,321,unknowns,UNKNOWN,25.63,-0.844,,,0.20,34.828,5.841,Undetermined,,Undetermined,,,,
H38,M12,321,unknowns,UNKNOWN,26.827,0.353,,,0.20,Undetermined,,Undetermined,,37.788,1.344,,,
H38,M13,383,unknowns,UNKNOWN,26.328,-0.146,,,0.20,35.685,3.166,Undetermined,,Undetermined,,,,
H38,M14,383,unknowns,UNKNOWN,26.557,0.083,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,M15,383,unknowns,UNKNOWN,26.574,0.100,,,0.20,36.532,1.726,Undetermined,,Undetermined,,,,
H38,M16,461,unknowns,UNKNOWN,26.716,0.242,,,0.20,29.616,243.041,Undetermined,,Undetermined,,,,
H38,M17,461,unknowns,UNKNOWN,26.805,0.331,,,0.20,29.714,226.554,Undetermined,,Undetermined,,,,
H38,M18,461,unknowns,UNKNOWN,26.709,0.235,,,0.20,29.58,249.459,Undetermined,,Undetermined,,,,
H38,M19,321,unknowns,UNKNOWN,26.773,0.299,,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H38,M20,321,unknowns,UNKNOWN,26.806,0.332,,YES,0.50,36.936,1.293,Undetermined,,Undetermined,,,,
H38,M21,321,unknowns,UNKNOWN,26.847,0.373,,YES,0.50,38.403,0.453,Undetermined,,Undetermined,,,,
H38,M22,383,unknowns,UNKNOWN,27.008,0.534,,YES,0.50,36.18,2.221,Undetermined,,Undetermined,,,,
H38,M23,383,unknowns,UNKNOWN,26.967,0.493,,YES,0.50,34.981,5.236,Undetermined,,Undetermined,,,,
H38,M24,383,unknowns,UNKNOWN,26.772,0.298,,YES,0.50,35.397,3.89,Undetermined,,Undetermined,,,,
H38,N1,ntc,ntc,NTC,26.625,0.151,,,,Undetermined,,Undetermined,,Undetermined,,,,
H38,N2,ntc,ntc,NTC,26.378,-0.096,,,,Undetermined,,Undetermined,,Undetermined,,,,
H38,N3,ntc,ntc,NTC,26.465,-0.009,,,,Undetermined,,Undetermined,,Undetermined,,,,
H38,N4,162,unknowns,UNKNOWN,26.592,0.118,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,N5,162,unknowns,UNKNOWN,26.556,0.082,,,0.20,38.542,0.41,Undetermined,,Undetermined,,,,
H38,N6,162,unknowns,UNKNOWN,26.681,0.207,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,N7,201,unknowns,UNKNOWN,26.483,0.009,,,0.20,36.012,2.505,Undetermined,,Undetermined,,,,
H38,N8,201,unknowns,UNKNOWN,26.652,0.178,,,0.20,34.015,10.448,Undetermined,,Undetermined,,,,
H38,N9,201,unknowns,UNKNOWN,26.716,0.242,,,0.20,34.059,10.128,Undetermined,,Undetermined,,,,
H38,N10,332,unknowns,UNKNOWN,26.786,0.312,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,N11,332,unknowns,UNKNOWN,26.78,0.306,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,N12,332,unknowns,UNKNOWN,26.615,0.141,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,N13,394,unknowns,UNKNOWN,26.355,-0.119,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,N14,394,unknowns,UNKNOWN,26.251,-0.223,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,N15,394,unknowns,UNKNOWN,26.342,-0.132,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,N16,462,unknowns,UNKNOWN,26.806,0.332,,,0.20,36.753,1.474,Undetermined,,Undetermined,,,,
H38,N17,462,unknowns,UNKNOWN,26.681,0.207,,,0.20,37.622,0.792,40.288,0.062,Undetermined,,,,
H38,N18,462,unknowns,UNKNOWN,26.988,0.514,,,0.20,36.378,1.928,Undetermined,,Undetermined,,,,
H38,N19,332,unknowns,UNKNOWN,26.884,0.410,,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H38,N20,332,unknowns,UNKNOWN,26.828,0.354,,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H38,N21,332,unknowns,UNKNOWN,26.805,0.331,,YES,0.50,42.778,0.02,Undetermined,,Undetermined,,,,
H38,O4,163,unknowns,UNKNOWN,26.544,0.070,,,0.20,37.605,0.802,Undetermined,,Undetermined,,,,
H38,O5,163,unknowns,UNKNOWN,26.564,0.090,,,0.20,37.247,1.035,Undetermined,,Undetermined,,,,
H38,O6,163,unknowns,UNKNOWN,26.713,0.239,,,0.20,35.613,3.331,Undetermined,,Undetermined,,,,
H38,O7,275,unknowns,UNKNOWN,26.38,-0.094,,,0.20,39.011,0.293,Undetermined,,Undetermined,,,,
H38,O8,275,unknowns,UNKNOWN,26.465,-0.009,,,0.20,38.706,0.365,Undetermined,,Undetermined,,,,
H38,O9,275,unknowns,UNKNOWN,26.537,0.063,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,O10,333,unknowns,UNKNOWN,26.525,0.051,,,0.20,37.784,0.705,Undetermined,,Undetermined,,,,
H38,O11,333,unknowns,UNKNOWN,26.619,0.145,,,0.20,42.619,0.022,Undetermined,,Undetermined,,,,
H38,O12,333,unknowns,UNKNOWN,26.564,0.090,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,O13,395,unknowns,UNKNOWN,26.612,0.138,,,0.20,32.206,38.108,Undetermined,,Undetermined,,,,
H38,O14,395,unknowns,UNKNOWN,25.678,-0.796,,,0.20,30.916,95.926,Undetermined,,Undetermined,,,,
H38,O15,395,unknowns,UNKNOWN,26.762,0.288,,,0.20,31.714,54.185,Undetermined,,Undetermined,,,,
H38,O16,463,unknowns,UNKNOWN,26.757,0.283,,,0.20,33.659,13.483,Undetermined,,Undetermined,,,,
H38,O17,463,unknowns,UNKNOWN,27.049,0.575,,,0.20,33.969,10.804,Undetermined,,Undetermined,,,,
H38,O18,463,unknowns,UNKNOWN,26.96,0.486,,,0.20,33.165,19.197,Undetermined,,Undetermined,,,,
H38,O19,333,unknowns,UNKNOWN,26.873,0.399,,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H38,O20,333,unknowns,UNKNOWN,26.84,0.366,,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H38,O21,333,unknowns,UNKNOWN,26.872,0.398,,YES,0.50,36.843,1.382,Undetermined,,Undetermined,,,,
H38,O22,395,unknowns,UNKNOWN,26.66,0.186,,YES,0.50,31.601,58.755,Undetermined,,Undetermined,,,,
H38,O23,395,unknowns,UNKNOWN,26.991,0.517,,YES,0.50,31.485,63.835,Undetermined,,Undetermined,,,,
H38,O24,395,unknowns,UNKNOWN,26.942,0.468,,YES,0.50,31.334,71.108,Undetermined,,Undetermined,,,,
H38,P4,177,unknowns,UNKNOWN,26.745,0.271,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,P5,177,unknowns,UNKNOWN,26.635,0.161,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,P6,177,unknowns,UNKNOWN,26.838,0.364,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,P7,276,unknowns,UNKNOWN,26.513,0.039,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,P8,276,unknowns,UNKNOWN,26.425,-0.049,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,P9,276,unknowns,UNKNOWN,26.534,0.060,,,0.20,36.976,1.257,Undetermined,,Undetermined,,,,
H38,P10,358,unknowns,UNKNOWN,26.596,0.122,,,0.20,44.009,0.008,Undetermined,,Undetermined,,,,
H38,P11,358,unknowns,UNKNOWN,26.726,0.252,,,0.20,36.501,1.765,Undetermined,,Undetermined,,,,
H38,P12,358,unknowns,UNKNOWN,26.56,0.086,,,0.20,Undetermined,,Undetermined,,Undetermined,,,,
H38,P13,429,unknowns,UNKNOWN,26.557,0.083,,,0.20,35.991,2.543,Undetermined,,Undetermined,,,,
H38,P14,429,unknowns,UNKNOWN,26.728,0.254,,,0.20,35.809,2.896,Undetermined,,Undetermined,,,,
H38,P15,429,unknowns,UNKNOWN,26.699,0.225,,,0.20,35.41,3.851,Undetermined,,Undetermined,,,,
H38,P16,470,unknowns,UNKNOWN,26.686,0.212,NO,,0.20,35.451,3.74,Undetermined,,Undetermined,,,,
H38,P17,470,unknowns,UNKNOWN,27.414,0.940,NO,,0.20,37.125,1.129,Undetermined,,Undetermined,,,,
H38,P18,470,unknowns,UNKNOWN,27.584,1.110,NO,,0.20,36.246,2.118,Undetermined,,Undetermined,,,,
H38,P19,358,unknowns,UNKNOWN,26.715,0.241,,YES,0.50,Undetermined,,Undetermined,,Undetermined,,,,
H38,P20,358,unknowns,UNKNOWN,26.832,0.358,,YES,0.50,39.705,0.178,Undetermined,,Undetermined,,,,
H38,P21,358,unknowns,UNKNOWN,26.68,0.206,,YES,0.50,39.181,0.259,Undetermined,,Undetermined,,,,
H38,P22,429,unknowns,UNKNOWN,26.748,0.274,,YES,0.50,36.223,2.154,Undetermined,,Undetermined,,,,
H38,P23,429,unknowns,UNKNOWN,26.729,0.255,,YES,0.50,36.032,2.468,Undetermined,,Undetermined,,,,
H38,P24,429,unknowns,UNKNOWN,26.781,0.307,,YES,0.50,35.417,3.833,Undetermined,,Undetermined,,,,
H39,A7,1519,unknowns,UNKNOWN,26.438,-0.065,,,0.10,Undetermined,,Undetermined,,38.756,0.721,,,
H39,A8,1519,unknowns,UNKNOWN,26.542,0.039,,,0.10,Undetermined,,Undetermined,,37.25,2.212,,,
H39,A9,1519,unknowns,UNKNOWN,26.559,0.056,,,0.10,Undetermined,,Undetermined,,36.846,2.99,,,
H39,A10,1541,unknowns,UNKNOWN,26.670,0.167,,,0.10,38.482,0.591,Undetermined,,Undetermined,,,,
H39,A11,1541,unknowns,UNKNOWN,26.742,0.239,,,0.10,36.683,2.120,Undetermined,,Undetermined,,,,
H39,A12,1541,unknowns,UNKNOWN,26.555,0.052,,,0.10,36.555,2.322,Undetermined,,40.661,0.175,,,
H39,A13,1612,unknowns,UNKNOWN,26.595,0.092,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,A14,1612,unknowns,UNKNOWN,26.700,0.197,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,A15,1612,unknowns,UNKNOWN,26.575,0.072,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,A16,1720,unknowns,UNKNOWN,26.652,0.149,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,A17,1720,unknowns,UNKNOWN,26.611,0.108,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,A18,1720,unknowns,UNKNOWN,26.721,0.218,,,0.10,36.123,3.155,Undetermined,,Undetermined,,,,
H39,A19,1828,unknowns,UNKNOWN,26.575,0.072,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,A20,1828,unknowns,UNKNOWN,26.622,0.119,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,A21,1828,unknowns,UNKNOWN,26.516,0.013,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,B4,1473,unknowns,UNKNOWN,26.551,0.048,,,0.10,34.685,8.754,Undetermined,,38.184,1.10,,,
H39,B5,1473,unknowns,UNKNOWN,26.500,-0.003,,,0.10,35.203,6.060,Undetermined,,36.284,4.54,,,
H39,B6,1473,unknowns,UNKNOWN,26.690,0.187,,,0.10,34.024,14.004,Undetermined,,36.698,3.34,,,
H39,B7,1520,unknowns,UNKNOWN,26.562,0.059,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,B8,1520,unknowns,UNKNOWN,26.684,0.181,,,0.10,Undetermined,,Undetermined,,39.993,0.287,,,
H39,B9,1520,unknowns,UNKNOWN,26.595,0.092,,,0.10,Undetermined,,Undetermined,,38.122,1.156,,,
H39,B10,1542,unknowns,UNKNOWN,26.611,0.108,,,0.10,35.289,5.701,Undetermined,,Undetermined,,,,
H39,B11,1542,unknowns,UNKNOWN,26.609,0.106,,,0.10,36.022,3.389,Undetermined,,Undetermined,,,,
H39,B12,1542,unknowns,UNKNOWN,26.688,0.185,,,0.10,34.288,11.608,Undetermined,,Undetermined,,,,
H39,B13,1656,unknowns,UNKNOWN,26.689,0.186,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,B14,1656,unknowns,UNKNOWN,26.643,0.140,,,0.10,37.730,1.008,Undetermined,,Undetermined,,,,
H39,B15,1656,unknowns,UNKNOWN,26.642,0.139,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,B16,1724,unknowns,UNKNOWN,26.698,0.195,,,0.10,35.578,4.645,Undetermined,,Undetermined,,,,
H39,B17,1724,unknowns,UNKNOWN,26.455,-0.048,,,0.10,35.994,3.457,Undetermined,,Undetermined,,,,
H39,B18,1724,unknowns,UNKNOWN,26.565,0.062,,,0.10,38.826,0.463,Undetermined,,Undetermined,,,,
H39,B19,1829,unknowns,UNKNOWN,26.671,0.168,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,B20,1829,unknowns,UNKNOWN,26.701,0.198,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,B21,1829,unknowns,UNKNOWN,26.511,0.008,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,C4,1485,unknowns,UNKNOWN,26.843,0.340,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,C5,1485,unknowns,UNKNOWN,26.558,0.055,,,0.10,Undetermined,,Undetermined,,38.805,0.695,,,
H39,C6,1485,unknowns,UNKNOWN,26.611,0.108,,,0.10,Undetermined,,Undetermined,,40.361,0.218,,,
H39,C7,1528,unknowns,UNKNOWN,26.638,0.135,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,C8,1528,unknowns,UNKNOWN,26.704,0.201,,,0.10,38.888,0.443,Undetermined,,Undetermined,,,,
H39,C9,1528,unknowns,UNKNOWN,26.627,0.124,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,C10,1543,unknowns,UNKNOWN,26.698,0.195,,,0.10,34.295,11.550,Undetermined,,Undetermined,,,,
H39,C11,1543,unknowns,UNKNOWN,26.648,0.145,,,0.10,35.412,5.224,Undetermined,,Undetermined,,,,
H39,C12,1543,unknowns,UNKNOWN,26.704,0.201,,,0.10,38.346,0.651,Undetermined,,Undetermined,,,,
H39,C13,1662,unknowns,UNKNOWN,26.653,0.150,,,0.10,37.249,1.418,Undetermined,,Undetermined,,,,
H39,C14,1662,unknowns,UNKNOWN,26.780,0.277,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,C15,1662,unknowns,UNKNOWN,26.766,0.263,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,C16,1727,unknowns,UNKNOWN,26.709,0.206,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,C17,1727,unknowns,UNKNOWN,26.715,0.212,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,C18,1727,unknowns,UNKNOWN,26.59,0.087,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,C19,1836,unknowns,UNKNOWN,26.623,0.120,,,0.10,37.112,1.563,Undetermined,,Undetermined,,,,
H39,C20,1836,unknowns,UNKNOWN,26.709,0.206,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,C21,1836,unknowns,UNKNOWN,26.599,0.096,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,D4,1486,unknowns,UNKNOWN,26.564,0.061,,,0.10,Undetermined,,Undetermined,,38.202,1.089,,,
H39,D5,1486,unknowns,UNKNOWN,26.67,0.167,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,D6,1486,unknowns,UNKNOWN,26.587,0.084,,,0.10,35.925,3.63,Undetermined,,38.37,0.961,,,
H39,D7,1529,unknowns,UNKNOWN,26.729,0.226,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,D8,1529,unknowns,UNKNOWN,26.584,0.081,,,0.10,37.606,1.1,Undetermined,,Undetermined,,,,
H39,D9,1529,unknowns,UNKNOWN,26.764,0.261,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,D10,1549,unknowns,UNKNOWN,26.780,0.277,,,0.10,37.458,1.222,Undetermined,,Undetermined,,,,
H39,D11,1549,unknowns,UNKNOWN,26.686,0.183,,,0.10,36.256,2.870,Undetermined,,Undetermined,,,,
H39,D12,1549,unknowns,UNKNOWN,26.705,0.202,,,0.10,37.554,1.142,Undetermined,,Undetermined,,,,
H39,D13,1663,unknowns,UNKNOWN,26.777,0.274,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,D14,1663,unknowns,UNKNOWN,26.808,0.305,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,D15,1663,unknowns,UNKNOWN,26.951,0.448,,,0.10,36.957,1.745,Undetermined,,Undetermined,,,,
H39,D16,1735,unknowns,UNKNOWN,26.698,0.195,,,0.10,38.364,0.643,Undetermined,,Undetermined,,,,
H39,D17,1735,unknowns,UNKNOWN,26.921,0.418,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,D18,1735,unknowns,UNKNOWN,26.638,0.135,,,0.10,38.622,0.535,Undetermined,,Undetermined,,,,
H39,D19,1837,unknowns,UNKNOWN,26.573,0.070,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,D20,1837,unknowns,UNKNOWN,26.680,0.177,,,0.10,38.437,0.61,Undetermined,,Undetermined,,,,
H39,D21,1837,unknowns,UNKNOWN,26.580,0.077,,,0.10,37.21,1.458,Undetermined,,Undetermined,,,,
H39,E4,1497,unknowns,UNKNOWN,26.661,0.158,,,0.10,37.374,1.298,Undetermined,,Undetermined,,,,
H39,E5,1497,unknowns,UNKNOWN,26.674,0.171,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,E6,1497,unknowns,UNKNOWN,26.624,0.121,,,0.10,Undetermined,,Undetermined,,36.536,3.767,,,
H39,E7,1533,unknowns,UNKNOWN,26.705,0.202,,,0.10,36.077,3.259,Undetermined,,Undetermined,,,,
H39,E8,1533,unknowns,UNKNOWN,26.568,0.065,,,0.10,37.355,1.316,Undetermined,,Undetermined,,,,
H39,E9,1533,unknowns,UNKNOWN,26.722,0.219,,,0.10,36.913,1.800,Undetermined,,Undetermined,,,,
H39,E10,1550,unknowns,UNKNOWN,26.865,0.362,,,0.10,35.878,3.753,Undetermined,,Undetermined,,,,
H39,E11,1550,unknowns,UNKNOWN,26.844,0.341,,,0.10,35.475,4.999,Undetermined,,Undetermined,,,,
H39,E12,1550,unknowns,UNKNOWN,26.373,-0.130,,,0.10,34.257,11.864,Undetermined,,Undetermined,,,,
H39,E13,1668,unknowns,UNKNOWN,26.793,0.290,,,0.10,39.462,0.295,Undetermined,,Undetermined,,,,
H39,E14,1668,unknowns,UNKNOWN,26.477,-0.026,,,0.10,35.288,5.705,Undetermined,,Undetermined,,,,
H39,E15,1668,unknowns,UNKNOWN,26.858,0.355,,,0.10,36.727,2.054,Undetermined,,Undetermined,,,,
H39,E16,1736,unknowns,UNKNOWN,26.604,0.101,,,0.10,36.659,2.156,Undetermined,,Undetermined,,,,
H39,E17,1736,unknowns,UNKNOWN,26.509,0.006,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,E18,1736,unknowns,UNKNOWN,26.562,0.059,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,E19,1843,unknowns,UNKNOWN,27.121,0.618,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,E20,1843,unknowns,UNKNOWN,26.824,0.321,,,0.10,37.092,1.585,Undetermined,,Undetermined,,,,
H39,E21,1843,unknowns,UNKNOWN,26.943,0.440,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,F4,1498,unknowns,UNKNOWN,26.631,0.128,,,0.10,36.020,3.394,Undetermined,,38.723,0.739,,,
H39,F5,1498,unknowns,UNKNOWN,26.728,0.225,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,F6,1498,unknowns,UNKNOWN,26.604,0.101,,,0.10,37.452,1.228,Undetermined,,Undetermined,,,,
H39,F7,1535,unknowns,UNKNOWN,27.212,0.709,NO,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,F8,1535,unknowns,UNKNOWN,26.925,0.422,NO,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,F9,1535,unknowns,UNKNOWN,27.138,0.635,NO,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,F10,1561,unknowns,UNKNOWN,26.909,0.406,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,F11,1561,unknowns,UNKNOWN,26.713,0.210,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,F12,1561,unknowns,UNKNOWN,26.563,0.060,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,F13,1669,unknowns,UNKNOWN,26.689,0.186,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,F14,1669,unknowns,UNKNOWN,26.690,0.187,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,F15,1669,unknowns,UNKNOWN,26.564,0.061,,,0.10,Undetermined,,Undetermined,,Undetermined,,,,
H39,F16,1745,unknowns,UNKNOWN,26.579,0.076,,,0.10,36.406,2.580,Undetermined,,Undetermined,,,,
H39,F17,1745,unknowns,UNKNOWN,26.656,0.153,,,0.10,37.357,1.313,Undetermined,,Undetermined,,,,
H39,F18,1745,unknowns,UNKNOWN,26.646,0.143,,,0.10,37.900,0.893,Undetermined,,Undetermined,,,,
