qPCR,well,sample,type,task,IPC_Ct,inhibition_rate,useful,Zymo,dilution,hake_Ct,hake_copies_ul,lamprey_Ct,lamprey_copies_ul,eulachon_Ct,eulachon_copies_ul,hake.confirmed,lamprey.confirmed,eulachon.confirmed
H21,I20,extc200309,extc,UNKNOWN,26.679,0.041,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,I21,extc200309,extc,UNKNOWN,26.799,0.160,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,J1,1106,unknowns,UNKNOWN,26.499,-0.139,,,1.00,34.281,2.107,Undetermined,,Undetermined,,,,
H21,J2,1106,unknowns,UNKNOWN,26.506,-0.133,,,1.00,35.603,0.814,Undetermined,,Undetermined,,,,
H21,J3,1106,unknowns,UNKNOWN,26.616,-0.023,,,1.00,35.794,0.709,Undetermined,,Undetermined,,,,
H21,J4,1114,unknowns,UNKNOWN,26.697,0.059,,,1.00,31.787,12.702,Undetermined,,Undetermined,,,,
H21,J5,1114,unknowns,UNKNOWN,26.787,0.149,,,1.00,31.960,11.214,Undetermined,,37.006,0.389,,,
H21,J6,1114,unknowns,UNKNOWN,26.572,-0.067,,,1.00,32.406,8.132,Undetermined,,Undetermined,,,,
H21,J7,1122,unknowns,UNKNOWN,26.721,0.083,,,1.00,34.988,1.267,Undetermined,,Undetermined,,,,
H21,J8,1122,unknowns,UNKNOWN,26.844,0.205,,,1.00,36.625,0.390,Undetermined,,Undetermined,,,,
H21,J9,1122,unknowns,UNKNOWN,26.515,-0.124,,,1.00,37.026,0.292,Undetermined,,Undetermined,,,,
H21,J10,1130,unknowns,UNKNOWN,26.955,0.316,,,1.00,32.797,6.137,Undetermined,,Undetermined,,,,
H21,J11,1130,unknowns,UNKNOWN,27.239,0.600,,,1.00,33.001,5.300,Undetermined,,40.053,0.042,,,
H21,J12,1130,unknowns,UNKNOWN,27.109,0.471,,,1.00,33.078,5.015,Undetermined,,Undetermined,,,,
H21,J13,1138,unknowns,UNKNOWN,26.416,-0.223,,,1.00,32.187,9.526,Undetermined,,Undetermined,,,,
H21,J14,1138,unknowns,UNKNOWN,26.346,-0.292,,,1.00,32.478,7.725,Undetermined,,Undetermined,,,,
H21,J15,1138,unknowns,UNKNOWN,26.494,-0.144,,,1.00,32.440,7.937,Undetermined,,Undetermined,,,,
H21,J16,1146,unknowns,UNKNOWN,26.690,0.052,,,1.00,35.690,0.765,Undetermined,,Undetermined,,,,
H21,J17,1146,unknowns,UNKNOWN,26.791,0.153,,,1.00,37.383,0.226,Undetermined,,Undetermined,,,,
H21,J18,1146,unknowns,UNKNOWN,26.736,0.098,,,1.00,37.565,0.198,Undetermined,,Undetermined,,,,
H21,J19,extc200310,extc,UNKNOWN,26.548,-0.090,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,J20,extc200310,extc,UNKNOWN,26.852,0.214,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,J21,extc200310,extc,UNKNOWN,26.592,-0.047,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,K1,1107,unknowns,UNKNOWN,26.762,0.124,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,K2,1107,unknowns,UNKNOWN,26.683,0.045,,,1.00,34.974,1.280,Undetermined,,40.395,0.033,,,
H21,K3,1107,unknowns,UNKNOWN,26.699,0.060,,,1.00,34.607,1.667,Undetermined,,Undetermined,,,,
H21,K4,1115,unknowns,UNKNOWN,26.455,-0.183,,,1.00,33.585,3.480,Undetermined,,Undetermined,,,,
H21,K5,1115,unknowns,UNKNOWN,26.649,0.011,,,1.00,33.240,4.463,Undetermined,,Undetermined,,,,
H21,K6,1115,unknowns,UNKNOWN,26.586,-0.052,,,1.00,34.515,1.782,Undetermined,,Undetermined,,,,
H21,K7,1123,unknowns,UNKNOWN,27.509,0.870,NO,,1.00,33.631,3.366,Undetermined,,33.363,5.513,,,
H21,K8,1123,unknowns,UNKNOWN,28.907,2.268,NO,,1.00,34.328,2.039,Undetermined,,35.052,1.611,,,
H21,K9,1123,unknowns,UNKNOWN,29.704,3.066,NO,,1.00,34.875,1.375,Undetermined,,35.365,1.283,,,
H21,K10,1131,field_neg,UNKNOWN,26.734,0.095,NO,,1.00,26.328,647.642,Undetermined,,Undetermined,,,,
H21,K11,1131,field_neg,UNKNOWN,26.493,-0.146,NO,,1.00,26.313,654.641,Undetermined,,Undetermined,,,,
H21,K12,1131,field_neg,UNKNOWN,26.596,-0.043,NO,,1.00,26.485,578.254,Undetermined,,Undetermined,,,,
H21,K13,1139,unknowns,UNKNOWN,40.962,14.324,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,K14,1139,unknowns,UNKNOWN,45,18.361,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,K15,1139,unknowns,UNKNOWN,39.524,12.886,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,K16,1147,unknowns,UNKNOWN,26.886,0.247,,,1.00,36.788,0.347,Undetermined,,Undetermined,,,,
H21,K17,1147,unknowns,UNKNOWN,26.702,0.064,,,1.00,37.401,0.223,Undetermined,,Undetermined,,,,
H21,K18,1147,unknowns,UNKNOWN,26.761,0.122,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,K19,extc200311,extc,UNKNOWN,26.780,0.141,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,K20,extc200311,extc,UNKNOWN,26.729,0.090,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,K21,extc200311,extc,UNKNOWN,26.613,-0.026,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,L1,1108,unknowns,UNKNOWN,26.469,-0.169,,,1.00,36.973,0.303,Undetermined,,Undetermined,,,,
H21,L2,1108,unknowns,UNKNOWN,26.784,0.146,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,L3,1108,unknowns,UNKNOWN,26.541,-0.098,,,1.00,35.028,1.231,Undetermined,,Undetermined,,,,
H21,L4,1116,unknowns,UNKNOWN,26.571,-0.068,,,1.00,33.808,2.963,Undetermined,,Undetermined,,,,
H21,L5,1116,unknowns,UNKNOWN,26.597,-0.042,,,1.00,33.748,3.096,Undetermined,,Undetermined,,,,
H21,L6,1116,unknowns,UNKNOWN,26.788,0.150,,,1.00,33.746,3.099,Undetermined,,Undetermined,,,,
H21,L7,1124,unknowns,UNKNOWN,27.807,1.169,NO,,1.00,37.316,0.237,Undetermined,,34.996,1.678,,,
H21,L8,1124,unknowns,UNKNOWN,28.015,1.377,NO,,1.00,41.482,0.012,Undetermined,,36.454,0.581,,,
H21,L9,1124,unknowns,UNKNOWN,28.171,1.533,NO,,1.00,Undetermined,,Undetermined,,34.784,1.958,,,
H21,L10,1132,unknowns,UNKNOWN,26.683,0.044,,,1.00,30.234,38.877,Undetermined,,Undetermined,,,,
H21,L11,1132,unknowns,UNKNOWN,26.596,-0.042,,,1.00,30.383,34.907,Undetermined,,Undetermined,,,,
H21,L12,1132,unknowns,UNKNOWN,26.744,0.106,,,1.00,30.777,26.286,Undetermined,,Undetermined,,,,
H21,L13,1140,unknowns,UNKNOWN,43.037,16.399,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,L14,1140,unknowns,UNKNOWN,45,18.361,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,L15,1140,unknowns,UNKNOWN,45,18.361,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,L16,1148,unknowns,UNKNOWN,26.536,-0.102,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,L17,1148,unknowns,UNKNOWN,26.568,-0.070,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,L18,1148,unknowns,UNKNOWN,26.733,0.094,,,1.00,36.580,0.403,Undetermined,,Undetermined,,,,
H21,L19,ntc,ntc,NTC,26.461,-0.177,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,L20,ntc,ntc,NTC,26.626,-0.012,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,L21,ntc,ntc,NTC,26.567,-0.071,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,M1,1109,unknowns,UNKNOWN,26.890,0.251,,,1.00,35.498,0.878,Undetermined,,31.023,30.277,,,
H21,M2,1109,unknowns,UNKNOWN,27.066,0.428,,,1.00,38.717,0.086,Undetermined,,30.966,31.558,,,
H21,M3,1109,unknowns,UNKNOWN,27.006,0.368,,,1.00,37.306,0.239,Undetermined,,30.959,31.718,,,
H21,M4,1117,unknowns,UNKNOWN,26.920,0.281,NO,,1.00,33.780,3.023,Undetermined,,32.704,8.904,,,
H21,M5,1117,unknowns,UNKNOWN,27.504,0.865,NO,,1.00,32.880,5.783,Undetermined,,32.624,9.437,,,
H21,M6,1117,unknowns,UNKNOWN,27.580,0.942,NO,,1.00,32.966,5.433,Undetermined,,32.471,10.549,,,
H21,M7,1125,unknowns,UNKNOWN,26.550,-0.089,,,1.00,35.479,0.890,Undetermined,,Undetermined,,,,
H21,M8,1125,unknowns,UNKNOWN,26.801,0.162,,,1.00,35.279,1.027,Undetermined,,Undetermined,,,,
H21,M9,1125,unknowns,UNKNOWN,26.640,0.002,,,1.00,37.164,0.264,Undetermined,,Undetermined,,,,
H21,M10,1133,unknowns,UNKNOWN,26.618,-0.020,,,1.00,33.946,2.684,Undetermined,,Undetermined,,,,
H21,M11,1133,unknowns,UNKNOWN,26.522,-0.116,,,1.00,34.231,2.185,Undetermined,,Undetermined,,,,
H21,M12,1133,unknowns,UNKNOWN,26.469,-0.170,,,1.00,34.667,1.597,Undetermined,,Undetermined,,,,
H21,M13,1141,unknowns,UNKNOWN,45,18.361,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,M14,1141,unknowns,UNKNOWN,45,18.361,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,M15,1141,unknowns,UNKNOWN,45,18.361,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,M16,1149,unknowns,UNKNOWN,26.677,0.038,,,1.00,36.131,0.556,Undetermined,,Undetermined,,,,
H21,M17,1149,unknowns,UNKNOWN,26.629,-0.009,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,M18,1149,unknowns,UNKNOWN,26.752,0.114,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,N1,1110,unknowns,UNKNOWN,26.647,0.009,,,1.00,32.962,5.451,Undetermined,,32.076,14.069,,,
H21,N2,1110,unknowns,UNKNOWN,26.826,0.187,,,1.00,33.591,3.465,Undetermined,,32.231,12.564,,,
H21,N3,1110,unknowns,UNKNOWN,26.770,0.131,,,1.00,33.904,2.766,Undetermined,,32.057,14.264,,,
H21,N4,1118,unknowns,UNKNOWN,27.226,0.588,NO,,1.00,37.882,0.158,Undetermined,,35.059,1.604,,,
H21,N5,1118,unknowns,UNKNOWN,27.334,0.696,NO,,1.00,Undetermined,,Undetermined,,34.677,2.117,,,
H21,N6,1118,unknowns,UNKNOWN,27.132,0.494,NO,,1.00,36.233,0.517,Undetermined,,34.423,2.548,,,
H21,N7,1126,unknowns,UNKNOWN,26.590,-0.049,,,1.00,35.570,0.833,Undetermined,,Undetermined,,,,
H21,N8,1126,unknowns,UNKNOWN,26.624,-0.014,,,1.00,37.318,0.237,Undetermined,,Undetermined,,,,
H21,N9,1126,unknowns,UNKNOWN,26.694,0.055,,,1.00,37.691,0.181,Undetermined,,Undetermined,,,,
H21,N10,1134,unknowns,UNKNOWN,26.633,-0.005,,,1.00,35.372,0.961,Undetermined,,Undetermined,,,,
H21,N11,1134,unknowns,UNKNOWN,26.500,-0.138,,,1.00,33.636,3.356,Undetermined,,Undetermined,,,,
H21,N12,1134,unknowns,UNKNOWN,26.484,-0.155,,,1.00,33.618,3.398,Undetermined,,Undetermined,,,,
H21,N13,1142,field_neg,UNKNOWN,26.677,0.038,,,1.00,33.363,4.084,Undetermined,,Undetermined,,,,
H21,N14,1142,field_neg,UNKNOWN,26.725,0.087,,,1.00,33.790,3.001,Undetermined,,Undetermined,,,,
H21,N15,1142,field_neg,UNKNOWN,26.533,-0.105,,,1.00,33.957,2.663,Undetermined,,Undetermined,,,,
H21,N16,1150,unknowns,UNKNOWN,26.779,0.141,,,1.00,35.462,0.900,Undetermined,,Undetermined,,,,
H21,N17,1150,unknowns,UNKNOWN,26.664,0.025,,,1.00,37.534,0.203,Undetermined,,Undetermined,,,,
H21,N18,1150,unknowns,UNKNOWN,26.631,-0.007,,,1.00,35.914,0.651,Undetermined,,Undetermined,,,,
H21,O1,1111,unknowns,UNKNOWN,26.409,-0.229,,,1.00,29.883,50.037,Undetermined,,38.064,0.180,,,
H21,O2,1111,unknowns,UNKNOWN,26.721,0.083,,,1.00,29.352,73.344,Undetermined,,39.081,0.086,,,
H21,O3,1111,unknowns,UNKNOWN,26.761,0.123,,,1.00,29.613,60.814,Undetermined,,42.958,0.005,,,
H21,O4,1119,unknowns,UNKNOWN,26.280,-0.359,,,1.00,35.335,0.987,Undetermined,,Undetermined,,,,
H21,O5,1119,unknowns,UNKNOWN,26.485,-0.154,,,1.00,34.710,1.547,Undetermined,,Undetermined,,,,
H21,O6,1119,unknowns,UNKNOWN,26.566,-0.072,,,1.00,34.687,1.573,Undetermined,,Undetermined,,,,
H21,O7,1127,unknowns,UNKNOWN,26.697,0.059,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,O8,1127,unknowns,UNKNOWN,26.913,0.274,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,O9,1127,unknowns,UNKNOWN,26.973,0.334,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,O10,1135,unknowns,UNKNOWN,26.620,-0.018,,,1.00,34.310,2.065,Undetermined,,Undetermined,,,,
H21,O11,1135,unknowns,UNKNOWN,26.341,-0.297,,,1.00,33.033,5.180,Undetermined,,Undetermined,,,,
H21,O12,1135,unknowns,UNKNOWN,26.521,-0.117,,,1.00,32.999,5.309,Undetermined,,Undetermined,,,,
H21,O13,1143,unknowns,UNKNOWN,26.534,-0.104,,,1.00,33.444,3.851,Undetermined,,Undetermined,,,,
H21,O14,1143,unknowns,UNKNOWN,26.586,-0.052,,,1.00,34.320,2.049,Undetermined,,Undetermined,,,,
H21,O15,1143,unknowns,UNKNOWN,26.508,-0.131,,,1.00,33.521,3.643,Undetermined,,Undetermined,,,,
H21,O16,1151,unknowns,UNKNOWN,27.097,0.458,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,O17,1151,unknowns,UNKNOWN,27.489,0.850,NO,,1.00,41.040,0.016,Undetermined,,Undetermined,,,,
H21,O18,1151,unknowns,UNKNOWN,27.194,0.556,NO,,1.00,39.922,0.036,Undetermined,,Undetermined,,,,
H21,P1,1112,unknowns,UNKNOWN,26.419,-0.220,,,1.00,29.202,81.736,Undetermined,,Undetermined,,,,
H21,P2,1112,unknowns,UNKNOWN,26.972,0.334,,,1.00,28.208,167.156,Undetermined,,Undetermined,,,,
H21,P3,1112,unknowns,UNKNOWN,26.598,-0.040,,,1.00,28.619,124.354,Undetermined,,Undetermined,,,,
H21,P4,1120,unknowns,UNKNOWN,26.556,-0.083,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,P5,1120,unknowns,UNKNOWN,26.381,-0.257,,,1.00,35.551,0.844,Undetermined,,Undetermined,,,,
H21,P6,1120,unknowns,UNKNOWN,26.390,-0.249,,,1.00,34.494,1.808,Undetermined,,Undetermined,,,,
H21,P7,1128,unknowns,UNKNOWN,29.083,2.445,NO,,1.00,42.843,0.004,Undetermined,,Undetermined,,,,
H21,P8,1128,unknowns,UNKNOWN,34.360,7.722,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,P9,1128,unknowns,UNKNOWN,32.757,6.118,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,P10,1136,unknowns,UNKNOWN,26.317,-0.322,,,1.00,39.109,0.065,Undetermined,,Undetermined,,,,
H21,P11,1136,unknowns,UNKNOWN,26.482,-0.157,,,1.00,36.215,0.524,Undetermined,,Undetermined,,,,
H21,P12,1136,unknowns,UNKNOWN,26.446,-0.193,,,1.00,36.612,0.393,Undetermined,,Undetermined,,,,
H21,P13,1144,unknowns,UNKNOWN,26.626,-0.012,,,1.00,33.979,2.620,Undetermined,,Undetermined,,,,
H21,P14,1144,unknowns,UNKNOWN,26.473,-0.166,,,1.00,34.558,1.727,Undetermined,,Undetermined,,,,
H21,P15,1144,unknowns,UNKNOWN,26.426,-0.213,,,1.00,34.467,1.845,Undetermined,,Undetermined,,,,
H21,P16,1152,unknowns,UNKNOWN,27.868,1.230,NO,,1.00,38.634,0.092,Undetermined,,Undetermined,,,,
H21,P17,1152,unknowns,UNKNOWN,27.104,0.465,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H21,P18,1152,unknowns,UNKNOWN,27.177,0.538,NO,,1.00,43.424,0.003,Undetermined,,Undetermined,,,,
H22,A4,1153,unknowns,UNKNOWN,37.220,10.218,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A5,1153,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A6,1153,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A7,1161,unknowns,UNKNOWN,26.756,-0.246,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A8,1161,unknowns,UNKNOWN,26.974,-0.028,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A9,1161,unknowns,UNKNOWN,26.888,-0.114,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A10,1169,unknowns,UNKNOWN,26.851,-0.151,,,1.00,36.135,1.436,Undetermined,,Undetermined,,,,
H22,A11,1169,unknowns,UNKNOWN,26.902,-0.100,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A12,1169,unknowns,UNKNOWN,26.954,-0.048,,,1.00,38.238,0.308,Undetermined,,Undetermined,,,,
H22,A13,1177,unknowns,UNKNOWN,27.569,0.567,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A14,1177,unknowns,UNKNOWN,30.233,3.231,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A15,1177,unknowns,UNKNOWN,29.598,2.596,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A16,1185,unknowns,UNKNOWN,27.458,0.456,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A17,1185,unknowns,UNKNOWN,27.473,0.472,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A18,1185,unknowns,UNKNOWN,27.761,0.759,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A19,1193,unknowns,UNKNOWN,27.072,0.070,,,1.00,36.268,1.302,Undetermined,,Undetermined,,,,
H22,A20,1193,unknowns,UNKNOWN,26.927,-0.075,,,1.00,37.144,0.686,Undetermined,,Undetermined,,,,
H22,A21,1193,unknowns,UNKNOWN,26.981,-0.021,,,1.00,36.493,1.104,Undetermined,,Undetermined,,,,
H22,A22,ntc,ntc,NTC,26.979,-0.023,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A23,ntc,ntc,NTC,26.946,-0.056,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,A24,ntc,ntc,NTC,27.052,0.050,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B4,1154,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B5,1154,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B6,1154,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B7,1162,unknowns,UNKNOWN,26.916,-0.086,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B8,1162,unknowns,UNKNOWN,26.959,-0.043,,,1.00,36.540,1.067,Undetermined,,Undetermined,,,,
H22,B9,1162,unknowns,UNKNOWN,26.996,-0.006,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B10,1170,unknowns,UNKNOWN,26.978,-0.024,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B11,1170,unknowns,UNKNOWN,26.971,-0.031,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B12,1170,unknowns,UNKNOWN,26.848,-0.154,,,1.00,38.201,0.317,Undetermined,,Undetermined,,,,
H22,B13,1178,unknowns,UNKNOWN,27.947,0.946,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B14,1178,unknowns,UNKNOWN,27.907,0.905,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B15,1178,unknowns,UNKNOWN,27.798,0.797,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B16,1186,unknowns,UNKNOWN,27.035,0.033,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B17,1186,unknowns,UNKNOWN,26.988,-0.014,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B18,1186,unknowns,UNKNOWN,26.934,-0.068,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B19,1194,unknowns,UNKNOWN,27.082,0.080,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B20,1194,unknowns,UNKNOWN,27.014,0.012,,,1.00,37.312,0.607,Undetermined,,Undetermined,,,,
H22,B21,1194,unknowns,UNKNOWN,27.059,0.057,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B22,ntc,ntc,NTC,27.132,0.130,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B23,ntc,ntc,NTC,26.955,-0.047,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,B24,ntc,ntc,NTC,26.948,-0.054,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C4,1155,unknowns,UNKNOWN,26.941,-0.060,,,1.00,36.979,0.774,Undetermined,,Undetermined,,,,
H22,C5,1155,unknowns,UNKNOWN,26.883,-0.119,,,1.00,37.976,0.373,Undetermined,,Undetermined,,,,
H22,C6,1155,unknowns,UNKNOWN,26.904,-0.097,,,1.00,35.963,1.628,Undetermined,,Undetermined,,,,
H22,C7,1163,unknowns,UNKNOWN,42.068,15.066,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C8,1163,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C9,1163,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C10,1171,unknowns,UNKNOWN,27.162,0.160,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C11,1171,unknowns,UNKNOWN,26.925,-0.077,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C12,1171,unknowns,UNKNOWN,27.002,0.000,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C13,1179,unknowns,UNKNOWN,26.806,-0.196,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C14,1179,unknowns,UNKNOWN,27.097,0.096,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C15,1179,unknowns,UNKNOWN,26.995,-0.007,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C16,1187,unknowns,UNKNOWN,27.440,0.438,,,1.00,38.905,0.189,Undetermined,,Undetermined,,,,
H22,C17,1187,unknowns,UNKNOWN,27.257,0.255,,,1.00,40.385,0.064,Undetermined,,Undetermined,,,,
H22,C18,1187,unknowns,UNKNOWN,27.287,0.285,,,1.00,37.320,0.603,Undetermined,,Undetermined,,,,
H22,C19,1195,unknowns,UNKNOWN,27.008,0.007,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C20,1195,unknowns,UNKNOWN,27.033,0.031,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C21,1195,unknowns,UNKNOWN,27.024,0.022,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C22,ntc,ntc,NTC,27.048,0.046,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C23,ntc,ntc,NTC,27.032,0.031,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,C24,ntc,ntc,NTC,26.895,-0.106,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,D4,1156,unknowns,UNKNOWN,27.035,0.033,,,1.00,36.425,1.161,Undetermined,,Undetermined,,,,
H22,D5,1156,unknowns,UNKNOWN,26.764,-0.238,,,1.00,37.985,0.371,Undetermined,,Undetermined,,,,
H22,D6,1156,unknowns,UNKNOWN,27.010,0.008,,,1.00,38.289,0.297,Undetermined,,Undetermined,,,,
H22,D7,1164,unknowns,UNKNOWN,27.120,0.119,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,D8,1164,unknowns,UNKNOWN,27.328,0.327,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,D9,1164,unknowns,UNKNOWN,27.261,0.259,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,D10,1172,unknowns,UNKNOWN,27.023,0.021,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,D11,1172,unknowns,UNKNOWN,27.077,0.076,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,D12,1172,unknowns,UNKNOWN,26.886,-0.115,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,D13,1180,unknowns,UNKNOWN,27.118,0.116,,,1.00,38.256,0.304,Undetermined,,Undetermined,,,,
H22,D14,1180,unknowns,UNKNOWN,27.121,0.119,,,1.00,38.265,0.302,Undetermined,,Undetermined,,,,
H22,D15,1180,unknowns,UNKNOWN,27.123,0.121,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,D16,1188,unknowns,UNKNOWN,27.742,0.740,NO,,1.00,40.028,0.083,Undetermined,,Undetermined,,,,
H22,D17,1188,unknowns,UNKNOWN,27.720,0.718,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,D18,1188,unknowns,UNKNOWN,27.488,0.486,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,D19,1196,unknowns,UNKNOWN,27.224,0.223,,,1.00,39.006,0.176,Undetermined,,Undetermined,,,,
H22,D20,1196,unknowns,UNKNOWN,27.294,0.292,,,1.00,39.000,0.177,Undetermined,,Undetermined,,,,
H22,D21,1196,unknowns,UNKNOWN,27.256,0.254,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,E4,1157,unknowns,UNKNOWN,26.927,-0.075,,,1.00,36.119,1.452,Undetermined,,Undetermined,,,,
H22,E5,1157,unknowns,UNKNOWN,27.017,0.015,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,E6,1157,unknowns,UNKNOWN,26.980,-0.022,,,1.00,37.505,0.527,Undetermined,,Undetermined,,,,
H22,E7,1165,unknowns,UNKNOWN,31.575,4.573,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,E8,1165,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,E9,1165,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,E10,1173,unknowns,UNKNOWN,27.039,0.037,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,E11,1173,unknowns,UNKNOWN,27.058,0.056,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
