Date UTC,Tube #,CTD cast,Niskin,depth,comments,water.filtered.L,drop.sample,field.negative.type,Filter size (un),extraction,Extraction technician,elution (ul),comments,qubit (ng/ul),Fluor,Zymo columns,
8/4/2021,1123,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20220602,AW/MS,100,,,,,
8/4/2021,1124,x53_1500,sfc,sfc,,2.5,,,1,20220602,AW/MS,100,Visible pellet.,,,,
8/4/2021,1125,x53_1500,sfc,sfc,,2.5,,,1,20220602,AW/MS,100,,,,,
8/4/2021,1126,x53_1500,1,500,,2.5,"Y, ext issue",,1,20220602,AW/MS,100,Partial volume transfered between phenol step and C1. Visible pellet.,,,,
8/4/2021,1127,x53_1500,2,500,,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1128,x53_1500,3,300,,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1129,x53_1500,4,300,,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1130,x53_1500,5,200,,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1131,x53_1500,6,200,,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1132,x53_1500,7,150,"ST, tiny red critter on filter",2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1133,x53_1500,8,150,ST,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1134,x53_1500,9,50,ST,2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1135,x53_1500,10,50,ST,2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1136,x53_500.1,sfc,sfc,,2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1137,x53_500.1,sfc,sfc,,2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1138,x53_500.1,1,500,,2.5,"Y, ext issue",,1,20220603,AW/MS,100,Partial volume from phenol step to C1.,,,,
8/4/2021,1139,x53_500.1,2,500,,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1140,x53_500.1,3,300,,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1141,x53_500.1,4,300,,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1142,x53_500.1,5,200,,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1143,x53_500.1,6,200,ST,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1144,x53_500.1,7,150,ST,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1145,x53_500.1,8,150,ST,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1146,x53_500.1,9,50,ST,2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1147,x53_500.1,10,50,ST,2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1148,x53_500,sfc,sfc,lots of fish oberserved (acoustics) at 300-400m. A jellyfish interfered again with one of the sensors of the CTD,2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1149,x53_500,sfc,sfc,lots of fish oberserved (acoustics) at 300-400m. A jellyfish interfered again with one of the sensors of the CTD,2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1150,x53_500,1,500,lots of fish oberserved (acoustics) at 300-400m. A jellyfish interfered again with one of the sensors of the CTD,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1151,x53_500,2,500,lots of fish oberserved (acoustics) at 300-400m. A jellyfish interfered again with one of the sensors of the CTD,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1152,x53_500,3,300,lots of fish oberserved (acoustics) at 300-400m. A jellyfish interfered again with one of the sensors of the CTD,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1153,x53_500,4,300,lots of fish oberserved (acoustics) at 300-400m. A jellyfish interfered again with one of the sensors of the CTD,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1154,x53_500,5,200,lots of fish oberserved (acoustics) at 300-400m. A jellyfish interfered again with one of the sensors of the CTD,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1155,x53_500,6,200,"ST, lots of fish oberserved (acoustics) at 300-400m. A jellyfish interfered again with one of the sensors of the CTD",2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1156,x53_500,7,150,"ST, lots of fish oberserved (acoustics) at 300-400m. A jellyfish interfered again with one of the sensors of the CTD",2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1157,x53_500,8,150,"ST, lots of fish oberserved (acoustics) at 300-400m. A jellyfish interfered again with one of the sensors of the CTD",2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1158,x53_500,9,50,"ST, lots of matter on filter and smelly, lots of fish oberserved (acoustics) at 300-400m. A jellyfish interfered again with one of the sensors of the CTD",2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1159,x53_500,10,50,"ST, lots of matter on filter and smelly, lots of fish oberserved (acoustics) at 300-400m. A jellyfish interfered again with one of the sensors of the CTD",2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1160,x53_300,sfc,sfc,,2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1161,x53_300,sfc,sfc,,2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1162,x53_300,1,300,"something clogged the Niskin spigot, probably jellyfish that were observed on the CTD graphs at the same depth and then alos caught when flushing the sensor pump",2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1163,x53_300,2,300,observed on the CTD graphs at = depth and also caught when flushing the sensor pump,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1164,x53_300,3,200,,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1165,x53_300,4,200,,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1166,x53_300,5,150,"ST, fell on mat",2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1167,x53_300,6,150,ST,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1168,x53_300,7,50,ST,2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1169,x53_300,8,50,ST,2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1170,x53_150,sfc,sfc,,2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1171,x53_150,sfc,sfc,,2.5,,,1,20220603,AW/MS,100,Visible pellet.,,,,
8/4/2021,1172,x53_150,1,150,,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1173,x53_150,2,150,,2.5,,,1,20220603,AW/MS,100,,,,,
8/4/2021,1174,x53_150,3,50,ST,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/4/2021,1175,x53_150,4,50,ST,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/4/2021,1176,x53_50,sfc,sfc,another jellyfish on CTD,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/4/2021,1177,x53_50,sfc,sfc,,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/4/2021,1178,x53_50,1,45,,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/4/2021,1179,x53_50,2,45,ST,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1180,x55_50,sfc,sfc,,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1181,x55_50,sfc,sfc,,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1182,x55_50,1,45,,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1183,x55_50,2,45,ST,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1184,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,20220607,AW/MS,100,,,,,
8/5/2021,1185,N/A,N/A,N/A,"Lab DI, 2L, single use (0.45)",2,,Lab.H2O.dispose,0.45,20220607,AW/MS,100,,,,,
8/5/2021,1186,N/A,N/A,N/A,"Aerial 5 min, single use (0.45) cup, active",N/A,,Aerial.5min,0.45,20220607,AW/MS,100,,,,,
8/5/2021,1187,N/A,N/A,N/A,"Aerial 5 min, single use (0.45) cup, active",N/A,,Aerial.5min,0.45,20220607,AW/MS,100,,,,,
8/5/2021,1188,N/A,N/A,N/A,"Aerial 5 min, single use (0.45) cup, active",N/A,,Aerial.5min,0.45,20220607,AW/MS,100,,,,,
8/5/2021,1189,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20220607,AW/MS,100,,,,,
8/5/2021,1190,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20220607,AW/MS,100,,,,,
8/5/2021,1191,x55_150,sfc,sfc,,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1192,x55_150,sfc,sfc,,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1193,x55_150,1,150,,2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1194,x55_150,2,150,,2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1195,x55_150,3,50,ST,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1196,x55_150,4,50,ST,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1197,x55_300,sfc,sfc,,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1198,x55_300,sfc,sfc,,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1199,x55_300,1,290,"fish at this depth, really big school (acoustic sign)",2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1200,x55_300,2,290,"fish at this depth, really big school (acoustic sign)",2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1201,x55_300,3,200,,2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1202,x55_300,4,200,,2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1203,x55_300,5,150,ST,2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1204,x55_300,6,150,ST,2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1205,x55_300,7,50,ST,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1206,x55_300,8,50,ST,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1207,x55_500,sfc,sfc,fish seen on the surface,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1208,x55_500,sfc,sfc,fish seen on the surface,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1209,x55_500,1,500,big school at the bottom (acoustic sign),2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1210,x55_500,2,500,big school at the bottom (acoustic sign),2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1211,x55_500,3,300,,2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1212,x55_500,4,300,,2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1213,x55_500,5,200,,2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1214,x55_500,6,200,ST,2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1215,x55_500,7,150,ST,2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1216,x55_500,8,150,ST,2.5,,,1,20220607,AW/MS,100,,,,,
8/5/2021,1217,x55_500,9,50,ST,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1218,x55_500,10,50,ST,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1219,x55_500.2,sfc,sfc,,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1220,x55_500.2,sfc,sfc,,2.5,,,1,20220607,AW/MS,100,Visible pellet,,,,
8/5/2021,1221,x55_500.2,1,500,,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1222,x55_500.2,2,500,,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1223,x55_500.2,3,300,,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1224,x55_500.2,4,300,,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1225,x55_500.2,5,200,,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1226,x55_500.2,6,200,ST,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1227,x55_500.2,7,150,ST,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1228,x55_500.2,8,150,ST,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1229,x55_500.2,9,50,ST,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1230,x55_500.2,10,50,ST,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1231,x55_1500,sfc,sfc,,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1232,x55_1500,sfc,sfc,,2.5,,,1,20220608,AW/MS,100,Visible pellet,,,,
8/5/2021,1233,x55_1500,1,500,,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1234,x55_1500,2,500,,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1235,x55_1500,3,300,,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1236,x55_1500,4,300,,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1237,x55_1500,5,200,,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1238,x55_1500,6,200,ST,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1239,x55_1500,7,150,ST,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1240,x55_1500,8,150,ST,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1241,x55_1500,9,50,ST,2.5,,,1,20220608,AW/MS,100,,,,,
8/5/2021,1242,x55_1500,10,50,ST,2.5,,,1,20220608,AW/MS,100,Visible pellet,,,,
8/5/2021,1243,x55_500.3,sfc,sfc,,2.5,,,1,20220608,AW/MS,100,Visible pellet,,,,
8/5/2021,1244,x55_500.3,sfc,sfc,,2.5,,,1,20220608,AW/MS,100,Visible pellet,,,,
8/5/2021,1245,x55_500.3,1,500,,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1246,x55_500.3,2,500,,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1247,x55_500.3,3,300,,2.5,?,,1,20220608,AW/MS/SE,100,"Dropped on floor while closed at an unlisted step, the exterior of the tube wasDNAway-d.",,,,
8/5/2021,1248,x55_500.3,4,300,,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1249,x55_500.3,5,200,,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1250,x55_500.3,6,200,ST,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1251,x55_500.3,7,150,ST,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1252,x55_500.3,8,150,ST,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1253,x55_500.3,9,50,ST,2.5,,,1,20220608,AW/MS/SE,100,Visible pellet,,,,
8/5/2021,1254,x55_500.3,10,50,ST,2.5,,,1,20220608,AW/MS/SE,100,Visible pellet,,,,
8/5/2021,1255,x55_500.1,sfc,sfc,light orange,2.5,,,1,20220608,AW/MS/SE,100,Visible pellet,,,,
8/5/2021,1256,x55_500.1,sfc,sfc,light orange,2.5,"Y, ext issue",,1,20220608,AW/MS/SE,100,Partial volume from phenol step to C1. Visible pellet,,,,
8/5/2021,1257,x55_500.1,1,500,,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1258,x55_500.1,2,500,,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1259,x55_500.1,3,300,,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1260,x55_500.1,4,300,,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1261,x55_500.1,5,200,,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1262,x55_500.1,6,200,ST,2.5,?,,1,20220608,AW/MS/SE,100,Lid popped open in the first ethanol wash centrifuge 5 min spin.,,,,
8/5/2021,1263,x55_500.1,7,150,ST,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1264,x55_500.1,8,150,ST,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1265,x55_500.1,9,50,ST,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/5/2021,1266,x55_500.1,10,50,ST,2.5,,,1,20220608,AW/MS/SE,100,,,,,
8/6/2021,1267,x57_50,sfc,sfc,"dark orange, lots of tiny jellyfish seen at surface",2.5,,,1,20220608,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1268,x57_50,sfc,sfc,"dark orange, lots of tiny jellyfish seen at surface",2.5,"Y, ext issue",,1,20220609,AW/MS/SE,100,Not all transffered from P to C1. Visible pellet,,,,
8/6/2021,1269,x57_50,1,50,,2.5,,,1,20220609,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1270,x57_50,2,50,ST,2.5,,,1,20220609,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1271,x57_150,sfc,sfc,bright orange,2.5,,,1,20220609,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1272,x57_150,sfc,sfc,bright orange,2.5,,,1,20220609,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1273,x57_150,1,150,,2.5,,,1,20220609,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1274,x57_150,2,150,,2.5,,,1,20220609,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1275,x57_150,3,50,ST,2.5,,,1,20220609,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1276,x57_150,4,50,ST,2.5,,,1,20220609,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1277,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20220609,AW/MS/SE,100,,,,,
8/6/2021,1278,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20220609,AW/MS/SE,100,,,,,
8/6/2021,1279,x57_300,sfc,sfc,orange,2.5,,,1,20220609,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1280,x57_300,sfc,sfc,orange,2.5,,,1,20220609,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1281,x57_300,1,290,big schools of fish at the bottom (acoustic sign),2.5,,,1,20220609,AW/MS/SE,100,,,,,
8/6/2021,1282,x57_300,2,290,big schools of fish at the bottom (acoustic sign),2.5,,,1,20220609,AW/MS/SE,100,,,,,
8/6/2021,1283,x57_300,3,200,,2.5,,,1,20220609,AW/MS/SE,100,,,,,
8/6/2021,1284,x57_300,4,200,,2.5,,,1,20220609,AW/MS/SE,100,,,,,
8/6/2021,1285,x57_300,5,150,ST,2.5,,,1,20220609,AW/MS/SE,100,,,,,
8/6/2021,1286,x57_300,6,150,ST,2.5,,,1,20220609,AW/MS/SE,100,,,,,
8/6/2021,1287,x57_300,7,50,ST,2.5,,,1,20220609,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1288,x57_300,8,50,ST,2.5,,,1,20220609,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1289,x57_500,sfc,sfc,fell on mat,2.5,"Y, collection issue",,1,20220609,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1290,x57_500,sfc,sfc,"fish at surface, mackerel?",2.5,,,1,20220609,AW/MS/SE,100,Visible pellet,,,,
8/6/2021,1291,x57_500,1,495,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1292,x57_500,2,495,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1293,x57_500,3,300,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1294,x57_500,4,300,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1295,x57_500,5,200,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1296,x57_500,6,200,ST,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1297,x57_500,7,150,ST,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1298,x57_500,8,150,ST,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1299,x57_500,9,50,ST,2.5,,,1,20220616,AW/SE,100,Visible pellet,,,,
8/6/2021,1300,x57_500,10,50,ST,2.5,,,1,20220616,AW/SE,100,Visible pellet,,,,
8/6/2021,1301,x57_1500,sfc,sfc,,2.5,,,1,20220616,AW/SE,100,Visible pellet,,,,
8/6/2021,1302,x57_1500,sfc,sfc,,2.5,,,1,20220616,AW/SE,100,Visible pellet,,,,
8/6/2021,1303,x57_1500,1,500,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1304,x57_1500,2,500,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1305,x57_1500,3,300,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1306,x57_1500,4,300,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1307,x57_1500,5,200,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1308,x57_1500,6,200,ST,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1309,x57_1500,7,150,ST,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1310,x57_1500,8,150,ST,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1311,x57_1500,9,50,ST,2.5,,,1,20220616,AW/SE,100,Visible pellet,,,,
8/6/2021,1312,x57_1500,10,50,ST,2.5,,,1,20220616,AW/SE,100,Visible pellet,,,,
8/6/2021,1313,x57_500.2,sfc,sfc,,2.5,,,1,20220616,AW/SE,100,Visible pellet,,,,
8/6/2021,1314,x57_500.2,sfc,sfc,,2.5,,,1,20220616,AW/SE,100,Visible pellet,,,,
8/6/2021,1315,x57_500.2,1,500,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1316,x57_500.2,2,500,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1317,x57_500.2,3,300,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1318,x57_500.2,4,300,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1319,x57_500.2,5,200,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1320,x57_500.2,6,200,ST,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1321,x57_500.2,7,150,ST,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1322,x57_500.2,8,150,ST,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1323,x57_500.2,9,50,ST,2.5,,,1,20220616,AW/SE,100,Visible pellet,,,,
8/6/2021,1324,x57_500.2,10,50,ST,2.5,,,1,20220616,AW/SE,100,Visible pellet,,,,
8/6/2021,1325,x57_500.1,sfc,sfc,,2.5,,,1,20220616,AW/SE,100,Visible pellet,,,,
8/6/2021,1326,x57_500.1,sfc,sfc,,2.5,,,1,20220616,AW/SE,100,Visible pellet,,,,
8/6/2021,1327,x57_500.1,1,500,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1328,x57_500.1,2,500,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1329,x57_500.1,3,300,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1330,x57_500.1,4,300,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1331,x57_500.1,5,200,,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1332,x57_500.1,6,200,ST,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1333,x57_500.1,7,150,ST,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1334,x57_500.1,8,150,ST,2.5,,,1,20220616,AW/SE,100,,,,,
8/6/2021,1335,x57_500.1,9,50,ST,2.5,,,1,20220616,AW/SE,100,Visible pellet,,,,
8/6/2021,1336,x57_500.1,10,50,ST,2.5,,,1,20220616,AW/SE,100,Visible pellet,,,,
8/7/2021,1337,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,20220616,AW/SE,100,"Visible pellet <--- is this an error in writing the note, or is there signal in the sample?",,,,
8/7/2021,1338,N/A,N/A,N/A,"Lab DI, 2L, single use (0.45)",2,,Lab.H2O.dispose,0.45,20220617,AW/MS/SE,100,,,,,
8/7/2021,1339,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20220617,AW/MS/SE,100,,,,,
8/7/2021,1340,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20220617,AW/MS/SE,100,,,,,
8/7/2021,1341,x59_50,sfc,sfc,olive brown with deposits,2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
8/7/2021,1342,x59_50,sfc,sfc,olive brown with deposits,2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
8/7/2021,1343,x59_50,1,50,brown with deposits. QC: physical logbook says orange.,2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
8/7/2021,1344,x59_50,2,50,"ST, brown with deposits. QC: physical logbook says orange.",2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
8/7/2021,1345,x59_150,sfc,sfc,light orange,2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
8/7/2021,1346,x59_150,sfc,sfc,light orange,2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
8/7/2021,1347,x59_150,1,130,light orange,2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
8/7/2021,1348,x59_150,2,130,light orange,2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
8/7/2021,1349,x59_150,3,50,"ST, light orange",2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
8/7/2021,1350,x59_150,4,50,"ST, light orange",2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
8/7/2021,1351,x59_300,sfc,sfc,yellow,2.5,"Y, ext issue",,1,20220617,AW/MS/SE,100,"Visible pellet. Sample dropped on ground in elution step and was not detected, found on 6/21/22 and eluted regardless.",,,,
8/7/2021,1352,x59_300,sfc,sfc,yellow,2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
8/7/2021,1353,x59_300,1,266,"big school at the bottom, hake?",2.5,,,1,20220617,AW/MS/SE,100,,,,,
8/7/2021,1354,x59_300,2,266,"big school at the bottom, hake?",2.5,,,1,20220617,AW/MS/SE,100,,,,,
8/7/2021,1355,x59_300,3,200,,2.5,,,1,20220617,AW/MS/SE,100,,,,,
8/7/2021,1356,x59_300,4,200,,2.5,,,1,20220617,AW/MS/SE,100,,,,,
8/7/2021,1357,x59_300,5,150,ST,2.5,,,1,20220617,AW/MS/SE,100,"Visible pellet. Not dry by time of elution, stored in freezer until 6/21then continued drying.",,,,
8/7/2021,1358,x59_300,6,150,ST,2.5,,,1,20220617,AW/MS/SE,100,,,,,
8/7/2021,1359,x59_300,7,50,ST,2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
8/7/2021,1360,x59_300,8,50,ST,2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
8/7/2021,1361,x59_500,sfc,sfc,,2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
8/7/2021,1362,x59_500,sfc,sfc,,2.5,,,1,20220617,AW/MS/SE,100,Visible pellet,,,,
