Date UTC,Tube #,CTD cast,Niskin,depth,comments,water.filtered.L,drop.sample,field.negative.type,Filter size (un),extraction,Extraction technician,elution (ul),comments,qubit (ng/ul),Fluor,Zymo columns,
7/28/2021,788,x39_1500,3,300,,2.5,,,1,20220104,,100,,,,,
7/28/2021,789,x39_1500,4,300,,2.5,,,1,20220104,,100,,,,,
7/28/2021,790,x39_1500,5,200,,2.5,,,1,20220104,,100,,,,,
7/28/2021,791,x39_1500,6,200,ST,2.5,,,1,20220104,,100,,,,,
7/28/2021,792,x39_1500,7,150,ST,2.5,,,1,20220104,,100,,,,,
7/28/2021,793,x39_1500,8,150,ST,2.5,,,1,20220104,,100,,,,,
7/28/2021,794,x39_1500,9,50,ST,2.5,,,1,20220104,,100,,,,,
7/28/2021,795,x39_1500,10,50,ST,2.5,,,1,20220104,,100,,,,,
7/28/2021,796,x39_1500,1,500,,2.5,,,1,20220104,,100,,,,,
7/28/2021,797,x39_1500,2,500,,2.5,,,1,20220104,,100,,,,,
7/28/2021,798,x39_1500,3,300,,2.5,,,1,20220104,,100,,,,,
7/28/2021,799,x39_1500,4,300,ST,2.5,,,1,20220104,,100,,,,,
7/28/2021,800,x39_1500,9,50,ST,2.5,,,1,20220104,,100,,,,,
7/28/2021,801,x39_1500,10,50,ST,2.5,,,1,20220104,,100,,,,,
7/29/2021,802,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,20220104,,100,,,,,
7/29/2021,803,N/A,N/A,N/A,"Lab DI, 2L, single use (0.45)",2,,Lab.H2O.dispose,0.45,20220104,,100,,,,,
7/29/2021,804,x41_50,sfc,sfc,,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,805,x41_50,sfc,sfc,,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,806,x41_50,1,42,,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,807,x41_50,2,42,ST,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,808,x41_150,sfc,sfc,lots of giant jellyfish in the water at surface,2.5,,,1,20220104,,100,Visible pellet. Froze o/n to finish drying next day.,,,,
7/29/2021,809,x41_150,sfc,sfc,the next day a lot of hake was found here (acoustics and fishing),2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,810,x41_150,1,142,,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,811,x41_150,2,142,,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,812,x41_150,3,50,ST,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,813,x41_150,4,50,ST,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,814,x41_300,sfc,sfc,,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,815,x41_300,sfc,sfc,,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,816,x41_300,1,260,,2.5,,,1,20220104,,100,,,,,
7/29/2021,817,x41_300,2,260,,2.5,,,1,20220104,,100,,,,,
7/29/2021,818,x41_300,3,200,,2.5,,,1,20220104,,100,,,,,
7/29/2021,819,x41_300,4,200,,2.5,,,1,20220104,,100,,,,,
7/29/2021,820,x41_300,5,150,ST,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,821,x41_300,6,150,ST,2.5,,,1,20220104,,100,,,,,
7/29/2021,822,x41_300,7,50,ST,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,823,x41_300,8,50,ST,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,824,x41_500,sfc,sfc,,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,825,x41_500,sfc,sfc,,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,826,x41_500,1,482,,2.5,,,1,20220104,,100,,,,,
7/29/2021,827,x41_500,2,482,,2.5,,,1,20220104,,100,,,,,
7/29/2021,828,x41_500,3,300,,2.5,,,1,20220104,,100,,,,,
7/29/2021,829,x41_500,4,300,,2.5,,,1,20220104,,100,,,,,
7/29/2021,830,x41_500,5,200,,2.5,,,1,20220104,,100,,,,,
7/29/2021,831,x41_500,6,200,ST,2.5,,,1,20220104,,100,,,,,
7/29/2021,832,x41_500,7,150,ST,2.5,,,1,20220104,,100,,,,,
7/29/2021,833,x41_500,8,150,ST,2.5,,,1,20220104,,100,,,,,
7/29/2021,834,x41_500,9,50,"ST, disposable cup with 1um filter",2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,835,x41_500,10,50,"ST, disposable cup with 1um filter",2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,836,x41_500.1,sfc,sfc,disposable cup with 1um filter,2.5,,,1,20220104,,100,Visible pellet. Froze o/n to finish drying next day.,,,,
7/29/2021,837,x41_500.1,sfc,sfc,disposable cup with 1um filter,2.5,,,1,20220104,,100,Visible pellet.,,,,
7/29/2021,838,x41_500.1,1,500,disposable cup with 1um filter,2.5,,,1,20220104,,100,,,,,
7/29/2021,839,x41_500.1,2,500,disposable cup with 1um filter,2.5,,,1,20220104,,100,,,,,
7/29/2021,840,x41_500.1,3,300,,2.5,,,1,20220104,,100,,,,,
7/29/2021,841,x41_500.1,4,300,,2.5,,,1,20220104,,100,,,,,
7/29/2021,842,x41_500.1,5,200,,2.5,,,1,20220104,,100,,,,,
7/29/2021,843,x41_500.1,6,200,,2.5,,,1,20220104,,100,,,,,
7/29/2021,844,x41_500.1,7,150,,2.5,,,1,20220104,,100,,,,,
7/29/2021,845,x41_500.1,8,150,,2.5,,,1,20220104,,100,,,,,
7/29/2021,846,x41_500.1,9,50,,2.5,,,1,20220104,,100,,,,,
7/29/2021,847,x41_500.1,10,50,ST,2.5,,,1,20220104,,100,,,,,
7/29/2021,848,x41_500.2,sfc,sfc,,2.5,"Y, ext issue",,1,20220104,,100,"Sample spilled pre phenol addition, some sample retained and moved through extraction.",,,,
7/29/2021,849,x41_500.2,sfc,sfc,,2.5,"Y, ext issue",,1,20220104,,100,"Sample spilled pre phenol addition, some sample retained and moved through extraction. Visible pellet.",,,,
7/29/2021,850,x41_500.2,1,500,tiny marine creature on filter,2.5,,,1,20220104,,100,,,,,
7/29/2021,851,x41_500.2,2,500,,2.5,,,1,20220104,,100,Froze o/n to finish drying next day.,,,,
7/29/2021,852,x41_500.2,3,300,,2.5,,,1,20220104,,100,,,,,
7/29/2021,853,x41_500.2,4,300,,2.5,,,1,20220104,,100,,,,,
7/29/2021,854,x41_500.2,5,200,,2.5,"Y, ext issue",,1,20220104,,100,"Sample spilled pre phenol addition, some sample retained and moved through extraction.",,,,
7/29/2021,855,x41_500.2,6,200,ST,2.5,,,1,20220105,,100,,,,,
7/29/2021,856,x41_500.2,7,150,ST,2.5,,,1,20220105,,100,,,,,
7/29/2021,857,x41_500.2,8,150,ST,2.5,,,1,20220105,,100,,,,,
7/29/2021,858,x41_500.2,9,50,ST,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/29/2021,859,x41_500.2,10,50,ST,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/29/2021,860,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20220105,,100,,,,,
7/29/2021,861,N/A,N/A,N/A,"Ship DI, 2L, single use (0.45) (Yes, 2 L)",2,,Evap.H2O.dispose,0.45,20220105,,100,,,,,
7/30/2021,862,N/A,N/A,N/A,"Lab DI, 2L, single use (0.45)",2,,Lab.H2O.dispose,0.45,20220105,,100,,,,,
7/30/2021,863,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,20220105,,100,,,,,
7/30/2021,864,x43_50,sfc,sfc,"South of Klamath river, very orange",2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,865,x43_50,sfc,sfc,"South of Klamath river, very orange",2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,866,x43_50,1,40,,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,867,x43_50,2,40,ST,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,868,x43_150,sfc,sfc,,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,869,x43_150,sfc,sfc,,2.5,,,1,20220105,,100,,,,,
7/30/2021,870,x43_150,1,125,,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,871,x43_150,2,125,,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,872,x43_150,3,50,ST,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,873,x43_150,4,50,ST,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,874,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20220105,,100,,,,,
7/30/2021,875,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20220105,,100,,,,,
7/30/2021,876,x43_300,sfc,sfc,,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,877,x43_300,sfc,sfc,,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,878,x43_300,1,250,,2.5,,,1,20220105,,100,,,,,
7/30/2021,879,x43_300,2,250,,2.5,,,1,20220105,,100,,,,,
7/30/2021,880,x43_300,3,200,,2.5,,,1,20220105,,100,,,,,
7/30/2021,881,x43_300,4,200,,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,882,x43_300,5,150,ST,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,883,x43_300,6,150,ST,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,884,x43_300,7,50,ST,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,885,x43_300,8,50,ST,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,886,x43_500,sfc,sfc,,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,887,x43_500,sfc,sfc,,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,888,x43_500,1,433,,2.5,,,1,20220105,,100,,,,,
7/30/2021,889,x43_500,2,433,,2.5,,,1,20220105,,100,,,,,
7/30/2021,890,x43_500,3,300,,2.5,,,1,20220105,,100,,,,,
7/30/2021,891,x43_500,4,300,,2.5,,,1,20220105,,100,,,,,
7/30/2021,892,x43_500,5,200,,2.5,,,1,20220105,,100,,,,,
7/30/2021,893,x43_500,6,200,ST,2.5,,,1,20220105,,100,,,,,
7/30/2021,894,x43_500,7,150,ST,2.5,,,1,20220105,,100,,,,,
7/30/2021,895,x43_500,8,150,ST,2.5,,,1,20220105,,100,,,,,
7/30/2021,896,x43_500,9,50,ST,2.5,,,1,20220105,,100,Froze o/n to continue drying next day.,,,,
7/30/2021,897,x43_500,10,50,ST,2.5,,,1,20220105,,100,,,,,
7/30/2021,898,x43_500.1,sfc,sfc,,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,899,x43_500.1,sfc,sfc,,2.5,,,1,20220105,,100,Visible pellet.,,,,
7/30/2021,900,x43_500.1,1,500,,2.5,,,1,20220105,,100,,,,,
7/30/2021,901,x43_500.1,2,500,,2.5,,,1,20220105,,100,Froze o/n to continue drying next day.,,,,
7/30/2021,902,x43_500.1,3,300,,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/30/2021,903,x43_500.1,4,300,,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/30/2021,904,x43_500.1,5,200,,2.5,,,1,20220106,,100,,,,,
7/30/2021,905,x43_500.1,6,200,ST,2.5,,,1,20220106,,100,,,,,
7/30/2021,906,x43_500.1,7,150,ST,2.5,,,1,20220106,,100,,,,,
7/30/2021,907,x43_500.1,8,150,ST,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/30/2021,908,x43_500.1,9,50,ST,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/30/2021,909,x43_500.1,10,50,ST,2.5,,,1,20220106,,100,,,,,
7/31/2021,910,N/A,N/A,N/A,"Aerial 5 min, single use (0.45) cup, active",N/A,,Aerial.5min,0.45,20220106,,100,,,,,
7/31/2021,911,N/A,N/A,N/A,"Aerial 5 min, single use (0.45) cup, active",N/A,,Aerial.5min,0.45,20220106,,100,,,,,
7/31/2021,912,N/A,N/A,N/A,"Aerial 5 min, single use (0.45) cup, active",N/A,,Aerial.5min,0.45,20220106,,100,,,,,
7/31/2021,913,N/A,N/A,N/A,"Lab DI, 2L, single use (0.45)",2,,Lab.H2O.dispose,0.45,20220106,,100,,,,,
7/31/2021,914,N/A,N/A,N/A,"Lab DI, 2 L, reusable, fell on new pad",2,?,Lab.H2O.reuse,1,20220106,,100,,,,,
7/31/2021,915,x45_500.2,sfc,sfc,,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,916,x45_500.2,sfc,sfc,,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,917,x45_500.2,1,500,,2.5,,,1,20220106,,100,,,,,
7/31/2021,918,x45_500.2,2,500,,2.5,,,1,20220106,,100,,,,,
7/31/2021,919,x45_500.2,3,300,,2.5,,,1,20220106,,100,,,,,
7/31/2021,920,x45_500.2,4,300,,2.5,,,1,20220106,,100,,,,,
7/31/2021,921,x45_500.2,5,200,,2.5,,,1,20220106,,100,,,,,
7/31/2021,922,x45_500.2,6,200,ST,2.5,,,1,20220106,,100,,,,,
7/31/2021,923,x45_500.2,7,150,ST,2.5,,,1,20220106,,100,,,,,
7/31/2021,924,x45_500.2,8,150,ST,2.5,,,1,20220106,,100,,,,,
7/31/2021,925,x45_500.2,9,50,ST,2.5,,,1,20220106,,100,,,,,
7/31/2021,926,x45_500.2,10,50,ST,2.5,,,1,20220106,,100,,,,,
7/31/2021,927,x45_500.1,sfc,sfc,,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,928,x45_500.1,sfc,sfc,,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,929,x45_500.1,1,500,,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,930,x45_500.1,2,500,,2.5,,,1,20220106,,100,,,,,
7/31/2021,931,x45_500.1,3,300,,2.5,,,1,20220106,,100,,,,,
7/31/2021,932,x45_500.1,4,300,,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,933,x45_500.1,5,200,,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,934,x45_500.1,6,200,ST,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,935,x45_500.1,7,150,ST,2.5,,,1,20220106,,100,,,,,
7/31/2021,936,x45_500.1,8,150,ST,2.5,,,1,20220106,,100,,,,,
7/31/2021,937,x45_500.1,9,50,ST,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,938,x45_500.1,10,50,ST,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,939,x45_500,sfc,sfc,,2.5,?,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,940,x45_500,sfc,sfc,,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,941,x45_500,1,488,,2.5,,,1,20220106,,100,,,,,
7/31/2021,942,x45_500,2,488,,2.5,,,1,20220106,,100,,,,,
7/31/2021,943,x45_500,3,300,,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,944,x45_500,4,300,,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,945,x45_500,5,200,,2.5,,,1,20220106,,100,,,,,
7/31/2021,946,x45_500,6,200,ST,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,947,x45_500,7,150,ST,2.5,,,1,20220106,,100,,,,,
7/31/2021,948,x45_500,8,150,ST,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,949,x45_500,9,50,ST,2.5,,,1,20220106,,100,Visible pellet.,,,,
7/31/2021,950,x45_500,10,50,ST,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,951,x45_300,sfc,sfc,,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,952,x45_300,sfc,sfc,,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,953,x45_300,1,300,,2.5,,,1,20220106,,100, Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,954,x45_300,2,300,,2.5,,,1,20220106,,100, Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,955,x45_300,3,200,,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,956,x45_300,4,200,,2.5,,,1,20220106,,100,Froze over weekend to continue drying 20220110. Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,957,x45_300,5,150,ST,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,958,x45_300,6,150,ST,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,959,x45_300,7,50,ST,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,960,x45_300,8,50,ST,2.5,,,1,20220106,,100,Froze over weekend to continue drying 20220110. Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,961,x45_150,sfc,sfc,,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,962,x45_150,sfc,sfc,,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,963,x45_150,1,136,,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,964,x45_150,2,136,,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,965,x45_150,3,50,ST,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,966,x45_150,4,50,ST,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,967,x45_50,sfc,sfc,,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,968,x45_50,sfc,sfc,,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,969,x45_50,1,50,,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,970,x45_50,2,50,ST,2.5,,,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
7/31/2021,971,N/A,N/A,N/A,"Aerial 8 h, single use (0.45) cup, passive sample while filtering and heating on. Ana says: It sat on bench.",N/A,,Aerial.8h,0.45,20220106,,100, Spun at 30min twice before proceeding as regular.,,,,
8/1/2021,972,N/A,N/A,N/A,"Lab DI, 2 L, reusable",2,,Lab.H2O.reuse,1,20220106,,100,Visible pellet. Spun at 30min twice before proceeding as regular.,,,,
8/1/2021,973,N/A,N/A,N/A,"Lab DI, 2L, single use (0.45)",2,,Lab.H2O.dispose,0.45,20220110,,100,,,,,
8/1/2021,974,x47_50,sfc,sfc,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/1/2021,975,x47_50,sfc,sfc,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/1/2021,976,x47_50,1,50,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/1/2021,977,x47_50,2,50,ST,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/1/2021,978,x47_150,sfc,sfc,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/1/2021,979,x47_150,sfc,sfc,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/1/2021,980,x47_150,1,140,,2.5,,,1,20220110,,100,,,,,
8/1/2021,981,x47_150,2,140,,2.5,,,1,20220110,,100,,,,,
8/1/2021,982,x47_150,3,50,ST,2.5,,,1,20220110,,100,,,,,
8/1/2021,983,x47_150,4,50,ST,2.5,,,1,20220110,,100,,,,,
8/1/2021,984,x47_300,sfc,sfc,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/1/2021,985,x47_300,sfc,sfc,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/1/2021,986,x47_300,1,245,,2.5,,,1,20220110,,100,,,,,
8/1/2021,987,x47_300,2,245,,2.5,,,1,20220110,,100,,,,,
8/1/2021,988,x47_300,3,200,,2.5,,,1,20220110,,100,,,,,
8/1/2021,989,x47_300,4,200,,2.5,,,1,20220110,,100,,,,,
8/1/2021,990,x47_300,5,150,ST,2.5,,,1,20220110,,100,,,,,
8/1/2021,991,x47_300,6,150,ST,2.5,,,1,20220110,,100,,,,,
8/1/2021,992,x47_300,7,50,ST,2.5,,,1,20220110,,100,,,,,
8/1/2021,993,x47_300,8,50,ST,2.5,,,1,20220110,,100,,,,,
8/1/2021,994,x47_500,sfc,sfc,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/1/2021,995,x47_500,sfc,sfc,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/1/2021,996,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20220110,,100,,,,,
8/1/2021,997,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20220110,,100,,,,,
8/1/2021,998,x47_500,1,485,,2.5,,,1,20220110,,100,,,,,
8/1/2021,999,x47_500,2,485,,2.5,,,1,20220110,,100,,,,,
8/1/2021,1000,x47_500,3,300,,2.5,,,1,20220110,,100,,,,,
8/1/2021,1001,x47_500,4,300,,2.5,,,1,20220110,,100,,,,,
8/1/2021,1002,x47_500,5,200,,2.5,,,1,20220110,,100,,,,,
8/1/2021,1003,x47_500,6,200,ST,2.5,,,1,20220110,,100,,,,,
8/1/2021,1004,x47_500,7,150,ST,2.5,,,1,20220110,,100,,,,,
8/1/2021,1005,x47_500,8,150,ST,2.5,,,1,20220110,,100,,,,,
8/1/2021,1006,x47_500,9,50,ST,2.5,,,1,20220110,,100,,,,,
8/1/2021,1007,x47_500,10,50,ST,2.5,"Y, ext issue",,1,20220110,,100,"Partial sample, lost some from phenol to chloroform",,,,
8/1/2021,1008,x47_500.1,sfc,sfc,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/1/2021,1009,x47_500.1,sfc,sfc,,2.5,,,1,20220110,,100,,,,,
8/1/2021,1010,x47_500.1,1,500,,2.5,,,1,20220110,,100,,,,,
8/1/2021,1011,x47_500.1,2,500,,2.5,,,1,20220110,,100,,,,,
8/1/2021,1012,x47_500.1,3,300,,2.5,,,1,20220110,,100,,,,,
8/1/2021,1013,x47_500.1,4,300,,2.5,,,1,20220110,,100,,,,,
8/1/2021,1014,x47_500.1,5,200,,2.5,,,1,20220110,,100,,,,,
8/1/2021,1015,x47_500.1,6,200,ST,2.5,,,1,20220110,,100,,,,,
8/1/2021,1016,x47_500.1,7,150,ST,2.5,,,1,20220110,,100,,,,,
8/1/2021,1017,x47_500.1,8,150,ST,2.5,,,1,20220110,,100,,,,,
8/1/2021,1018,x47_500.1,9,50,ST,2.5,,,1,20220110,,100,,,,,
8/1/2021,1019,x47_500.1,10,50,ST,2.5,,,1,20220110,,100,,,,,
8/2/2021,1020,N/A,N/A,N/A,"Ship DI, 2.5L, reusable",2.5,,Evap.H2O.reuse,1,20220110,,100,,,,,
8/2/2021,1021,N/A,N/A,N/A,"Ship DI, 2.5L, single use (0.45)",2.5,,Evap.H2O.dispose,0.45,20220110,,100,,,,,
8/2/2021,1022,x49_50,sfc,sfc,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/2/2021,1023,x49_50,sfc,sfc,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/2/2021,1024,x49_50,1,50,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/2/2021,1025,x49_50,2,50,ST,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/2/2021,1026,x49_150,sfc,sfc,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/2/2021,1027,x49_150,sfc,sfc,,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/2/2021,1028,x49_150,1,116,,2.5,,,1,20220110,,100,,,,,
8/2/2021,1029,x49_150,2,116,,2.5,,,1,20220110,,100,,,,,
8/2/2021,1030,x49_150,3,50,ST,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/2/2021,1031,x49_150,4,50,ST,2.5,,,1,20220110,,100,Visible pellet.,,,,
8/2/2021,1032,x49_300,sfc,sfc,"Could be fish signal on the bottom in acoustic signal. QC note: this does not indicate that other stations did not have similar acoustic signs, only that it was specifically written down at this station.",2.5,,,1,20220110,,100,Visible pellet.,,,,
8/2/2021,1033,x49_300,sfc,sfc,"Could be fish signal on the bottom in acoustic signal. QC note: this does not indicate that other stations did not have similar acoustic signs, only that it was specifically written down at this station.",2.5,,,1,20220110,,100,Visible pellet.,,,,
8/2/2021,1034,x49_300,1,227,"Could be fish signal on the bottom in acoustic signal. QC note: this does not indicate that other stations did not have similar acoustic signs, only that it was specifically written down at this station.",2.5,,,1,20220110,,100,,,,,
