Sample_name,Locus,input,filtered,denoised_F,denoised_R,merged,tabled,nonchim
1538.4,16S_Prey,38725,13700,13668,13692,13537,13537,12205
1539.1,16S_Prey,43660,25122,25078,25075,24721,24721,22854
1539.2,16S_Prey,45970,26345,26262,26312,25632,25632,22783
1540.1,16S_Prey,35169,17526,17472,17517,17308,17308,13910
1540.2,16S_Prey,49764,22123,22017,22117,21851,21851,19052
1540.3,16S_Prey,64897,50352,50304,50346,49951,49951,42837
1541.1,16S_Prey,67361,31593,31554,31577,31208,31208,29889
1543.1,16S_Prey,207858,173996,173733,173951,171293,171293,136147
1543.2,16S_Prey,223020,185762,185378,185741,184252,184252,171286
1544.1,16S_Prey,164380,134433,133832,134110,130513,130513,89612
1544.2,16S_Prey,43232,36319,36282,36311,36104,36104,33150
1573.1,16S_Prey,49511,31883,31836,31863,31358,31358,29684
1573.2,16S_Prey,54159,39235,39176,39188,38403,38403,34762
1574.1,16S_Prey,80920,58108,57793,58046,56111,56111,49359
1574.2,16S_Prey,59450,40759,40664,40688,39569,39569,34528
1575.1,16S_Prey,164426,138434,138429,138429,137179,137179,132161
1719.1,16S_Prey,68730,43426,43406,43420,43391,43391,43193
1719.2,16S_Prey,28288,6777,6777,6774,6748,6748,6694
1769.1,16S_Prey,49374,20764,20756,20764,20752,20752,20619
1769.2,16S_Prey,56279,36060,35999,36052,35837,35837,34121
1770.1,16S_Prey,45017,27109,27021,26995,26837,26837,26344
1770.2,16S_Prey,71057,54817,54791,54805,54491,54491,48888
1779.1,16S_Prey,20671,4140,4140,4140,3814,3814,3814
1779.2,16S_Prey,24559,8079,8055,8062,7897,7897,7310
284.1,16S_Prey,24749,3551,3548,3550,3505,3505,3405
284.2,16S_Prey,51731,30602,30598,30601,30388,30388,30375
285.1,16S_Prey,35899,11692,11671,11627,11547,11547,11001
285.2,16S_Prey,38489,19932,19926,19899,19893,19893,19410
310.1,16S_Prey,257240,218718,218710,218240,218137,218137,210734
310.2,16S_Prey,184953,146285,146183,146276,145579,145579,135715
311.1,16S_Prey,89056,65671,65665,65646,65523,65523,62885
334.1,16S_Prey,60726,42106,42094,42101,41894,41894,40511
334.2,16S_Prey,85584,66617,66594,66609,66013,66013,56167
335.1,16S_Prey,215915,180415,180292,180096,178524,178524,145522
335.2,16S_Prey,88561,64317,64117,64315,64064,64064,59008
342.1,16S_Prey,33753,8672,8671,8671,8628,8628,6103
343.1,16S_Prey,24021,6935,6875,6935,6800,6800,6796
343.2,16S_Prey,69260,49296,49290,49293,48839,48839,43890
344.1,16S_Prey,13065,1608,1608,1608,1608,1608,1608
344.2,16S_Prey,19216,5497,5497,5492,5488,5488,5471
345.1,16S_Prey,36135,13524,13523,13524,13501,13501,13145
345.2,16S_Prey,62335,46523,46503,46520,46489,46489,45979
456.1,16S_Prey,30450,10513,10460,10498,10272,10272,9684
456.2,16S_Prey,65098,44520,44423,44464,43766,43766,39556
457.1,16S_Prey,23211,4621,4621,4621,4621,4621,4591
457.2,16S_Prey,72801,50492,50389,50456,49640,49640,45252
458.1,16S_Prey,37386,9544,9539,9506,9467,9467,9258
458.2,16S_Prey,58948,39070,39025,39053,38119,38119,37209
462.1,16S_Prey,204657,168786,168492,168584,168131,168131,167943
462.2,16S_Prey,40273,16121,16116,16092,16078,16078,15984
478.1,16S_Prey,183699,154914,154580,154899,154172,154172,143259
478.2,16S_Prey,66848,45930,45929,45927,45687,45687,45634
479.1,16S_Prey,68092,43720,43561,43545,43068,43068,42596
479.2,16S_Prey,188300,157991,157961,157355,156147,156147,155810
489.1,16S_Prey,84576,63912,63731,63909,63688,63688,63129
502.1,16S_Prey,67784,48652,48645,48539,48110,48110,47244
503.1,16S_Prey,68910,46405,46404,46278,46220,46220,45853
59.1,16S_Prey,55404,32371,32270,32347,31602,31602,25317
59.2,16S_Prey,68189,51100,50966,51045,50304,50304,42126
62.1,16S_Prey,37402,12923,12876,12922,12772,12772,11997
62.2,16S_Prey,42673,7630,7627,7630,7614,7614,7552
63.1,16S_Prey,45705,22070,22016,22067,21434,21434,17608
63.2,16S_Prey,49560,32702,32448,32644,30865,30865,24472
64.1,16S_Prey,153184,130271,130239,130267,129834,129834,128534
64.2,16S_Prey,188365,159918,159283,159896,158624,158624,157774
65.1,16S_Prey,104580,84990,84971,84977,84850,84850,80885
65.2,16S_Prey,150213,123676,123596,123627,122753,122753,107612
68.1,16S_Prey,44161,5647,5639,5647,5586,5586,5571
71.1,16S_Prey,39788,12243,12220,12241,12149,12149,10792
71.2,16S_Prey,76031,53708,53684,53701,53178,53178,51354
72.1,16S_Prey,48887,29710,29705,29709,28885,28885,28837
73.1,16S_Prey,133146,105850,105735,105846,104444,104444,100345
73.2,16S_Prey,55039,31397,31342,31396,31096,31096,29991
780.1,16S_Prey,35435,16591,16580,16590,16387,16387,15730
780.2,16S_Prey,128887,99177,99131,99124,98667,98667,88879
793.1,16S_Prey,187154,149209,149124,148994,147382,147382,133542
793.2,16S_Prey,212981,175084,174956,175078,174489,174489,165315
794.1,16S_Prey,133740,110168,110122,110159,109467,109467,101199
794.2,16S_Prey,219415,185182,184643,185160,181704,181704,154074
799.1,16S_Prey,160890,129632,129343,129629,128450,128450,127754
799.2,16S_Prey,104063,72526,72294,72525,71209,71209,70224
80.1,16S_Prey,25712,1175,1175,1175,1175,1175,1175
800.1,16S_Prey,19482,141,141,141,141,141,141
800.2,16S_Prey,46966,27408,27328,27388,26913,26913,24411
81.1,16S_Prey,37466,10750,10749,10749,10730,10730,10560
839.1,16S_Prey,42901,19591,19588,19588,19587,19587,19505
840.1,16S_Prey,54252,32356,32356,32352,32346,32346,32170
848.1,16S_Prey,44841,15068,14992,15058,14674,14674,12145
977.1,16S_Prey,226379,185597,185529,185276,183507,183507,169149
977.2,16S_Prey,74528,46490,46461,46463,46195,46195,43210
978.1,16S_Prey,209072,173418,173413,173416,172292,172292,171727
985.1,16S_Prey,41894,13646,13639,13645,13634,13634,13561
985.2,16S_Prey,77937,45635,45525,45609,45050,45050,42125
985.3,16S_Prey,36571,6731,6636,6718,6592,6592,6518
985.4,16S_Prey,50315,19987,19984,19985,19900,19900,19847
986.1,16S_Prey,29129,4223,4215,4219,4207,4207,4162
986.2,16S_Prey,35156,9951,9950,9950,9926,9926,9832
987.1,16S_Prey,47876,24063,24030,24055,23934,23934,22722
987.2,16S_Prey,71168,53255,53125,53195,52679,52679,46984
988.1,16S_Prey,109612,86724,86710,86716,86641,86641,86084
988.2,16S_Prey,114406,96367,96348,96357,96277,96277,95203
995.1,16S_Prey,48747,25257,25255,25246,25091,25091,24432
995.2,16S_Prey,34952,15628,15548,15628,15543,15543,15496
996.1,16S_Prey,519,423,418,423,405,405,405
997.1,16S_Prey,52853,36475,36475,36475,36117,36117,36104
998.1,16S_Prey,23770,7894,7816,7894,7715,7715,7654
999.1,16S_Prey,34895,19304,19199,19303,19197,19197,19197
999.2,16S_Prey,152616,122770,122767,122765,122554,122554,122519
999.3,16S_Prey,160734,129617,129605,129615,129524,129524,129477
Tilapia.1,16S_Prey,152629,121894,121885,121890,121884,121884,121858
Tilapia.2,16S_Prey,176410,142018,142014,142011,142008,142008,141963
