eDNA.sample,rep,class,order,taxon,nReads,Transect,position,depth,lat,lon
282,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,3645,35,1,48,40.065505,-124.1372783
282,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,187,35,1,48,40.065505,-124.1372783
282,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Eopsetta%Eopsetta jordani,831,35,1,48,40.065505,-124.1372783
282,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,1432,35,1,48,40.065505,-124.1372783
282,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,1970,35,1,48,40.065505,-124.1372783
282,2,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria,10978,35,1,48,40.065505,-124.1372783
282,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,5336,35,1,48,40.065505,-124.1372783
282,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes aleutianus|melanostictus,2629,35,1,48,40.065505,-124.1372783
282,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes miniatus,2006,35,1,48,40.065505,-124.1372783
282,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,3936,35,1,48,40.065505,-124.1372783
282,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150000|glaucus|matsubarae|vulpes|aleutianus|trivittatus|borealis|proriger|diploproa,109,35,1,48,40.065505,-124.1372783
282,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,85105,35,1,48,40.065505,-124.1372783
282,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1544,35,1,48,40.065505,-124.1372783
282,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,979,35,1,48,40.065505,-124.1372783
282,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,8,35,1,48,40.065505,-124.1372783
282,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,199,35,1,48,40.065505,-124.1372783
283,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,12402,35,1,48,40.065505,-124.1372783
283,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,4903,35,1,48,40.065505,-124.1372783
283,1,Actinopteri,Perciformes,Cottidae%NA%NA,4599,35,1,48,40.065505,-124.1372783
283,1,Actinopteri,Perciformes,Hexagrammidae%Hexagrammos%Hexagrammos decagrammus,12035,35,1,48,40.065505,-124.1372783
283,1,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus,16951,35,1,48,40.065505,-124.1372783
283,1,Actinopteri,Perciformes,Pholidae%Pholis%Pholis laeta,4478,35,1,48,40.065505,-124.1372783
283,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,177,35,1,48,40.065505,-124.1372783
283,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,4385,35,1,48,40.065505,-124.1372783
283,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,726,35,1,48,40.065505,-124.1372783
283,1,Hexanauplia,Sessilia,Balanidae%Balanus%NA,19,35,1,48,40.065505,-124.1372783
283,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,34890,35,1,48,40.065505,-124.1372783
283,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,2482,35,1,48,40.065505,-124.1372783
283,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,100416,35,1,48,40.065505,-124.1372783
284,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,3880,35,1,25,40.065505,-124.1372783
284,1,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus,6700,35,1,25,40.065505,-124.1372783
284,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,10,35,1,25,40.065505,-124.1372783
284,1,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,348,35,1,25,40.065505,-124.1372783
284,2,Actinopteri,Perciformes,Anarhichadidae%Anarrhichthys%Anarrhichthys ocellatus,19867,35,1,25,40.065505,-124.1372783
284,2,Actinopteri,Perciformes,Anarhichadidae%NA%NA,404,35,1,25,40.065505,-124.1372783
285,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,1716,35,1,25,40.065505,-124.1372783
285,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,69,35,1,25,40.065505,-124.1372783
285,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,28622,35,1,25,40.065505,-124.1372783
285,2,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus,13199,35,1,25,40.065505,-124.1372783
285,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,171,35,1,25,40.065505,-124.1372783
286,1,Actinopteri,Atheriniformes,Atherinopsidae%Atherinops%Atherinops affinis,20,35,1,sfc,40.065505,-124.1372783
286,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,3550,35,1,sfc,40.065505,-124.1372783
286,1,Actinopteri,Osmeriformes,Osmeridae%Hypomesus%Hypomesus pretiosus,19918,35,1,sfc,40.065505,-124.1372783
286,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,142,35,1,sfc,40.065505,-124.1372783
286,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes aurora|chlorostictus|ensifer|eos|exsul|helvomaculatus|nigrocinctus|notius|rosenblatti|rufus|simulator|spinorbis,12005,35,1,sfc,40.065505,-124.1372783
286,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,31,35,1,sfc,40.065505,-124.1372783
286,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,64013,35,1,sfc,40.065505,-124.1372783
287,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,8,35,1,sfc,40.065505,-124.1372783
287,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,41087,35,1,sfc,40.065505,-124.1372783
287,1,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,9,35,1,sfc,40.065505,-124.1372783
287,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,1292,35,1,sfc,40.065505,-124.1372783
287,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,18130,35,1,sfc,40.065505,-124.1372783
287,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,408,35,1,sfc,40.065505,-124.1372783
287,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,13,35,1,sfc,40.065505,-124.1372783
287,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,30947,35,1,sfc,40.065505,-124.1372783
287,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,744,35,1,sfc,40.065505,-124.1372783
287,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,16117,35,1,sfc,40.065505,-124.1372783
287,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,267,35,1,sfc,40.065505,-124.1372783
310,1,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,9325,35,7,500,40.06181,-124.6436167
310,1,Actinopteri,Argentiniformes,Bathylagidae%Pseudobathylagus%Pseudobathylagus milleri,218087,35,7,500,40.06181,-124.6436167
310,2,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,1896,35,7,500,40.06181,-124.6436167
310,2,Actinopteri,Argentiniformes,Bathylagidae%Pseudobathylagus%Pseudobathylagus milleri,44415,35,7,500,40.06181,-124.6436167
310,2,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,13,35,7,500,40.06181,-124.6436167
310,2,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%NA,29181,35,7,500,40.06181,-124.6436167
310,2,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%Nannobrachium regale,90059,35,7,500,40.06181,-124.6436167
310,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,7,35,7,500,40.06181,-124.6436167
311,1,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis,24,35,7,500,40.06181,-124.6436167
311,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,75,35,7,500,40.06181,-124.6436167
311,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,43794,35,7,500,40.06181,-124.6436167
311,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%NA,45,35,7,500,40.06181,-124.6436167
311,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,79,35,7,500,40.06181,-124.6436167
311,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,9324,35,7,500,40.06181,-124.6436167
311,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,33734,35,7,500,40.06181,-124.6436167
318,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,1784,35,7,50,40.06181,-124.6436167
318,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,94363,35,7,50,40.06181,-124.6436167
318,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,648,35,7,50,40.06181,-124.6436167
318,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,5262,35,7,50,40.06181,-124.6436167
318,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,61864,35,7,50,40.06181,-124.6436167
318,2,Actinopteri,Cichliformes,Cichlidae%Oreochromis%NA,220,35,7,50,40.06181,-124.6436167
318,2,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,1503,35,7,50,40.06181,-124.6436167
319,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,4884,35,7,50,40.06181,-124.6436167
319,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,61456,35,7,50,40.06181,-124.6436167
319,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,4,35,7,50,40.06181,-124.6436167
320,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,34486,35,7,sfc,40.06181,-124.6436167
320,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,91017,35,7,sfc,40.06181,-124.6436167
320,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,13721,35,7,sfc,40.06181,-124.6436167
320,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,124488,35,7,sfc,40.06181,-124.6436167
320,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,783,35,7,sfc,40.06181,-124.6436167
320,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,261,35,7,sfc,40.06181,-124.6436167
321,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,20335,35,7,sfc,40.06181,-124.6436167
321,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,113144,35,7,sfc,40.06181,-124.6436167
321,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,2780,35,7,sfc,40.06181,-124.6436167
321,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,156,35,7,sfc,40.06181,-124.6436167
334,1,Actinopteri,Alepocephaliformes,Platytroctidae%Sagamichthys%Sagamichthys abei,6953,35,11,500,40.06377,-125.0781317
334,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,55,35,11,500,40.06377,-125.0781317
334,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,3,35,11,500,40.06377,-125.0781317
334,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,130,35,11,500,40.06377,-125.0781317
334,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,7,35,11,500,40.06377,-125.0781317
334,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes elongatus,6,35,11,500,40.06377,-125.0781317
334,1,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,4,35,11,500,40.06377,-125.0781317
334,1,Actinopteri,Stomiiformes,Stomiidae%Idiacanthus%Idiacanthus antrostomus,20060,35,11,500,40.06377,-125.0781317
334,2,Actinopteri,Argentiniformes,Bathylagidae%Bathylagus%Bathylagus stilbius,162,35,11,500,40.06377,-125.0781317
334,2,Actinopteri,Argentiniformes,Bathylagidae%Leuroglossus%Leuroglossus schmidti,29072,35,11,500,40.06377,-125.0781317
334,2,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis,5737,35,11,500,40.06377,-125.0781317
334,2,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,18526,35,11,500,40.06377,-125.0781317
334,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,6,35,11,500,40.06377,-125.0781317
334,2,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%NA,22027,35,11,500,40.06377,-125.0781317
334,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,48,35,11,500,40.06377,-125.0781317
334,2,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,10,35,11,500,40.06377,-125.0781317
335,1,Actinopteri,Argentiniformes,Bathylagidae%Bathylagus%Bathylagus stilbius,61448,35,11,500,40.06377,-125.0781317
335,1,Actinopteri,Argentiniformes,Bathylagidae%Leuroglossus%Leuroglossus schmidti,12983,35,11,500,40.06377,-125.0781317
335,1,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,27634,35,11,500,40.06377,-125.0781317
335,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,62,35,11,500,40.06377,-125.0781317
335,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,6,35,11,500,40.06377,-125.0781317
335,1,Actinopteri,Stomiiformes,Gonostomatidae%Cyclothone%Cyclothone signata,204,35,11,500,40.06377,-125.0781317
335,1,Actinopteri,Stomiiformes,Sternoptychidae%Sternoptyx%NA,62897,35,11,500,40.06377,-125.0781317
335,2,Actinopteri,Argentiniformes,Bathylagidae%Leuroglossus%Leuroglossus schmidti,28938,35,11,500,40.06377,-125.0781317
335,2,Actinopteri,Argentiniformes,Bathylagidae%NA%NA,34792,35,11,500,40.06377,-125.0781317
335,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes jordani,15,35,11,500,40.06377,-125.0781317
335,2,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,6,35,11,500,40.06377,-125.0781317
342,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,2748,35,11,50,40.06377,-125.0781317
342,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,65656,35,11,50,40.06377,-125.0781317
342,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,5858,35,11,50,40.06377,-125.0781317
342,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,1266,35,11,50,40.06377,-125.0781317
342,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,62032,35,11,50,40.06377,-125.0781317
342,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,45,35,11,50,40.06377,-125.0781317
342,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,82,35,11,50,40.06377,-125.0781317
342,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes elongatus,1509,35,11,50,40.06377,-125.0781317
342,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,3138,35,11,50,40.06377,-125.0781317
342,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,6,35,11,50,40.06377,-125.0781317
342,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,78,35,11,50,40.06377,-125.0781317
343,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,22818,35,11,50,40.06377,-125.0781317
343,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,1697,35,11,50,40.06377,-125.0781317
343,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,32899,35,11,50,40.06377,-125.0781317
343,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,26143,35,11,50,40.06377,-125.0781317
344,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,265,35,11,sfc,40.06377,-125.0781317
344,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,4165,35,11,sfc,40.06377,-125.0781317
344,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,5611,35,11,sfc,40.06377,-125.0781317
344,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,1884,35,11,sfc,40.06377,-125.0781317
345,1,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis,755,35,11,sfc,40.06377,-125.0781317
345,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,2007,35,11,sfc,40.06377,-125.0781317
345,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,44387,35,11,sfc,40.06377,-125.0781317
345,1,Actinopteri,Scombriformes,Scombridae%Scomber%NA,131,35,11,sfc,40.06377,-125.0781317
345,1,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,4163,35,11,sfc,40.06377,-125.0781317
345,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,2485,35,11,sfc,40.06377,-125.0781317
345,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,46465,35,11,sfc,40.06377,-125.0781317
345,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,4176,35,11,sfc,40.06377,-125.0781317
345,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,460,35,11,sfc,40.06377,-125.0781317
345,2,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,78,35,11,sfc,40.06377,-125.0781317
456,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,6121,39,1,42,40.72985,-124.3734867
456,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,3479,39,1,42,40.72985,-124.3734867
456,1,Actinopteri,Osmeriformes,Osmeridae%Allosmerus%Allosmerus elongatus,4780,39,1,42,40.72985,-124.3734867
456,1,Actinopteri,Osmeriformes,Osmeridae%NA%NA,3744,39,1,42,40.72985,-124.3734867
456,1,Actinopteri,Osmeriformes,Osmeridae%Spirinchus%Spirinchus starksi,554,39,1,42,40.72985,-124.3734867
456,1,Actinopteri,Perciformes,Anarhichadidae%Anarrhichthys%Anarrhichthys ocellatus,5230,39,1,42,40.72985,-124.3734867
456,1,Actinopteri,Perciformes,Anarhichadidae%NA%NA,485,39,1,42,40.72985,-124.3734867
456,1,Actinopteri,Perciformes,Cottidae%NA%NA,512,39,1,42,40.72985,-124.3734867
456,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,784,39,1,42,40.72985,-124.3734867
456,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas|mystinus,1728,39,1,42,40.72985,-124.3734867
456,1,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,96,39,1,42,40.72985,-124.3734867
456,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,128,39,1,42,40.72985,-124.3734867
456,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,14,39,1,42,40.72985,-124.3734867
456,1,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,1720,39,1,42,40.72985,-124.3734867
456,2,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis,346,39,1,42,40.72985,-124.3734867
456,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,32189,39,1,42,40.72985,-124.3734867
456,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,43,39,1,42,40.72985,-124.3734867
456,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,549,39,1,42,40.72985,-124.3734867
456,2,Actinopteri,Osmeriformes,Osmeridae%Allosmerus%Allosmerus elongatus,933,39,1,42,40.72985,-124.3734867
456,2,Actinopteri,Osmeriformes,Osmeridae%NA%NA,9045,39,1,42,40.72985,-124.3734867
456,2,Actinopteri,Osmeriformes,Osmeridae%Spirinchus%Spirinchus starksi,265,39,1,42,40.72985,-124.3734867
456,2,Actinopteri,Perciformes,Cottidae%Artedius%Artedius fenestralis|lateralis,875,39,1,42,40.72985,-124.3734867
456,2,Actinopteri,Perciformes,Cottidae%Artedius%NA,52,39,1,42,40.72985,-124.3734867
456,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,54,39,1,42,40.72985,-124.3734867
456,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas|mystinus,290,39,1,42,40.72985,-124.3734867
456,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,10,39,1,42,40.72985,-124.3734867
456,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,99,39,1,42,40.72985,-124.3734867
456,2,Chondrichthyes,Carcharhiniformes,Scyliorhinidae%Apristurus%Apristurus brunneus,44,39,1,42,40.72985,-124.3734867
456,2,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,46,39,1,42,40.72985,-124.3734867
456,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,314,39,1,42,40.72985,-124.3734867
457,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,11261,39,1,42,40.72985,-124.3734867
457,1,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,407,39,1,42,40.72985,-124.3734867
457,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,840,39,1,42,40.72985,-124.3734867
457,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,49569,39,1,42,40.72985,-124.3734867
457,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,975,39,1,42,40.72985,-124.3734867
457,2,Actinopteri,Osmeriformes,Osmeridae%Allosmerus%Allosmerus elongatus,5646,39,1,42,40.72985,-124.3734867
457,2,Actinopteri,Osmeriformes,Osmeridae%NA%NA,153,39,1,42,40.72985,-124.3734867
457,2,Actinopteri,Perciformes,Anarhichadidae%Anarrhichthys%Anarrhichthys ocellatus,1145,39,1,42,40.72985,-124.3734867
457,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,80,39,1,42,40.72985,-124.3734867
457,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,1687,39,1,42,40.72985,-124.3734867
457,2,Chondrichthyes,Carcharhiniformes,Scyliorhinidae%Apristurus%Apristurus brunneus,255,39,1,42,40.72985,-124.3734867
457,2,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,52,39,1,42,40.72985,-124.3734867
458,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,84,39,1,25,40.72985,-124.3734867
458,1,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,4445,39,1,25,40.72985,-124.3734867
458,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,3382,39,1,25,40.72985,-124.3734867
458,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,32824,39,1,25,40.72985,-124.3734867
458,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,3,39,1,25,40.72985,-124.3734867
458,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,7835,39,1,25,40.72985,-124.3734867
458,2,Actinopteri,Osmeriformes,Osmeridae%NA%NA,1702,39,1,25,40.72985,-124.3734867
458,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas|mystinus,1522,39,1,25,40.72985,-124.3734867
458,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,651,39,1,25,40.72985,-124.3734867
458,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,507,39,1,25,40.72985,-124.3734867
459,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,34078,39,1,25,40.72985,-124.3734867
459,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,5513,39,1,25,40.72985,-124.3734867
459,1,Actinopteri,Osmeriformes,Osmeridae%Hypomesus%Hypomesus pretiosus,13781,39,1,25,40.72985,-124.3734867
459,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,110,39,1,25,40.72985,-124.3734867
459,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus kisutch,4163,39,1,25,40.72985,-124.3734867
459,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,5666,39,1,25,40.72985,-124.3734867
459,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,22761,39,1,25,40.72985,-124.3734867
459,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,9407,39,1,25,40.72985,-124.3734867
459,2,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,21149,39,1,25,40.72985,-124.3734867
462,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,11018,39,1,sfc,40.72985,-124.3734867
462,1,Actinopteri,Perciformes,Cottidae%NA%NA,7,39,1,sfc,40.72985,-124.3734867
462,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,2089,39,1,sfc,40.72985,-124.3734867
462,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha,100,39,1,sfc,40.72985,-124.3734867
462,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,10723,39,1,sfc,40.72985,-124.3734867
462,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,176207,39,1,sfc,40.72985,-124.3734867
463,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,451,39,1,sfc,40.72985,-124.3734867
463,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,10003,39,1,sfc,40.72985,-124.3734867
463,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,21951,39,1,sfc,40.72985,-124.3734867
463,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%NA,403,39,1,sfc,40.72985,-124.3734867
463,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,46718,39,1,sfc,40.72985,-124.3734867
