Hash,class,order,family,genus,species,origin
09a5cacfcc717ee7b6e818e5f8ae5586dde40e31,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
18ec2bbb2afd906c078b97d68ba34b138d5b2972,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
6ff8194ca8c90bd430832bf76df4c2f64a354046,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
be450704be214a97e33a734e865eb6009c188d20,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
61564ecc679930074f4036efe6ea074126ae182d,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
8b9622cc78003861afe73a81908f989b6fbe89a1,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
c496a488de7367789a59bc5afc75cb34a53bde0e,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
23d16934cec742949214f43708db5786f67e0cdd,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
f3825a6609aa611d902f61973ca6fc41c601f476,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
4422dc5c1fdab9e0bf31767f21dce38513beb7cd,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
a9ddeb171879e60200fb0d40205d68a6a02024d1,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
004390d45fc3536644526c432d597868a5b5d8cf,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
953e5c8ea4076f70f2cab823cddaaa09c35d7ed3,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
6e0d6aa643fc54e3fbe55d9787f7cb05903915a0,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
c6456cf470ef49733266a2eeb0add3ad90a0b4bd,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
4bfae6dd61202ae2013db15a9bbe550048ff1410,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
dc222fae4961b35be38fe92d170962b47e9b4562,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
ee380db4845ebe23398cee9d21a85b5a6f4e66cc,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
a9632b1629bbab996bca412a795c331f4dc009c3,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
c7324190ac6323d815a280da23264d0af0c22f3f,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
965af45f8b3192327813dd0d55a8017f8358470f,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
4dd98a030f0afbfd410401619f5b0d8f2655ecaf,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
a8fee91f0484d2ce48155f7947d2b641e011591d,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
ad4a85160abfdbab5115008660485b8d2a7ae3e7,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
f49c19d36d2d978f8c3a8e2a31df850108fe5101,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
ad5b7abfb4d03b21b895259f83436d7f84c03b65,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
bc9b90b85eba4bdc9be0279b5e1e8b240f275536,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
624bf5a01894ae753d378696cfd60021c493e1b1,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
d798559dc946679389c257387514fc5da10c3b97,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
95b9ef1d5f8547efb201645cb162de84b49c2c56,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
a0cc3b333cdb3e61d70b00a71c96bca299026dc9,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
99d5ea6fddafbef5b2fb293e2f01d35f4f76dc01,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
152f8b8138dd385a09c21b7464fb7f55af9b6dbf,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
53f7eb9d380ebed27fc6249a1a33cd73886d5607,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
96593b8b177740efc33fdf604681a0fc1afbcb3c,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
90ff17ea8c62e7e509b55dc8690d34dc5a6dafbc,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
98a0c54332613f18d886f211cd1503521e48f63a,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
8d75671ea22e6d43ac72521b63e3addc3f5bde94,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
8f877ef23ea9cd63931b4b2c6f750cf305a29ed5,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
c8db8cce1b3a26cb329cd47c2878ea6a388c70d0,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
e1ff3612d8f1d42c2d0eabd8a974890807d222fa,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
18a5daadd58cf85a72067e197b245d0e84b2dcea,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
013a47bd2af443e0acd6a6f1f8b9524467a5a57b,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
27872a43b28bac27fffffd23bed6f81c03a3b46a,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
70e651236a67676921168c627ea2b964bd141be6,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
52b791536961d9296fe06118393e21c913c8a2f6,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
4e357706f49a96c843cd9924660e206a8f21f0ab,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
b27b075fb23f08a8d39fd492401b5ac67890367d,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
1e84465c1c42a36df429e238a125663f6aebfd89,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
8e633df5a0c3eb327f7335ea6269c6798ae9b8c8,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
25b411cad3780c002e78c40f6ec4ea69f7472273,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
3c33e47b7952c9e65da5bd92f1fcb99b49425d88,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
2f20b9ccb4ded372c3daa5e4caf9aa7066f67f1c,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
5b68774dabd730ed65b23cef6855ffe6988b18fa,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
6b81b6b429cc4799491212a268ea19b2d2c84aaa,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
c364d9255bf448e99fb272fe5c51203f44436d12,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
44c3f17791a901a909a8dd6b63cb57ee240e4c89,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
74b3746071394f62c448899aa972ce72221532de,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
7b63bfd2cb2d2615a05c69597db3482f926043b3,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
4d8b790f1df377115d7c69a488064f49896f6a42,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
de7ba5b19f650b14cb9530b2900af7898ccf94d6,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
6e921d0c5ee3e59bbd0b12c81edadc5df508f704,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
5d31ba16a9eab79e26b45192719ba80ad5fd7abc,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
442d5918f7ce0b07cae545564872b7b311f421b7,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
2beb17d66d1835afa8da0dc3e56322793bb3814c,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
0acbcc897e6d3677ca7deb4809f87e5fa90ab615,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
5dfafae38e3cab841ae36a5e4e2218af3b114ca1,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
e3a474838630c21c881603d76db3f9356428833a,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
e823a63dcfbe8e7fb5861daace2d66b97a8b8651,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
c2dd74d668fd09d6d6b2e6227b5525d5dd904ce4,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
a5e1e954a178e1dbad4ed8b820fd25ad5b2bd9a7,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
c3c52ad1833d12e9a12f6af3e3fc9138cb6ea74f,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
ea2a633ad864973af70f9bb7804d1fb538641df0,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
e58fefded1c54fdbf25ec640c8dfeb9e22f19958,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
724eb69394da63a3e2d875a5750e0b5338f2710c,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
ff15f82c0a3fd62c2de236bb38c315ce19f2aa6f,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
a1d17b73970bec371bf061ba6efcb53ee4edf662,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
2b3a22a76697e44cc724e563d93bab28feec378e,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
3d1e4f7434c26f2f7f653c3508ca1475849e5c61,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
bfe84d15c58f1cbfbc69c7a2dc057f6ed7ea08a3,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
78f4d735c00b6fcaf69d65a3d1840e65281463af,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
89e628aea01e55baf503f9eaf35c52dad8b2994c,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
2aac1209f2a2c594483f8a9a5d8212eb26743368,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
2994ca4894fc441abb5ec285a0355e6fc5c19a90,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
49d29cd7e5f68e967bc55d9cba83912ae732f185,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
103ea9dfdd07501fdad63044f78dad5fe91a7023,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
7cd8ec54207068e8d88eec886fc3b340f9b530f9,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
954881d62b6a268ec51dd18a4fc0e49cf8620ab4,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
9f3e7536b02d42fb5480ec606d6e71d055fb85cd,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
fd500e10f18a7f146759a4df15aa730d6fdfa6bc,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
99c2269b7e4202e28ed84450f373db36cef9fd3d,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
0b4bf79dfcb6594e8d778d40e6b9504574cba828,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
e60cb1ee71fe6ad540e2e7d1f703bd84b10798d8,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
b1d7bb48d14abd7fd1bf9ba5b6a9852a8e667614,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
9f87798d15932f5050370459d0abc9ba2c5becc8,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
0e883e316811e97a2c01998e3f0fe287f1c79848,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
f42f3beabe593fb1e85587f71a62eddc9ba4e475,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
a3c488034ed6ab0f3f40a26eca87389c41d1951c,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
34a845005c6d13d4b44873c5745771f3a0de331c,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
25ea7fec41ff6f61e588d2a26f31b0a6810d25e5,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
a587731d29634bd6131d965d32d820047f19074a,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
d51e2889a92621a58199d8e7ef79924c7e41fcaf,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
2278b6a85ffaafbe79dd6f62f81e5e7c1cd12399,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
b262c2b18c0ccf1b523e39e3c103a0305a1f3bc8,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
453fd53a46be826409d9873583fa561012a31d6c,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
6646ab5dcf5405214a70749662f0eb1c9f2e5ac0,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
eaad758ec4307f0f0e6e4fe99b42172b8865c7b0,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
fcbb39ed214f9a4056d34bcd161b2f55bc4684ab,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
6495f519bfed9658ae25bc78b139f6783442d41a,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
1f4fa5ef4877506ded94404d61480a385e624c75,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
fa318e896abd3957b1e8aea4ccab66cde0433daa,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
2a62b24577a7caec65f4b19d7a7af109ee3c7424,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
4ed80ce3e6c46695298b8096090d2c8cba4793a8,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
365fdb65792d06af6230ab672449f398ec14d069,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
c4e52f920c65166b29f39a1054b84a62928665aa,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
672360398c3198def4f25e26cb8638fb8c66cc72,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
ba3cbaaac4c278421b5d9ae283965f8f5c7ded2b,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
49c2240d5d17487bdc2598e225b77c6b562c173e,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
ba11b9a4633160d010ccaf47e12b43e0511a4a4d,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
ef82f0709b8bf6ecf4b92c4b1ec595831a18d4d4,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
7de12b4f5ebcf07b92e28b7fa8fc3150a18684a0,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
21b2a7c5a0e2135da6d73ae5ce7085c0316a9654,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
4a0e95c38b60c96ad29ba26f3537238f97be3748,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
2e94b0fe3aa5cdc3b438f543315f64b8c3d7d4e6,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
b6f95b5dfdfea77380c56b879123248e0cdac43d,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
0c3e9c399ec16f632577b7f2c1ec81373ba05d6e,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
e09924e128ba05fc727c93ed1484ba1b6d34a4f8,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
66d2c027f203ff09a7eb01c8dcc31a92a05bb7bb,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
fe5f44d86e666f13f98d82516eb9520a0024bdc0,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
969dc35b47b44449c03ee7e4d71e75eaf50565e3,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
ae31b48b9be8c427c35cca5bdf449f9351ada5bd,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
a2cbd57a2bd73084792a88ce01bc42fab6e86fea,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
ef6dbdb1e7ac092a5f921a35cdda1f83a468feb6,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
98a02ab54ee6d843659ccde3952a2f880355475f,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
a4423115edb73fb1a77cbb007a5e7237a63bcbc5,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
56e8443b8518155bdacf0a29c9174474a56a494b,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
92bb93ba0f6faeaf470c42ef7056af9185e03175,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
5679e09334ef809029fdeac4bd7d66ccc33b17f0,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
e008adfd9eaa231ba8f6666b316a290596b6844b,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
3d4fe33dac1e32bf682c7b8712c371d439e17c48,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
5af9724ab5920bfef93de29f619f5f811f8db478,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
420d4a67c7ed87b84054746c61642feab3c1fdc2,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
d50c86f67c10e76d74393681b219c0a833b1b124,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
dd658b5becf261561fdbb0b76fb8289c0505ea40,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
cb72ee34740ff3bb7b5e61af44721e92bd328d34,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
6684a880baf1a1fc990d66600d9508794e84b828,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
ff263df43acfbe13880b6da702652308031db0e9,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
931db9a940ed1f9a6c56ef3a72de6f8b432dae1a,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
22f2726d67acf29b81737b06ba890f908d795041,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
7b3f21715e3cdba0e5208d5e56c1682fea8d93a5,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
b6583c9919e5ad8b9b3dbb06c4970a16063cb7bf,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
e572c59170131969784e0b83bea63b8e4d73cfdc,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
0aba5bc981efc948b58cfed04ab3b3544368c604,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
0003c5a36f26e7f9fedcf0d7bda57ea8b32ab7c6,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
c203f33988cc1773c4aa89ad687b5c94179c7d9d,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
9047eabbbf05af5b70300227f4cc554c01f7a4be,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
43278f60c406fdcbbfbf38d1af4b497d8ad0c47e,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
565361cfeb735e0c500010b806e7242625a15871,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
90e17c12d380c41385e2d559fccb418afb371bf7,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
2d452e1f5b717da8d593e54d9790c6c00cf39fc9,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
36d3b8e3177eaae4338164369aeb3a3677282ad0,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
b807365da8fa2fa4d45435702fedf097cf57c4ad,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
1e3cc66ea46343e9b8ec9f783266b5ad470b0a89,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
d06d60913290f7c8116f731563f3baeda0804b96,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
52d43061ee15e749ab92c76fbaaefdcedd982160,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,insect
42737cd65bab38b57ea8949256ab1dbc59f5d054,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
67544fb937719d5b7090a0631622f2e3612c1e04,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
25afc9c2dd52d85e9c8f6f24fba49b1ea5a17f3d,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
6afff35c10aa9dac32e96250c3522d0d44bd513e,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
1743f8eaf67cde48a163da36605a8901790090ac,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
7a566ea11adda6bbfe6ce3b868fe694d545bcc9a,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
42622bc9398bd0a2d2b16389d12491dca2eb5acb,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
0f80c1ac82450a8c57fe578252e042f1d1f29fa8,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
d9357e061cf7a5b54fd997e102b075f1103509be,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
d66352c220cdc0b335dc0066a8bfa08e79d35ec0,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
c1ab06887cb79b8a9831ecfef88e44dcf59e30a6,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
d0defc1f3cee9d4b54652222d1fba9a2b5a3b2bb,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
a8b92038a3831455d68f3f2062635cbfb71823e2,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
f288479cd3af11d3dc1a332a90274c5387bd62eb,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
97c788aa555f7f18cf200a2ed5e908ea95b56770,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
99aadbba6406f7790a8614f14b4b1e50d10de9cf,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
80452d6693c963afaad35ae3b71a5bfa58d8444a,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
443cde7c8ba64e19a13a9c0f697d3939279cf864,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
bd4dd1508fe7a702aa6e9f9ccfb4659383a7401f,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
94d45fa72c4a5af3aa7be267de6fac8a11d0c93d,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
32a7da39109698d8b80bce40af78a0ee4441511e,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
2c7a4cfca593728ba40505707f3f9f5a77c8152a,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
49920637a28ac941624215b4a09da08348ce32f6,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
2572c93257eabc416ea5c0d0dc9233debd17ec39,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
b00f68e6dcaae642fa95d94bbd89b6b6e63d6eae,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
68c5c29fa99e5604dc20b9974857bc958a97de49,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
6bb4cea5f3bb351de614aae9ba4ec2fe00595675,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
82b5acced36dfe347cc924179bcdecace1832385,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
caa36f08937a72a7af22984a22c0837f464e2c83,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
dffe9f4aca637850465b0a374333d9ca32ec8450,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
93673a0e39d4efb5fc7e015147615e6644b3c8e0,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
bc69d38057b742c7a3a06c2c2746d8d090600eb4,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
89c97d008c56f6dfa0df14687137ec8f4fbf2b6a,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
d72a4151a5ea8a6693477de5bfc879bc414584ec,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
e51b5c2f09bbd01a0fadd0830ec507aa3ed4b262,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
398bbeef3a579c723da94c7a4ee41466558432ce,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
970cf2f478a0c8628a4a6ed33b902ab67d7e134b,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
2d0c81930ca82c5fe54b0932079f097807a38a67,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
dfd88e46ae18825596b3221712f2024efa07c7e0,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
0ea07e4d277fac985786f5ff6dcf1292fb336474,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
7048c938aa22adcfe306270849416e6dc27c3049,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
e97ee10335d66023ee55f8d18f0f2a5bf76fdb28,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,agreed
