Hash,phylum,class,order,taxa
2d442f68749f1c39fbe26f1259a9c45dc326add1,Chordata,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias
1b6dc69f1b7155deb615779b249ba6f252d5657c,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
c6436b42979a4fa8a9b2bc9b2588c514ae95b4df,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
39c68463c044fdda60849c0c8f60c436d99e2b46,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes diploproa
72c1dd9d9afb310cf4d4ad40d8ca066ecd765d00,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
c919e5e66b606f2471b58af0455539d91d1dcb78,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae%NA%NA
7072dcfe6313faf188e76f00ab954b0a05fd1ee6,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
429041ecb627b52f7d09b6ddb2e05ccf1213e752,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
9eac1c70840ff94d4f36805149e776642e20f5ac,Chordata,Actinopteri,Scombriformes,Scombridae%Scomber%NA
a555b701f7413055d37a178ab4595521fe9cd2b0,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
2c42c7860ae8134752a72e9864bd04ec579cbf2c,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
2145ae5f00839a47361855c1d428cdba067f6391,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
5a61614bfb940e17078b9665a9883d1b9b63a30f,Chordata,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria
0ce379745bbbd11f9c38625b058c5737e899c0b3,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
e661bea54d44e409a1df747f9f333b9899ee5dca,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
783771cf2189ac7ab406fe82dedb053b45851a16,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
1e2e551a5e0c9fd2a9f519b324a887b1d48d7b5f,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
6b5a74b4b6504eccbe1ff49f2a6655a20f458549,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
5c858ec69aed558d2f879a19b0d57e1fbabdb4d7,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
7eceb5e9352ef7c0d7de7ab165657f460bb22311,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%Atheresthes%NA
42b735b963060d0c893d54ccbf5d613f64f16b4d,Chordata,Actinopteri,Perciformes,Zoarcidae%NA%NA
2beb17d66d1835afa8da0dc3e56322793bb3814c,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
dacb2acceb2f50a30a34b54b74d6215c2e01d431,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
bf5ea0b88c392a3e5b56de1515a862ae7a65e750,Chordata,Actinopteri,Perciformes,Zoarcidae%Lycodes%NA
c83608e1ca9e4b8c774464f9947c2dd8c768dbc1,Chordata,Actinopteri,Perciformes,Zoarcidae%NA%NA
6e0d6aa643fc54e3fbe55d9787f7cb05903915a0,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
e2f41d439680f56444eec0336f7b04cc97516a9d,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
ac58ad8948dea28df39485960daf569b79bba9d0,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
3ab482e21ea3ad21ade385c562f6bdbe5430025a,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
360729a0a1fdcc021430e8c1fb396bb88bd078cd,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
bb30f3d546fcdf9a64bab9048f058df9ceffbede,Chordata,Actinopteri,Perciformes,Cottidae%NA%NA
b81c8003e94528bc6966e417c5cf69a44265adad,Chordata,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax
59cd812a7d58bbcf0b81ce17ac4db821f9eedba4,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
6182b7a2c8d5783a533424537d9d5e0cd7ec7933,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
6eecd7287c2d297dde12fa549796350dee3283c5,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
093e701401b9a5be3e5f5d3ddafaabaca1c79d87,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
5e7158a6f2f7a78cbb4863d7a2380f371453ce8f,Chordata,Actinopteri,Osmeriformes,Osmeridae%Spirinchus%Spirinchus starksi
fe7e9b3a48caf6a8a0c540ba3dc89af9c652a039,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
5888e666e5dbe20ac5651b0b72ae48c31bc1ed5b,Chordata,Actinopteri,Scombriformes,Scombridae%NA%NA
0b5d901a8c2080383f41d58667cd2b87a24c086b,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis
aa3aa2fe701a50c992c354df53627668359f21b3,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
1397c103179ab1cf9b7f82c5fbe8fae370b2b1d4,Chordata,Actinopteri,Perciformes,Jordaniidae%Jordania%Jordania zonope
f111c467a3617baac2f464b82263c3595620ec22,Chordata,Chondrichthyes,Rajiformes,Rajidae%NA%NA
d1ca8ebacb8671688c47855df88c721b3df649e5,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
cfab37113271a69a09d18e52d1dc46756ab1be60,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
e9b42b68bfb50a415205f2353164ebd8ffeb307a,Chordata,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha
2693665d1b9f571cfb60dd02cbdf6eb29740efca,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%Pleuronichthys%Pleuronichthys decurrens
623626aed01215a25bbe2f0b6b662b373feb7c9e,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
4f385cc634e3b24fdba75a6a8f053747c8e7476c,Chordata,Actinopteri,Perciformes,NA%NA%NA
4f4c4ac6c8764b45e802186214c7804d7f022885,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
330993700c7dc012a0d2552bd2eb16c859b9c633,Chordata,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni
8ba34c27f1bd86a3c88882bd4ad944f2df7dd111,Chordata,Actinopteri,Aulopiformes,Paralepididae%Magnisudis%Magnisudis atlantica
dd42936d1899befacd10b688cbc6001327279a53,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
97fc73809230cb894babf4b9191efb69c780f051,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
f08a6c08988fd27362d487941f0b3b5455d38ff1,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
a9d7b981e23b6328bbb3b5877b02f057f858d924,Chordata,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis
2c40ddf9d082f7c6894967a16a5a70326d454321,Chordata,Actinopteri,Scombriformes,Scombridae%Scomber%NA
b351f44ceae5e3021d9a7001f1d910a78426a32c,Chordata,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax
a38706547b1f57e97dc47d97f796aba4ece4f412,Chordata,Actinopteri,"NA",NA%NA%NA
899500bd96b1c02727786318572cc2f31931ba7f,Chordata,Actinopteri,Perciformes,Zoarcidae%NA%NA
30ec23ccaabbac0e71082f9f5a6750d66b79ce1b,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
6acee84f988106b59a0897c27336e163d3949631,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
72bfe5c696ea7ed70ad17b395816bd0f77e1eb50,Chordata,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%NA
546e17260a829dc24a0bf547bfbf5af9a4544ce8,Chordata,Actinopteri,Osmeriformes,Osmeridae%Thaleichthys%Thaleichthys pacificus
108b89d7bc6f719509939fb036b2c3fac5247cdd,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
26b2a18ddaebcdfe3a50a225ac6d8071741bf235,Chordata,Chondrichthyes,Rajiformes,Rajidae%NA%NA
3b878b8fe71a4e4797e871f9f3398f93fb39095d,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes diploproa
658aa3542bdbaeb7476f07ab9906abdb706662f9,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
83a6304839d784e42208e4790c37aa8747dc510e,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
0b1f0a79d8d03afb1cc26fb8c3556524b77e773d,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
f39321c85eb572ae422133d6384db40b6f8e1f23,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
9b5b009f30f26cdb44f174c8334cd9b4dc614df2,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
d295891861da3bbe928fec9d75ba85295909934d,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
a5bcdfbcca86f231d446934d03fb95835395a951,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes diploproa
a356ec004ddefda12ef974d04fb04b8a3feb99e4,Chordata,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%NA
59336cf3135338b15c53d57a8250939a0628b14b,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
3cd846d52ca3e9fddd8b285964836d658c91d0a9,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
ac4620bbb3d7c8f15a8527933efe1ce2b7fd7ad0,Chordata,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias
2994ca4894fc441abb5ec285a0355e6fc5c19a90,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
89048933077d56012cfb58f33f9c86677253b5e0,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
ed64a53751666f6ec62879ba58910dfffaf04976,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
927bcdfd8adada7daa1e8455aac5db92479ac68b,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
2379b8b428f8754f5e04502732f4540ba1daa21d,Chordata,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax
640881d66ff677ff65ffc39dcdc05f6eef2ccf7b,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
55e48286df65436b8ee445eec903f05d4628b401,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
083c3cccac12e7df87e701704f2ee7e5090de3f7,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
aefefc9a9a47d15d9494843d39348a785c71988e,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
5fb6d87c9098ff3ede8c795f8958f4987c86c1c0,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
d1ed0ccaa595672fd45d4a37bac7a0b0383d6beb,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
103ea9dfdd07501fdad63044f78dad5fe91a7023,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
f58d5182e0f80cc70e8cd2b6fb2cb8fa4c43b40c,Chordata,Chondrichthyes,Lamniformes,Alopiidae%Isurus%Isurus oxyrinchus
a8947e73808c97c4a487ea342aee37f2a44bb59d,Chordata,Actinopteri,Aulopiformes,Paralepididae%Lestidiops%Lestidiops ringens
8ca640535e1e64cc89c36269b71f9956513d79f7,Chordata,Actinopteri,Perciformes,Agonidae%Chesnonia%Chesnonia verrucosa
38cddaff603eedb4729f0578495feaef738e3ad5,Chordata,Actinopteri,Perciformes,Pholidae%Pholis%NA
a26f4386bffe949e0c1f389ca84d3fd0b2654370,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
3a7278f1444eb42209e4a3c1f11d78c69c4e9f23,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
7cd8ec54207068e8d88eec886fc3b340f9b530f9,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
2bbac62863ec93b59a5e7d10e0154e58b3742554,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
8282975503764b58758c699a704c71ce5e73b75a,Chordata,Chondrichthyes,Rajiformes,Rajidae%NA%NA
3f7bf74c928595885b078ea9250ddfa7742e005e,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
6baf1a1140d2e3272b59ee16ed2a56b098365c50,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
5aacd1d1f03bf390fc4c8b8d8c124bd95b5aa0ee,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%Psettichthys%Psettichthys melanostictus
6e371ea40c0f873fccbe952b71a6b8f1c2c39d73,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%Microstomus%Microstomus pacificus
64ce768642d4a9a18ceee4cb71995931790c2a93,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
5af4d0866cad361a5f1795bada731276c2b1ba63,Chordata,Actinopteri,Scombriformes,Scombridae%NA%NA
8cc774a45945e7c36fb4c7a3d2fdd2155f489e30,Chordata,Actinopteri,Perciformes,Zoarcidae%NA%NA
77d8b8e119a46718a107ad5826fda5bd57803bf3,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
9777b0610c3ebe746e776ed7867025c249ac036e,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
58a1b209738e7c19202377629f53d29a63b36350,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
318ed034b6156b8695917acadc1d85b46a2b8f36,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%Atheresthes%NA
5df566e81cf5b9358b998c66cfdf80d873a37684,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
d5edc4578897998be148c2462e5078aab5faec06,Chordata,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata
2af7ea7507ecdab129719cdf350b09b0fa024cd8,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
026d08365d0cb4f3434d802787b96a2758ee3bd1,Chordata,Actinopteri,Perciformes,Cottidae%Leptocottus%Leptocottus armatus
c4171e68e8ee8a85b229db5025a8ccdbaf7812b8,Chordata,Actinopteri,"NA",NA%NA%NA
80f7cff3c4fe347cd5b07a4e3d063adc88317399,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
5a8e2fad2af8b6689168d9aa156d5802427eef8c,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
a61b53af71303c7249271f2467598f1bc7aa94e2,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae%Apristurus%Apristurus brunneus
09dd6214315ab5773e7ecb298e495e449c2ac691,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
b3763487b9262c9f32067a07de16242f13d7699b,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
a555cdac241ab9295af1909f909726e9f3e04cc4,Chordata,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax
1956cd2a0576688138e1771f8b5decaa78955ff2,Chordata,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis
24048811435fc581fa1447f148276e149a0feef2,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
5a94efd8431db9c5499264bfb2fc1950f39703ba,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
e55b5aa6abd8ea269692c4dbb57f0d1ab68c3349,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
48b78a13fb721ad818cd01bc537475c12886758d,Chordata,Actinopteri,Stomiiformes,Stomiidae%Tactostoma%Tactostoma macropus
78d17e1269e4bb40ba3575394b70f9030321c58b,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
81e03872b56917437958a3dcd3addc118269d7ba,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
8cf4b386b8d2040f0c8179dc95a177714a3037e6,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
444eb26272e20b45a8856feb2e72951ac37846df,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
99c2269b7e4202e28ed84450f373db36cef9fd3d,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
ca511ca01678969934a9b58dbd1193ed70bc1d6b,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
8a5951032f58b6892dc839defacb399d9d2b3cee,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
608595e958684cc170255994123c6ac04f1d3f4d,Chordata,Actinopteri,Perciformes,Cottidae%NA%NA
0e548e0488716ce41ce0c1dd66b5be78a50df098,Chordata,Actinopteri,Aulopiformes,Paralepididae%Lestidiops%Lestidiops ringens
4ba9bc1c6fac54afebb357339339e20a15ffd6e9,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
e60cb1ee71fe6ad540e2e7d1f703bd84b10798d8,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
20b4eed44ba5da05c9cd1c26c45c6b73146c981f,Chordata,Actinopteri,Scombriformes,Scombridae%NA%NA
6ce0a657f030178f2467cc9f577ecdb893fb0946,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
ca467c82a76177dfe27e1a58848c14d473f0c85c,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
098304b6eb4dc95317371cb515c578f9d550300e,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
da6205fb197020264a0b8bfc389e8c75f2182a9f,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
8cf83e3da2b38f8f9ad3cd8f3ff3613e07f0319a,Chordata,Actinopteri,"NA",NA%NA%NA
eb086470420bff541beb3a020cb81b8dc3dfd3b8,Chordata,Actinopteri,Perciformes,Zoarcidae%NA%NA
1a09d078e80ab58eead96c021ec45f4e3366fbdf,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
a4631193445365f2b7bd313b42a7a4be703d0864,Chordata,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%NA
0225b8fc16225bfd7dade90414528ab8c3260c25,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
16a0751e4fc0ac3388f3e6cb60c506cc82b5a739,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
d3f7f11f0f8a3a791bda86885c932b25479c12fc,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
52399d2078187aaae81134852fb55c4b66b2d452,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
9f4408fe50bb629ef407277e3236e0603bea5d04,Chordata,Actinopteri,"NA",NA%NA%NA
8c047ed2ebf5ab20e957c7afbda06a230719ad52,Chordata,Actinopteri,Argentiniformes,Microstomatidae%NA%NA
c2aaa6bd9d4b264bc1e5c07f392ff63aac3a09dc,Chordata,Chondrichthyes,Lamniformes,Alopiidae%Lamna%NA
6cd6af52711b3a64cf515f24963877eaee3c6c78,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
2b10f667cfe0ca73a584668450ec03210b553b91,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes diploproa
7e010cc5e256ec48d57c271d16f81ceb405193f0,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
63c3ed466140dcc7a2f2fc3abcfbd0457ba3e221,Chordata,Actinopteri,Osmeriformes,Osmeridae%NA%NA
5faec6007e11c7462fb6eb50355f7b925abc91b6,Chordata,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%NA
5759b2ead7a20e99d83e9ab9d4c73720571c7d87,Chordata,Actinopteri,Perciformes,Zoarcidae%NA%NA
a449a7ea953cb7964383c7788f38863d49bd7fad,Chordata,Actinopteri,Perciformes,Zoarcidae%NA%NA
446b456735e97a17c4855282aa985b9036840270,Chordata,Actinopteri,Osmeriformes,Osmeridae%Thaleichthys%Thaleichthys pacificus
f42f3beabe593fb1e85587f71a62eddc9ba4e475,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
ec25c6f1c970d9f57353e1e9565867d5774b94b2,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
cac27d6ae6ab91bfab95d33dd7f7954cf9e7f12f,Chordata,Actinopteri,Argentiniformes,Bathylagidae%NA%NA
0cea1b56f2d1e4115b7babcc92f3796ddef628f7,Chordata,Actinopteri,Perciformes,Zoarcidae%NA%NA
f66dccc9ae763c9c6df28798596d37bb52996a5a,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
2c63904597a1aac41050149f34a2d4e9327d13c8,Chordata,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax
1be3ad21daf23c4fb4f87d00a200997bfd25eef7,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
bcf73e2993acbec36c02b3055ddd0f346eb8a23d,Chordata,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias
6b81b6b429cc4799491212a268ea19b2d2c84aaa,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
3843234dd7b04f0f60c4dde2421088a42981e281,Chordata,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%NA
5e4826582bf3bec36f9e3cf23848bb95e18a71b4,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes diploproa
b7aef00cd358f2f655f8a0ec14bebec945470c30,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
a3c488034ed6ab0f3f40a26eca87389c41d1951c,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
19f383e0e44a386a4bcd0aabe9eaa53936be2ac6,Chordata,Actinopteri,Perciformes,Zoarcidae%NA%NA
c8db8cce1b3a26cb329cd47c2878ea6a388c70d0,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
a4254a5d6d647bc6707f5d3af65cdf3cbfd50250,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
ad610f0222f2f733ba168fd33099fb2d5503eec9,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
ccb04d4a7eccdb8a25be0ee31d9b4aa6c7b0bc49,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
151870f437ca1c8071d08f197f75d7d34f8da2af,Chordata,Actinopteri,Scombriformes,Scombridae%NA%NA
8d2874a5005f8ec63d63ca5545fc408784bd792c,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
7004c9020129730a15591bc0c16bcc6ae8830fcf,Chordata,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta
e8604012aa4aa3c30de485c6529bef394762e66d,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
a4688ed22f8ba9f1cdd4423515eb6c94c9d652c3,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
30968be747a16b39c0cdee4144a25d96ff8bdc43,Chordata,Actinopteri,Aulopiformes,Paralepididae%Lestidiops%Lestidiops ringens
f3c34962de842decb3ae97d7f8bec1418fb3a4e5,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
0bce5bf22016da8e2f70cbe67f1c49045f2347b0,Chordata,Actinopteri,Osmeriformes,Osmeridae%Spirinchus%Spirinchus starksi
674a981e1e077ffd6ac597d009fc952f96b744fc,Chordata,Actinopteri,"NA",NA%NA%NA
5e914e071a001a8e8bf1cd03d710b9ed3a748acf,Chordata,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA
52e2c50dcaa9f44f472eecdefbf435d93c625ec3,Chordata,Actinopteri,Scombriformes,Scombridae%NA%NA
93f5f9f240c683e0f38206ead5425212795c75bd,Chordata,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus
2aace692d7de784d198db6521f11bd7766a0b2b9,Chordata,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria
8999ade494cedc6bb24fa8afd8cdcc25b1a7edba,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
10ba8c9bfd7fe47f087ec1a6749164b541433857,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA
23090bc1c60125f912f90804dc8106f5129c488c,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae%Atheresthes%NA
a9f449ac1e599547b7077334734e39161bee81f4,Chordata,Actinopteri,"NA",NA%NA%NA
f82fc85f0ad09802cf445c37d65eaef538ab48b7,Chordata,Chondrichthyes,Rajiformes,Rajidae%NA%NA
21d9fb93d9b1c8586b7a5f760bc6d265d5731c1b,Chordata,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%NA
de2ca3a1cbcbe1778d063016abaa28fa7c944380,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
9370d434e49a25bbdaadb8322884772e66f1cdac,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
1e42016d41285037467d1721f8fa8b863b4dc8e5,Chordata,Actinopteri,"NA",NA%NA%NA
c09b092a6df172f4f9a789338c8cd25e3ad19a51,Chordata,Actinopteri,Stomiiformes,Sternoptychidae%Sternoptyx%NA
7c0e3facf31e718f6c2c36e016664b5a9b34e1c7,Chordata,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA
a587731d29634bd6131d965d32d820047f19074a,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
916f069c0fdcaab08c95fb6c2ea97d19880d215f,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
2943980cbe73394ea0e5b1c0cd4394ae932bde63,Chordata,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus gorbuscha
87488a8a290ed4a0a2d5a451329e5c4459889135,Chordata,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus
e200985d5415ea0ee5905e0390837f16645c1bce,Chordata,Actinopteri,Perciformes,Sebastidae%Sebastes%NA
3e18975b4559b12c8797cc70a39df659b5c9363f,Chordata,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii
d51e2889a92621a58199d8e7ef79924c7e41fcaf,Chordata,Actinopteri,Carangiformes,Carangidae%Trachurus%NA
4edb45407a923803ce85621b5aed1150fe77de42,Chordata,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias
5761b29dae70552f2944cbfef543dcc7c6e8ad2d,Chordata,Actinopteri,Scombriformes,Scombridae%NA%NA
