Var1,Var2,value
UDP0067,UDP0140,0.8
UDP0068,UDP0140,0.6
UDP0069,UDP0140,0.8
UDP0070,UDP0140,0.6
UDP0071,UDP0140,0.7
UDP0072,UDP0140,0.7
UDP0073,UDP0140,0.7
UDP0074,UDP0140,0.5
UDP0075,UDP0140,0.7
UDP0076,UDP0140,1
UDP0077,UDP0140,0.7
UDP0078,UDP0140,0.7
UDP0079,UDP0140,0.6
UDP0080,UDP0140,0.7
UDP0081,UDP0140,0.8
UDP0082,UDP0140,0.6
UDP0083,UDP0140,0.7
UDP0084,UDP0140,1
UDP0085,UDP0140,0.9
UDP0086,UDP0140,0.8
UDP0087,UDP0140,0.7
UDP0088,UDP0140,0.8
UDP0089,UDP0140,0.6
UDP0090,UDP0140,0.8
UDP0091,UDP0140,0.7
UDP0092,UDP0140,0.8
UDP0093,UDP0140,0.9
UDP0094,UDP0140,0.6
UDP0095,UDP0140,0.8
UDP0096,UDP0140,0.9
UDP0097,UDP0140,0.6
UDP0098,UDP0140,0.7
UDP0099,UDP0140,0.7
UDP0100,UDP0140,0.5
UDP0101,UDP0140,0.8
UDP0102,UDP0140,0.7
UDP0103,UDP0140,0.4
UDP0104,UDP0140,0.9
UDP0105,UDP0140,0.8
UDP0106,UDP0140,0.7
UDP0107,UDP0140,0.7
UDP0108,UDP0140,0.8
UDP0109,UDP0140,0.9
UDP0110,UDP0140,0.6
UDP0111,UDP0140,0.6
UDP0112,UDP0140,0.8
UDP0113,UDP0140,0.6
UDP0114,UDP0140,0.7
UDP0115,UDP0140,0.9
UDP0116,UDP0140,0.6
UDP0117,UDP0140,0.9
UDP0118,UDP0140,0.9
UDP0119,UDP0140,0.5
UDP0120,UDP0140,1
UDP0121,UDP0140,0.9
UDP0122,UDP0140,0.7
UDP0123,UDP0140,1
UDP0124,UDP0140,0.9
UDP0125,UDP0140,0.8
UDP0126,UDP0140,0.8
UDP0127,UDP0140,0.8
UDP0128,UDP0140,0.7
UDP0129,UDP0140,0.7
UDP0130,UDP0140,0.6
UDP0131,UDP0140,0.6
UDP0132,UDP0140,1
UDP0133,UDP0140,0.5
UDP0134,UDP0140,0.7
UDP0135,UDP0140,0.8
UDP0136,UDP0140,0.8
UDP0137,UDP0140,0.8
UDP0138,UDP0140,0.8
UDP0139,UDP0140,0.9
UDP0140,UDP0140,0
UDP0141,UDP0140,0.9
UDP0142,UDP0140,0.8
UDP0143,UDP0140,0.9
UDP0144,UDP0140,0.7
UDP0145,UDP0140,0.7
UDP0146,UDP0140,0.7
UDP0147,UDP0140,0.9
UDP0148,UDP0140,0.8
UDP0149,UDP0140,0.8
UDP0150,UDP0140,0.7
UDP0151,UDP0140,0.6
UDP0152,UDP0140,0.8
UDP0153,UDP0140,1
UDP0154,UDP0140,0.8
UDP0155,UDP0140,0.7
UDP0156,UDP0140,0.9
UDP0157,UDP0140,0.8
UDP0158,UDP0140,1
UDP0159,UDP0140,0.6
UDP0160,UDP0140,0.7
UDP0161,UDP0140,0.8
UDP0162,UDP0140,0.7
UDP0163,UDP0140,0.9
UDP0164,UDP0140,0.7
UDP0165,UDP0140,0.8
UDP0166,UDP0140,0.7
UDP0167,UDP0140,0.8
UDP0168,UDP0140,0.5
UDP0169,UDP0140,0.6
UDP0170,UDP0140,1
UDP0171,UDP0140,0.9
UDP0172,UDP0140,0.8
UDP0173,UDP0140,0.9
UDP0174,UDP0140,0.8
UDP0175,UDP0140,0.8
UDP0176,UDP0140,0.8
UDP0177,UDP0140,0.7
UDP0178,UDP0140,0.8
UDP0179,UDP0140,0.5
UDP0180,UDP0140,0.9
UDP0181,UDP0140,0.5
UDP0182,UDP0140,0.8
UDP0183,UDP0140,0.5
UDP0184,UDP0140,0.8
UDP0185,UDP0140,0.7
UDP0186,UDP0140,0.9
UDP0187,UDP0140,0.7
UDP0188,UDP0140,0.8
UDP0189,UDP0140,0.9
UDP0190,UDP0140,0.5
UDP0191,UDP0140,0.8
UDP0192,UDP0140,0.7
UDP0001,UDP0141,0.7
UDP0002,UDP0141,0.9
UDP0003,UDP0141,0.7
UDP0004,UDP0141,0.8
UDP0005,UDP0141,1
UDP0006,UDP0141,0.6
UDP0007,UDP0141,0.6
UDP0008,UDP0141,0.6
UDP0009,UDP0141,0.9
UDP0010,UDP0141,0.9
UDP0011,UDP0141,0.6
UDP0012,UDP0141,1
UDP0013,UDP0141,0.7
UDP0014,UDP0141,0.8
UDP0015,UDP0141,0.5
UDP0016,UDP0141,0.6
UDP0017,UDP0141,0.6
UDP0018,UDP0141,0.8
UDP0019,UDP0141,0.9
UDP0020,UDP0141,0.8
UDP0021,UDP0141,0.5
UDP0022,UDP0141,0.7
UDP0023,UDP0141,0.8
UDP0024,UDP0141,0.8
UDP0025,UDP0141,0.8
UDP0026,UDP0141,0.8
UDP0027,UDP0141,0.9
UDP0028,UDP0141,0.9
UDP0029,UDP0141,0.9
UDP0030,UDP0141,0.6
UDP0031,UDP0141,0.6
UDP0032,UDP0141,0.9
UDP0033,UDP0141,0.8
UDP0034,UDP0141,0.8
UDP0035,UDP0141,0.7
UDP0036,UDP0141,0.9
UDP0037,UDP0141,0.5
UDP0038,UDP0141,0.9
UDP0039,UDP0141,0.8
UDP0040,UDP0141,0.6
UDP0041,UDP0141,0.9
UDP0042,UDP0141,0.7
UDP0043,UDP0141,0.5
UDP0044,UDP0141,0.6
UDP0045,UDP0141,0.7
UDP0046,UDP0141,1
UDP0047,UDP0141,0.7
UDP0048,UDP0141,0.8
UDP0049,UDP0141,0.5
UDP0050,UDP0141,0.9
UDP0051,UDP0141,0.5
UDP0052,UDP0141,0.9
UDP0053,UDP0141,0.6
UDP0054,UDP0141,0.9
UDP0055,UDP0141,0.7
UDP0056,UDP0141,0.9
UDP0057,UDP0141,0.7
UDP0058,UDP0141,0.7
UDP0059,UDP0141,0.4
UDP0060,UDP0141,0.6
UDP0061,UDP0141,0.8
UDP0062,UDP0141,0.7
UDP0063,UDP0141,0.7
UDP0064,UDP0141,0.8
UDP0065,UDP0141,0.7
UDP0066,UDP0141,0.8
UDP0067,UDP0141,0.6
UDP0068,UDP0141,0.9
UDP0069,UDP0141,0.8
UDP0070,UDP0141,0.8
UDP0071,UDP0141,0.4
UDP0072,UDP0141,0.9
UDP0073,UDP0141,0.6
UDP0074,UDP0141,0.6
UDP0075,UDP0141,0.6
UDP0076,UDP0141,0.5
UDP0077,UDP0141,0.6
UDP0078,UDP0141,0.6
UDP0079,UDP0141,0.8
UDP0080,UDP0141,0.9
UDP0081,UDP0141,0.8
UDP0082,UDP0141,0.8
UDP0083,UDP0141,0.8
UDP0084,UDP0141,0.5
UDP0085,UDP0141,1
UDP0086,UDP0141,0.7
UDP0087,UDP0141,0.7
UDP0088,UDP0141,0.9
UDP0089,UDP0141,0.7
UDP0090,UDP0141,0.7
UDP0091,UDP0141,0.7
UDP0092,UDP0141,0.8
UDP0093,UDP0141,0.9
UDP0094,UDP0141,1
UDP0095,UDP0141,0.6
UDP0096,UDP0141,0.7
UDP0097,UDP0141,1
UDP0098,UDP0141,0.8
UDP0099,UDP0141,0.8
UDP0100,UDP0141,0.7
UDP0101,UDP0141,0.9
UDP0102,UDP0141,0.9
UDP0103,UDP0141,0.8
UDP0104,UDP0141,0.8
UDP0105,UDP0141,0.9
UDP0106,UDP0141,0.7
UDP0107,UDP0141,1
UDP0108,UDP0141,0.7
UDP0109,UDP0141,0.8
UDP0110,UDP0141,0.8
UDP0111,UDP0141,0.7
UDP0112,UDP0141,0.9
UDP0113,UDP0141,0.9
UDP0114,UDP0141,0.7
UDP0115,UDP0141,0.9
UDP0116,UDP0141,0.8
UDP0117,UDP0141,0.9
UDP0118,UDP0141,0.5
UDP0119,UDP0141,1
UDP0120,UDP0141,0.5
UDP0121,UDP0141,1
UDP0122,UDP0141,0.5
UDP0123,UDP0141,0.5
UDP0124,UDP0141,0.5
UDP0125,UDP0141,0.9
UDP0126,UDP0141,0.8
UDP0127,UDP0141,0.8
UDP0128,UDP0141,0.5
UDP0129,UDP0141,0.6
UDP0130,UDP0141,0.9
UDP0131,UDP0141,0.7
UDP0132,UDP0141,0.8
UDP0133,UDP0141,0.8
UDP0134,UDP0141,0.9
UDP0135,UDP0141,0.9
UDP0136,UDP0141,0.8
UDP0137,UDP0141,0.7
UDP0138,UDP0141,1
UDP0139,UDP0141,1
UDP0140,UDP0141,0.9
UDP0141,UDP0141,0
UDP0142,UDP0141,0.8
UDP0143,UDP0141,0.7
UDP0144,UDP0141,0.9
UDP0145,UDP0141,0.4
UDP0146,UDP0141,0.8
UDP0147,UDP0141,0.9
UDP0148,UDP0141,0.8
UDP0149,UDP0141,0.7
UDP0150,UDP0141,0.8
UDP0151,UDP0141,0.8
UDP0152,UDP0141,0.5
UDP0153,UDP0141,0.8
UDP0154,UDP0141,0.7
UDP0155,UDP0141,0.8
UDP0156,UDP0141,0.7
UDP0157,UDP0141,0.5
UDP0158,UDP0141,0.7
UDP0159,UDP0141,1
UDP0160,UDP0141,0.6
UDP0161,UDP0141,0.8
UDP0162,UDP0141,0.7
UDP0163,UDP0141,0.7
UDP0164,UDP0141,0.7
UDP0165,UDP0141,0.7
UDP0166,UDP0141,0.5
UDP0167,UDP0141,0.8
UDP0168,UDP0141,0.8
UDP0169,UDP0141,0.8
UDP0170,UDP0141,1
UDP0171,UDP0141,0.8
UDP0172,UDP0141,0.7
UDP0173,UDP0141,0.7
UDP0174,UDP0141,0.4
UDP0175,UDP0141,0.9
UDP0176,UDP0141,0.6
UDP0177,UDP0141,0.8
UDP0178,UDP0141,0.6
UDP0179,UDP0141,0.7
UDP0180,UDP0141,0.7
UDP0181,UDP0141,0.8
UDP0182,UDP0141,0.7
UDP0183,UDP0141,0.7
UDP0184,UDP0141,0.8
UDP0185,UDP0141,0.8
UDP0186,UDP0141,0.6
UDP0187,UDP0141,0.9
UDP0188,UDP0141,0.7
UDP0189,UDP0141,0.7
UDP0190,UDP0141,0.6
UDP0191,UDP0141,0.6
UDP0192,UDP0141,0.7
UDP0001,UDP0142,0.7
UDP0002,UDP0142,0.7
UDP0003,UDP0142,0.9
UDP0004,UDP0142,0.7
UDP0005,UDP0142,0.8
UDP0006,UDP0142,0.7
UDP0007,UDP0142,0.9
UDP0008,UDP0142,1
UDP0009,UDP0142,0.9
UDP0010,UDP0142,0.7
UDP0011,UDP0142,0.7
UDP0012,UDP0142,0.8
UDP0013,UDP0142,0.7
UDP0014,UDP0142,0.7
UDP0015,UDP0142,0.5
UDP0016,UDP0142,1
UDP0017,UDP0142,0.7
UDP0018,UDP0142,0.7
UDP0019,UDP0142,0.6
UDP0020,UDP0142,0.8
UDP0021,UDP0142,0.8
UDP0022,UDP0142,0.8
UDP0023,UDP0142,0.5
UDP0024,UDP0142,0.9
UDP0025,UDP0142,0.7
UDP0026,UDP0142,0.9
UDP0027,UDP0142,0.7
UDP0028,UDP0142,0.4
UDP0029,UDP0142,0.8
UDP0030,UDP0142,0.7
UDP0031,UDP0142,0.8
UDP0032,UDP0142,0.5
UDP0033,UDP0142,0.8
UDP0034,UDP0142,0.8
UDP0035,UDP0142,0.8
UDP0036,UDP0142,0.7
UDP0037,UDP0142,0.8
UDP0038,UDP0142,0.7
UDP0039,UDP0142,0.5
UDP0040,UDP0142,1
UDP0041,UDP0142,0.8
UDP0042,UDP0142,1
UDP0043,UDP0142,0.6
UDP0044,UDP0142,0.9
UDP0045,UDP0142,0.7
UDP0046,UDP0142,0.5
UDP0047,UDP0142,0.9
UDP0048,UDP0142,1
UDP0049,UDP0142,0.7
UDP0050,UDP0142,0.7
UDP0051,UDP0142,0.8
UDP0052,UDP0142,0.7
UDP0053,UDP0142,0.7
UDP0054,UDP0142,0.6
UDP0055,UDP0142,0.7
UDP0056,UDP0142,0.7
UDP0057,UDP0142,0.8
UDP0058,UDP0142,0.6
UDP0059,UDP0142,1
UDP0060,UDP0142,0.7
UDP0061,UDP0142,0.9
UDP0062,UDP0142,0.5
UDP0063,UDP0142,0.8
UDP0064,UDP0142,1
UDP0065,UDP0142,0.8
UDP0066,UDP0142,0.5
UDP0067,UDP0142,0.8
UDP0068,UDP0142,0.8
UDP0069,UDP0142,0.5
UDP0070,UDP0142,0.7
UDP0071,UDP0142,1
UDP0072,UDP0142,0.6
UDP0073,UDP0142,0.8
UDP0074,UDP0142,0.8
UDP0075,UDP0142,0.8
UDP0076,UDP0142,0.7
UDP0077,UDP0142,0.7
UDP0078,UDP0142,0.9
UDP0079,UDP0142,0.7
UDP0080,UDP0142,0.7
UDP0081,UDP0142,1
UDP0082,UDP0142,0.5
UDP0083,UDP0142,0.9
UDP0084,UDP0142,0.5
UDP0085,UDP0142,1
UDP0086,UDP0142,1
UDP0087,UDP0142,0.7
UDP0088,UDP0142,0.7
UDP0089,UDP0142,0.8
UDP0090,UDP0142,0.5
UDP0091,UDP0142,0.7
UDP0092,UDP0142,0.9
UDP0093,UDP0142,0.4
UDP0094,UDP0142,0.5
UDP0095,UDP0142,0.9
UDP0096,UDP0142,0.7
UDP0097,UDP0142,0.8
UDP0098,UDP0142,0.7
UDP0099,UDP0142,0.7
UDP0100,UDP0142,0.7
UDP0101,UDP0142,0.7
UDP0102,UDP0142,0.5
UDP0103,UDP0142,0.7
UDP0104,UDP0142,1
UDP0105,UDP0142,0.9
UDP0106,UDP0142,0.8
UDP0107,UDP0142,0.7
UDP0108,UDP0142,0.4
UDP0109,UDP0142,0.7
UDP0110,UDP0142,0.8
UDP0111,UDP0142,0.6
UDP0112,UDP0142,0.9
UDP0113,UDP0142,0.8
UDP0114,UDP0142,0.8
UDP0115,UDP0142,0.9
UDP0116,UDP0142,0.8
UDP0117,UDP0142,0.8
UDP0118,UDP0142,0.6
UDP0119,UDP0142,0.6
UDP0120,UDP0142,0.7
UDP0121,UDP0142,0.6
UDP0122,UDP0142,0.8
UDP0123,UDP0142,0.8
UDP0124,UDP0142,0.9
UDP0125,UDP0142,0.8
UDP0126,UDP0142,0.7
UDP0127,UDP0142,0.7
UDP0128,UDP0142,0.5
UDP0129,UDP0142,0.7
UDP0130,UDP0142,0.6
UDP0131,UDP0142,0.9
UDP0132,UDP0142,0.8
UDP0133,UDP0142,0.7
UDP0134,UDP0142,0.7
UDP0135,UDP0142,0.8
UDP0136,UDP0142,0.6
UDP0137,UDP0142,0.6
UDP0138,UDP0142,0.9
UDP0139,UDP0142,0.9
UDP0140,UDP0142,0.8
UDP0141,UDP0142,0.8
UDP0142,UDP0142,0
UDP0143,UDP0142,1
UDP0144,UDP0142,0.5
UDP0145,UDP0142,0.9
UDP0146,UDP0142,0.7
UDP0147,UDP0142,0.7
UDP0148,UDP0142,0.6
UDP0149,UDP0142,0.8
UDP0150,UDP0142,0.8
UDP0151,UDP0142,0.8
UDP0152,UDP0142,0.8
UDP0153,UDP0142,0.8
UDP0154,UDP0142,0.8
UDP0155,UDP0142,0.7
UDP0156,UDP0142,0.7
UDP0157,UDP0142,0.7
UDP0158,UDP0142,0.8
UDP0159,UDP0142,0.8
UDP0160,UDP0142,0.8
UDP0161,UDP0142,0.7
UDP0162,UDP0142,0.7
UDP0163,UDP0142,0.6
UDP0164,UDP0142,0.8
UDP0165,UDP0142,0.6
UDP0166,UDP0142,0.9
UDP0167,UDP0142,0.9
UDP0168,UDP0142,0.8
UDP0169,UDP0142,0.8
UDP0170,UDP0142,0.6
UDP0171,UDP0142,0.7
UDP0172,UDP0142,0.6
UDP0173,UDP0142,1
UDP0174,UDP0142,0.7
UDP0175,UDP0142,0.7
UDP0176,UDP0142,0.6
UDP0177,UDP0142,0.9
UDP0178,UDP0142,0.8
UDP0179,UDP0142,0.8
UDP0180,UDP0142,0.9
UDP0181,UDP0142,0.7
UDP0182,UDP0142,0.7
UDP0183,UDP0142,1
UDP0184,UDP0142,0.9
UDP0185,UDP0142,0.8
UDP0186,UDP0142,0.6
UDP0187,UDP0142,0.6
UDP0188,UDP0142,1
UDP0189,UDP0142,0.9
UDP0190,UDP0142,0.7
UDP0191,UDP0142,0.6
UDP0192,UDP0142,0.7
UDP0001,UDP0143,0.8
UDP0002,UDP0143,0.8
UDP0003,UDP0143,0.8
UDP0004,UDP0143,0.5
UDP0005,UDP0143,0.7
UDP0006,UDP0143,1
UDP0007,UDP0143,0.8
UDP0008,UDP0143,0.5
UDP0009,UDP0143,0.6
UDP0010,UDP0143,0.8
UDP0011,UDP0143,1
UDP0012,UDP0143,0.7
UDP0013,UDP0143,0.6
UDP0014,UDP0143,0.7
UDP0015,UDP0143,1
UDP0016,UDP0143,0.8
UDP0017,UDP0143,0.8
UDP0018,UDP0143,0.8
UDP0019,UDP0143,0.7
UDP0020,UDP0143,0.6
UDP0021,UDP0143,0.8
UDP0022,UDP0143,0.8
UDP0023,UDP0143,0.8
UDP0024,UDP0143,0.8
UDP0025,UDP0143,0.7
UDP0026,UDP0143,0.7
UDP0027,UDP0143,0.6
UDP0028,UDP0143,0.9
UDP0029,UDP0143,0.7
UDP0030,UDP0143,0.7
UDP0031,UDP0143,0.5
UDP0032,UDP0143,0.8
UDP0033,UDP0143,0.8
UDP0034,UDP0143,0.8
UDP0035,UDP0143,0.7
UDP0036,UDP0143,0.6
UDP0037,UDP0143,0.7
UDP0038,UDP0143,0.7
UDP0039,UDP0143,1
UDP0040,UDP0143,0.6
UDP0041,UDP0143,0.7
UDP0042,UDP0143,0.5
UDP0043,UDP0143,0.9
UDP0044,UDP0143,0.6
UDP0045,UDP0143,0.7
UDP0046,UDP0143,0.9
UDP0047,UDP0143,0.7
UDP0048,UDP0143,0.9
UDP0049,UDP0143,0.7
UDP0050,UDP0143,0.9
UDP0051,UDP0143,0.6
UDP0052,UDP0143,0.8
UDP0053,UDP0143,0.7
UDP0054,UDP0143,0.8
UDP0055,UDP0143,0.7
UDP0056,UDP0143,0.6
UDP0057,UDP0143,0.7
UDP0058,UDP0143,0.7
UDP0059,UDP0143,0.9
UDP0060,UDP0143,0.6
UDP0061,UDP0143,0.8
UDP0062,UDP0143,0.9
UDP0063,UDP0143,0.6
UDP0064,UDP0143,0.8
UDP0065,UDP0143,0.9
UDP0066,UDP0143,0.8
UDP0067,UDP0143,0.8
UDP0068,UDP0143,0.5
UDP0069,UDP0143,0.9
UDP0070,UDP0143,0.8
UDP0071,UDP0143,0.6
UDP0072,UDP0143,1
UDP0073,UDP0143,0.7
UDP0074,UDP0143,0.7
UDP0075,UDP0143,0.7
UDP0076,UDP0143,0.8
UDP0077,UDP0143,0.7
UDP0078,UDP0143,0.7
UDP0079,UDP0143,0.7
UDP0080,UDP0143,0.8
UDP0081,UDP0143,0.6
UDP0082,UDP0143,0.7
UDP0083,UDP0143,0.6
UDP0084,UDP0143,0.7
UDP0085,UDP0143,0.8
UDP0086,UDP0143,0.6
UDP0087,UDP0143,0.8
UDP0088,UDP0143,0.5
UDP0089,UDP0143,0.7
UDP0090,UDP0143,0.7
UDP0091,UDP0143,0.7
UDP0092,UDP0143,0.8
UDP0093,UDP0143,0.9
UDP0094,UDP0143,1
UDP0095,UDP0143,0.8
UDP0096,UDP0143,0.7
UDP0097,UDP0143,0.7
UDP0098,UDP0143,0.9
UDP0099,UDP0143,0.9
UDP0100,UDP0143,0.9
UDP0101,UDP0143,0.8
UDP0102,UDP0143,0.8
UDP0103,UDP0143,0.9
UDP0104,UDP0143,0.4
UDP0105,UDP0143,0.8
UDP0106,UDP0143,0.5
UDP0107,UDP0143,0.7
UDP0108,UDP0143,0.9
UDP0109,UDP0143,0.5
UDP0110,UDP0143,0.9
UDP0111,UDP0143,0.8
UDP0112,UDP0143,0.8
UDP0113,UDP0143,0.7
UDP0114,UDP0143,0.7
UDP0115,UDP0143,1
UDP0116,UDP0143,0.6
UDP0117,UDP0143,0.7
UDP0118,UDP0143,0.9
UDP0119,UDP0143,0.9
UDP0120,UDP0143,0.8
UDP0121,UDP0143,0.7
UDP0122,UDP0143,0.8
UDP0123,UDP0143,0.5
UDP0124,UDP0143,0.7
UDP0125,UDP0143,0.7
UDP0126,UDP0143,0.8
UDP0127,UDP0143,0.7
UDP0128,UDP0143,0.8
UDP0129,UDP0143,0.7
UDP0130,UDP0143,0.7
UDP0131,UDP0143,0.6
UDP0132,UDP0143,0.7
UDP0133,UDP0143,0.9
UDP0134,UDP0143,0.8
UDP0135,UDP0143,1
UDP0136,UDP0143,0.7
UDP0137,UDP0143,0.8
UDP0138,UDP0143,0.7
UDP0139,UDP0143,0.8
UDP0140,UDP0143,0.9
UDP0141,UDP0143,0.7
UDP0142,UDP0143,1
UDP0143,UDP0143,0
UDP0144,UDP0143,0.8
UDP0145,UDP0143,0.7
UDP0146,UDP0143,0.9
UDP0147,UDP0143,0.9
UDP0148,UDP0143,0.8
UDP0149,UDP0143,0.7
UDP0150,UDP0143,0.7
UDP0151,UDP0143,0.9
UDP0152,UDP0143,0.8
UDP0153,UDP0143,0.5
UDP0154,UDP0143,0.5
UDP0155,UDP0143,0.7
UDP0156,UDP0143,0.6
UDP0157,UDP0143,0.6
UDP0158,UDP0143,0.8
UDP0159,UDP0143,0.6
UDP0160,UDP0143,0.8
UDP0161,UDP0143,0.9
UDP0162,UDP0143,0.9
UDP0163,UDP0143,0.7
UDP0164,UDP0143,0.6
UDP0165,UDP0143,0.8
UDP0166,UDP0143,0.7
UDP0167,UDP0143,0.6
UDP0168,UDP0143,0.8
UDP0169,UDP0143,0.8
UDP0170,UDP0143,0.6
UDP0171,UDP0143,0.8
UDP0172,UDP0143,0.9
UDP0173,UDP0143,0.7
UDP0174,UDP0143,0.6
UDP0175,UDP0143,0.8
UDP0176,UDP0143,0.8
UDP0177,UDP0143,0.5
UDP0178,UDP0143,0.6
UDP0179,UDP0143,0.8
UDP0180,UDP0143,0.8
UDP0181,UDP0143,0.7
UDP0182,UDP0143,0.6
UDP0183,UDP0143,0.8
UDP0184,UDP0143,0.8
UDP0185,UDP0143,0.8
UDP0186,UDP0143,0.6
UDP0187,UDP0143,0.8
UDP0188,UDP0143,0.8
UDP0189,UDP0143,0.8
UDP0190,UDP0143,1
UDP0191,UDP0143,0.9
UDP0192,UDP0143,0.7
UDP0001,UDP0144,0.6
UDP0002,UDP0144,0.6
UDP0003,UDP0144,0.6
UDP0004,UDP0144,0.4
UDP0005,UDP0144,0.6
UDP0006,UDP0144,0.8
UDP0007,UDP0144,0.9
UDP0008,UDP0144,0.6
UDP0009,UDP0144,0.6
UDP0010,UDP0144,0.6
UDP0011,UDP0144,0.8
UDP0012,UDP0144,0.6
UDP0013,UDP0144,0.5
UDP0014,UDP0144,0.8
UDP0015,UDP0144,0.9
UDP0016,UDP0144,0.9
UDP0017,UDP0144,0.8
UDP0018,UDP0144,0.8
UDP0019,UDP0144,0.6
UDP0020,UDP0144,0.8
UDP0021,UDP0144,0.9
UDP0022,UDP0144,0.7
UDP0023,UDP0144,0.6
UDP0024,UDP0144,0.8
UDP0025,UDP0144,0.6
UDP0026,UDP0144,0.8
UDP0027,UDP0144,0.7
UDP0028,UDP0144,0.7
UDP0029,UDP0144,0.7
UDP0030,UDP0144,0.7
UDP0031,UDP0144,0.8
UDP0032,UDP0144,0.7
UDP0033,UDP0144,0.8
UDP0034,UDP0144,0.6
UDP0035,UDP0144,0.9
UDP0036,UDP0144,0.8
UDP0037,UDP0144,0.9
UDP0038,UDP0144,0.7
UDP0039,UDP0144,0.6
UDP0040,UDP0144,0.6
UDP0041,UDP0144,0.7
UDP0042,UDP0144,0.9
UDP0043,UDP0144,0.9
UDP0044,UDP0144,0.8
UDP0045,UDP0144,0.8
UDP0046,UDP0144,0.5
UDP0047,UDP0144,0.8
UDP0048,UDP0144,0.9
UDP0049,UDP0144,0.8
UDP0050,UDP0144,0.6
UDP0051,UDP0144,0.8
UDP0052,UDP0144,0.9
UDP0053,UDP0144,0.9
UDP0054,UDP0144,0.8
UDP0055,UDP0144,0.8
UDP0056,UDP0144,0.5
UDP0057,UDP0144,0.8
UDP0058,UDP0144,0.8
UDP0059,UDP0144,0.9
UDP0060,UDP0144,0.8
UDP0061,UDP0144,0.6
UDP0062,UDP0144,0.5
UDP0063,UDP0144,0.7
UDP0064,UDP0144,0.9
UDP0065,UDP0144,0.8
UDP0066,UDP0144,0.5
UDP0067,UDP0144,0.9
UDP0068,UDP0144,0.7
UDP0069,UDP0144,0.8
UDP0070,UDP0144,0.9
UDP0071,UDP0144,0.8
UDP0072,UDP0144,0.6
UDP0073,UDP0144,0.8
UDP0074,UDP0144,0.8
UDP0075,UDP0144,0.8
UDP0076,UDP0144,0.8
UDP0077,UDP0144,0.7
UDP0078,UDP0144,0.7
UDP0079,UDP0144,0.8
UDP0080,UDP0144,0.9
UDP0081,UDP0144,0.8
UDP0082,UDP0144,0.8
UDP0083,UDP0144,0.6
UDP0084,UDP0144,0.9
UDP0085,UDP0144,0.9
UDP0086,UDP0144,0.8
UDP0087,UDP0144,0.5
UDP0088,UDP0144,0.8
UDP0089,UDP0144,0.8
UDP0090,UDP0144,0.4
UDP0091,UDP0144,0.8
UDP0092,UDP0144,0.9
UDP0093,UDP0144,0.8
UDP0094,UDP0144,0.6
UDP0095,UDP0144,1
UDP0096,UDP0144,0.7
UDP0097,UDP0144,0.8
UDP0098,UDP0144,0.4
UDP0099,UDP0144,0.7
UDP0100,UDP0144,1
UDP0101,UDP0144,0.7
UDP0102,UDP0144,0.6
UDP0103,UDP0144,0.8
UDP0104,UDP0144,0.6
UDP0105,UDP0144,0.7
UDP0106,UDP0144,0.9
UDP0107,UDP0144,0.6
UDP0108,UDP0144,0.5
UDP0109,UDP0144,0.5
UDP0110,UDP0144,0.8
UDP0111,UDP0144,0.6
UDP0112,UDP0144,0.9
UDP0113,UDP0144,0.7
UDP0114,UDP0144,0.9
UDP0115,UDP0144,0.7
UDP0116,UDP0144,0.8
UDP0117,UDP0144,0.9
UDP0118,UDP0144,0.6
UDP0119,UDP0144,0.7
UDP0120,UDP0144,0.7
UDP0121,UDP0144,0.7
UDP0122,UDP0144,0.7
UDP0123,UDP0144,0.7
UDP0124,UDP0144,0.9
UDP0125,UDP0144,0.7
UDP0126,UDP0144,0.8
UDP0127,UDP0144,0.6
UDP0128,UDP0144,0.7
UDP0129,UDP0144,0.8
UDP0130,UDP0144,0.7
UDP0131,UDP0144,0.9
UDP0132,UDP0144,0.7
UDP0133,UDP0144,0.7
UDP0134,UDP0144,0.8
UDP0135,UDP0144,0.7
UDP0136,UDP0144,0.9
UDP0137,UDP0144,0.9
UDP0138,UDP0144,0.7
UDP0139,UDP0144,0.8
UDP0140,UDP0144,0.7
UDP0141,UDP0144,0.9
UDP0142,UDP0144,0.5
UDP0143,UDP0144,0.8
UDP0144,UDP0144,0
UDP0145,UDP0144,0.8
UDP0146,UDP0144,0.8
UDP0147,UDP0144,0.7
UDP0148,UDP0144,0.6
UDP0149,UDP0144,0.7
UDP0150,UDP0144,0.6
UDP0151,UDP0144,0.9
UDP0152,UDP0144,0.8
UDP0153,UDP0144,0.9
UDP0154,UDP0144,0.6
UDP0155,UDP0144,0.8
UDP0156,UDP0144,0.8
UDP0157,UDP0144,0.9
UDP0158,UDP0144,0.9
UDP0159,UDP0144,0.7
UDP0160,UDP0144,0.9
UDP0161,UDP0144,0.4
UDP0162,UDP0144,0.8
UDP0163,UDP0144,0.7
UDP0164,UDP0144,0.7
UDP0165,UDP0144,0.7
UDP0166,UDP0144,0.8
UDP0167,UDP0144,0.7
UDP0168,UDP0144,0.6
UDP0169,UDP0144,0.7
UDP0170,UDP0144,0.7
UDP0171,UDP0144,0.8
UDP0172,UDP0144,0.4
UDP0173,UDP0144,0.9
UDP0174,UDP0144,0.7
UDP0175,UDP0144,0.5
UDP0176,UDP0144,0.7
UDP0177,UDP0144,0.8
UDP0178,UDP0144,0.6
UDP0179,UDP0144,0.5
