Sample_name,Locus,file1,file2
486-1,16S_Prey,Locus_16S_Prey_486-1_S42_L001_R1_001.fastq,Locus_16S_Prey_486-1_S42_L001_R2_001.fastq
486-2,16S_Prey,Locus_16S_Prey_486-2_S43_L001_R1_001.fastq,Locus_16S_Prey_486-2_S43_L001_R2_001.fastq
487-1,16S_Prey,Locus_16S_Prey_487-1_S44_L001_R1_001.fastq,Locus_16S_Prey_487-1_S44_L001_R2_001.fastq
487-2,16S_Prey,Locus_16S_Prey_487-2_S45_L001_R1_001.fastq,Locus_16S_Prey_487-2_S45_L001_R2_001.fastq
510-1,16S_Prey,Locus_16S_Prey_510-1_S46_L001_R1_001.fastq,Locus_16S_Prey_510-1_S46_L001_R2_001.fastq
510-2,16S_Prey,Locus_16S_Prey_510-2_S47_L001_R1_001.fastq,Locus_16S_Prey_510-2_S47_L001_R2_001.fastq
511-1,16S_Prey,Locus_16S_Prey_511-1_S48_L001_R1_001.fastq,Locus_16S_Prey_511-1_S48_L001_R2_001.fastq
511-2,16S_Prey,Locus_16S_Prey_511-2_S49_L001_R1_001.fastq,Locus_16S_Prey_511-2_S49_L001_R2_001.fastq
512-1,16S_Prey,Locus_16S_Prey_512-1_S50_L001_R1_001.fastq,Locus_16S_Prey_512-1_S50_L001_R2_001.fastq
512-2,16S_Prey,Locus_16S_Prey_512-2_S51_L001_R1_001.fastq,Locus_16S_Prey_512-2_S51_L001_R2_001.fastq
513-1,16S_Prey,Locus_16S_Prey_513-1_S52_L001_R1_001.fastq,Locus_16S_Prey_513-1_S52_L001_R2_001.fastq
513-2,16S_Prey,Locus_16S_Prey_513-2_S53_L001_R1_001.fastq,Locus_16S_Prey_513-2_S53_L001_R2_001.fastq
1273-1,16S_Prey,Locus_16S_Prey_1273-1_S54_L001_R1_001.fastq,Locus_16S_Prey_1273-1_S54_L001_R2_001.fastq
1273-2,16S_Prey,Locus_16S_Prey_1273-2_S55_L001_R1_001.fastq,Locus_16S_Prey_1273-2_S55_L001_R2_001.fastq
1535-1,16S_Prey,Locus_16S_Prey_1535-1_S56_L001_R1_001.fastq,Locus_16S_Prey_1535-1_S56_L001_R2_001.fastq
1535-2,16S_Prey,Locus_16S_Prey_1535-2_S57_L001_R1_001.fastq,Locus_16S_Prey_1535-2_S57_L001_R2_001.fastq
1537-1,16S_Prey,Locus_16S_Prey_1537-1_S58_L001_R1_001.fastq,Locus_16S_Prey_1537-1_S58_L001_R2_001.fastq
1537-2,16S_Prey,Locus_16S_Prey_1537-2_S59_L001_R1_001.fastq,Locus_16S_Prey_1537-2_S59_L001_R2_001.fastq
1548-1,16S_Prey,Locus_16S_Prey_1548-1_S60_L001_R1_001.fastq,Locus_16S_Prey_1548-1_S60_L001_R2_001.fastq
1548-2,16S_Prey,Locus_16S_Prey_1548-2_S61_L001_R1_001.fastq,Locus_16S_Prey_1548-2_S61_L001_R2_001.fastq
1755-1,16S_Prey,Locus_16S_Prey_1755-1_S62_L001_R1_001.fastq,Locus_16S_Prey_1755-1_S62_L001_R2_001.fastq
1755-2,16S_Prey,Locus_16S_Prey_1755-2_S63_L001_R1_001.fastq,Locus_16S_Prey_1755-2_S63_L001_R2_001.fastq
1756-1,16S_Prey,Locus_16S_Prey_1756-1_S64_L001_R1_001.fastq,Locus_16S_Prey_1756-1_S64_L001_R2_001.fastq
1756-2,16S_Prey,Locus_16S_Prey_1756-2_S65_L001_R1_001.fastq,Locus_16S_Prey_1756-2_S65_L001_R2_001.fastq
1780-1,16S_Prey,Locus_16S_Prey_1780-1_S66_L001_R1_001.fastq,Locus_16S_Prey_1780-1_S66_L001_R2_001.fastq
1780-2,16S_Prey,Locus_16S_Prey_1780-2_S67_L001_R1_001.fastq,Locus_16S_Prey_1780-2_S67_L001_R2_001.fastq
1210-1,16S_Prey,Locus_16S_Prey_1210-1_S68_L001_R1_001.fastq,Locus_16S_Prey_1210-1_S68_L001_R2_001.fastq
1210-2,16S_Prey,Locus_16S_Prey_1210-2_S69_L001_R1_001.fastq,Locus_16S_Prey_1210-2_S69_L001_R2_001.fastq
319-1,16S_Prey,Locus_16S_Prey_319-1_S70_L001_R1_001.fastq,Locus_16S_Prey_319-1_S70_L001_R2_001.fastq
319-2,16S_Prey,Locus_16S_Prey_319-2_S71_L001_R1_001.fastq,Locus_16S_Prey_319-2_S71_L001_R2_001.fastq
779-1,16S_Prey,Locus_16S_Prey_779-1_S72_L001_R1_001.fastq,Locus_16S_Prey_779-1_S72_L001_R2_001.fastq
779-2,16S_Prey,Locus_16S_Prey_779-2_S73_L001_R1_001.fastq,Locus_16S_Prey_779-2_S73_L001_R2_001.fastq
282-1,16S_Prey,Locus_16S_Prey_282-1_S74_L001_R1_001.fastq,Locus_16S_Prey_282-1_S74_L001_R2_001.fastq
282-2,16S_Prey,Locus_16S_Prey_282-2_S75_L001_R1_001.fastq,Locus_16S_Prey_282-2_S75_L001_R2_001.fastq
463-1,16S_Prey,Locus_16S_Prey_463-1_S76_L001_R1_001.fastq,Locus_16S_Prey_463-1_S76_L001_R2_001.fastq
463-2,16S_Prey,Locus_16S_Prey_463-2_S77_L001_R1_001.fastq,Locus_16S_Prey_463-2_S77_L001_R2_001.fastq
488-1,16S_Prey,Locus_16S_Prey_488-1_S78_L001_R1_001.fastq,Locus_16S_Prey_488-1_S78_L001_R2_001.fastq
488-2,16S_Prey,Locus_16S_Prey_488-2_S79_L001_R1_001.fastq,Locus_16S_Prey_488-2_S79_L001_R2_001.fastq
320-1,16S_Prey,Locus_16S_Prey_320-1_S80_L001_R1_001.fastq,Locus_16S_Prey_320-1_S80_L001_R2_001.fastq
320-2,16S_Prey,Locus_16S_Prey_320-2_S81_L001_R1_001.fastq,Locus_16S_Prey_320-2_S81_L001_R2_001.fastq
58-1,16S_Prey,Locus_16S_Prey_58-1_S82_L001_R1_001.fastq,Locus_16S_Prey_58-1_S82_L001_R2_001.fastq
69-1,16S_Prey,Locus_16S_Prey_69-1_S83_L001_R1_001.fastq,Locus_16S_Prey_69-1_S83_L001_R2_001.fastq
83-1,16S_Prey,Locus_16S_Prey_83-1_S84_L001_R1_001.fastq,Locus_16S_Prey_83-1_S84_L001_R2_001.fastq
286-1,16S_Prey,Locus_16S_Prey_286-1_S85_L001_R1_001.fastq,Locus_16S_Prey_286-1_S85_L001_R2_001.fastq
321-1,16S_Prey,Locus_16S_Prey_321-1_S86_L001_R1_001.fastq,Locus_16S_Prey_321-1_S86_L001_R2_001.fastq
1225-1,16S_Prey,Locus_16S_Prey_1225-1_S87_L001_R1_001.fastq,Locus_16S_Prey_1225-1_S87_L001_R2_001.fastq
1547-1,16S_Prey,Locus_16S_Prey_1547-1_S88_L001_R1_001.fastq,Locus_16S_Prey_1547-1_S88_L001_R2_001.fastq
1723-1,16S_Prey,Locus_16S_Prey_1723-1_S89_L001_R1_001.fastq,Locus_16S_Prey_1723-1_S89_L001_R2_001.fastq
801-1,16S_Prey,Locus_16S_Prey_801-1_S90_L001_R1_001.fastq,Locus_16S_Prey_801-1_S90_L001_R2_001.fastq
802-1,16S_Prey,Locus_16S_Prey_802-1_S91_L001_R1_001.fastq,Locus_16S_Prey_802-1_S91_L001_R2_001.fastq
287-1,16S_Prey,Locus_16S_Prey_287-1_S92_L001_R1_001.fastq,Locus_16S_Prey_287-1_S92_L001_R2_001.fastq
287-2,16S_Prey,Locus_16S_Prey_287-2_S93_L001_R1_001.fastq,Locus_16S_Prey_287-2_S93_L001_R2_001.fastq
318-1,16S_Prey,Locus_16S_Prey_318-1_S94_L001_R1_001.fastq,Locus_16S_Prey_318-1_S94_L001_R2_001.fastq
318-2,16S_Prey,Locus_16S_Prey_318-2_S95_L001_R1_001.fastq,Locus_16S_Prey_318-2_S95_L001_R2_001.fastq
1005-1,16S_Prey,Locus_16S_Prey_1005-1_S96_L001_R1_001.fastq,Locus_16S_Prey_1005-1_S96_L001_R2_001.fastq
1005-2,16S_Prey,Locus_16S_Prey_1005-2_S97_L001_R1_001.fastq,Locus_16S_Prey_1005-2_S97_L001_R2_001.fastq
1725-1,16S_Prey,Locus_16S_Prey_1725-1_S98_L001_R1_001.fastq,Locus_16S_Prey_1725-1_S98_L001_R2_001.fastq
1725-2,16S_Prey,Locus_16S_Prey_1725-2_S99_L001_R1_001.fastq,Locus_16S_Prey_1725-2_S99_L001_R2_001.fastq
