Date,Time,Button,Transect #,Station #,Methot #,CTD Cast #,uCTD #,Vertical Net #,NOTES,SciGPS-Time,SciGPS-Lat,SciGPS-Lon,SciGPS-COG,SciGPS-SOG,Gyro-MainFeed-Heading,AirTempC,Wetbulb,RelativeHumidity,TrueWind-JackStaff-SPEED,TrueWind-JackStaff-DIRECTION,Barometer-Vaisala-HCP,TSG21-SBE38-Temp-C,TSG21-Salinity,Fluorometer-Turner-10-AU-raw,EK-38kHz-DepthBelowSurface-M-VALUE,ES-50kHz-DepthBelowTransducer-M,Shaft-RPM-Message-VALUE,SideStationWinch-1-Length-M,SideStationWinch-2-Length-M
8/11/19,6:26:13,NO bird strike ,79,79-5,,255,,,,62612,4723.8471N,12456.5339W,320,0.3,318.9,17.8,16.9,91,6.26,255.83,1016.89,17.3375,32.14285,0.767,1120.27,0,23.02446,,
8/11/19,7:19:50,CTD at Depth,79,79-4,,256,,,,71949,4723.7601N,12449.2945W,244,0.3,345.74,17.4,16.7,93,3.76,283.67,1017.05,16.26292,31.88323,0.789,468.39,465.79,12.63817,,
8/11/19,7:35:24,NO bird strike ,79,79-4,,256,,,,73524,4723.7588N,12449.3038W,255,0.6,344.91,17.5,16.8,93,3.96,274.82,1016.98,16.16471,31.90472,0.773,474.65,484.18,13.31221,,
8/11/19,8:04:36,CTD at Depth,79,79-2,,257,,,,80435,4723.8587N,12446.4327W,125,0.2,339.43,17.3,16.6,93,1.26,270.14,1017.03,16.39253,32.02805,0.729,144.85,152.11,10.66202,,
8/11/19,8:13:34,NO bird strike ,79,79-2,,257,,,,81334,4723.8445N,12446.4334W,277,0.6,330.49,17.3,16.6,93,1.54,264.16,1016.96,16.4697,32.05706,0.729,145.02,152.5,2.40508,,
8/11/19,9:26:37,CTD at Depth,79,79-1,,258,,,,92637,4723.9017N,12432.3802W,59,0.1,146.45,16.1,15.6,94,1.92,24.74,1017.06,14.40171,32.35013,1.158,52.26,58.99,12.0101,,
8/11/19,9:32:11,NO bird strike ,79,79-1,,258,,,,93211,4723.9032N,12432.3847W,240,0.6,145.69,16.1,15.5,94,0.6,60,1017.11,15.27361,32.23157,1.156,52.23,58.85,4.65698,,
8/12/19,5:04:28,CTD at Depth,80,80-1,,259,,,,50428,4733.8036N,12436.1036W,237,0.6,109.06,15.8,15.6,98,10.36,130.76,1020.3,13.58841,32.31881,1.293,52.51,58.9,9.80416,,
8/12/19,5:08:55,NO bird strike ,80,80-1,,259,,,,50854,4733.8031N,12436.0857W,98,0.4,120.87,15.8,15.6,98,10.44,124.86,1020.25,13.85407,32.27593,1.262,52.32,58.69,10.89181,,
8/12/19,6:50:29,CTD at Depth,80,80-2,,260,,,,65028,4733.8034N,12458.3079W,210,0.5,172.62,16.9,16.8,98,7.35,136.05,1019.89,16.0652,31.8289,1.145,183.94,192.21,2.48168,,
8/12/19,7:00:23,NO bird strike ,80,80-2,,260,,,,70022,4733.7922N,12458.3104W,211,0.2,201.2,17,16.8,98,7.65,110.9,1019.94,16.12407,31.83769,1.11,184.07,192.47,10.34033,,
8/12/19,8:44:22,CTD at Depth,80,80-3,,261,,,,84421,4733.7722N,12520.5924W,340,0.4,218.82,18.3,17.8,95,9.09,148.93,1019.73,18.47694,32.23356,0.891,907.24,514.42,13.12838,,
8/12/19,9:03:03,NO bird strike ,80,80-3,,261,,,,90303,4733.7281N,12520.6696W,224,0.2,217.01,18.4,17.8,95,8.23,153.11,1019.82,18.5088,32.23585,0.877,911.47,0,2.46636,,
8/13/19,3:03:17,CTD at Depth,78,78-0,,262,,,Methot location,30317,4713.8477N,12454.4731W,276,0.7,14.68,18.6,18,95,8.72,9.85,1019.06,17.88251,32.06485,0.852,583.43,597.89,25.76656,,
8/13/19,3:21:30,NO bird strike ,78,78-0,,262,,,Methot location,32129,4713.8479N,12454.4731W,106,0.3,14.2,18.1,17.6,95,10.11,13.67,1018.99,16.97758,32.06419,0.847,583.88,597.98,24.72487,,
8/13/19,4:56:04,CTD at Depth,77,77-0,,263,,,Methot location,45603,4703.8155N,12458.0686W,253,0.2,25.27,18,17.6,96,3.82,351.34,1019.21,18.16872,32.1155,0.822,637.94,652.32,27.75803,,
8/13/19,5:10:39,NO bird strike ,77,77-0,,263,,,Methot location,51038,4703.8151N,12458.0689W,290,0.1,24.89,18,17.6,96,4.02,329.56,1019.25,18.11281,32.12047,0.814,636.31,650.93,24.20402,,
8/14/19,2:37:50,CTD at Depth,81,81-1,,264,,,Methot location,23750,4743.7720N,12440.8231W,139,0.1,234.09,18.2,17.4,92,5.2,292.06,1019.42,13.69602,32.41269,1.692,53.73,60.32,22.85595,,
8/14/19,2:42:01,NO bird strike ,81,81-1,,264,,,Methot location,24201,4743.7721N,12440.8226W,276,0.1,233.26,18.1,17.4,93,5.2,293.58,1019.4,13.61899,32.39968,1.683,53.72,59.21,22.13596,,
8/14/19,4:12:12,CTD at Depth,81,81-2,,265,,,,41212,4743.8387N,12501.4037W,264,0.5,345.97,18.2,17,89,7.07,329.19,1019.91,17.5137,32.13992,1.277,155.82,164.02,11.38202,,
8/14/19,4:18:38,NO bird strike ,81,81-2,,265,,,,41837,4743.8277N,12501.4179W,245,0.3,345.26,18.3,17.1,89,7.56,328.01,1020.03,17.6165,32.13078,1.274,156,163.49,11.3667,,
8/14/19,5:03:46,CTD at Depth,81,81-3,,266,,,,50346,4743.8460N,12506.1140W,328,0.8,347.66,18.2,16.8,86,7.31,335.02,1020.29,18.21591,32.18046,1.185,397.76,408.96,11.10628,,
8/14/19,5:13:06,NO bird strike ,81,81-3,,266,,,,51306,4743.8426N,12506.1463W,291,0.5,349.11,18.2,16.7,86,7.3,338.07,1020.34,18.5008,32.15549,1.164,401.25,411.02,10.89181,,
8/14/19,6:52:50,CTD at Depth,81,81-5,,267,,,,65249,4743.8656N,12514.8318W,135,0.3,347.84,18.4,17.5,91,6.6,310.74,1020.54,18.29921,32.17777,1.065,782.83,514.75,2.43572,,
8/14/19,7:11:07,NO bird strike ,81,81-5,,267,,,,71106,4743.8843N,12514.8265W,25,0.5,345.39,18.3,17.4,91,6.38,322.05,1020.56,18.19542,32.17535,1.047,781.56,0,10.23309,,
8/14/19,8:33:25,CTD at Depth,81,81-7,,268,,,,83325,4743.8113N,12529.4878W,135,0.7,205.55,18.9,17.6,89,6.59,324.93,1020.9,18.98512,32.21859,1.024,978.45,0,2.45104,,
8/14/19,8:52:11,CTD at Depth,81,81-7,,268,,,,85210,4743.7668N,12529.4745W,255,0.2,311.74,18.8,17.6,89,6.95,332.04,1021.19,19.20702,32.22365,1.011,980.01,0,11.045,,
8/14/19,8:52:45,NO bird strike ,81,81-7,,268,,,,85245,4743.7696N,12529.4798W,271,1.5,311.02,18.8,17.6,89,7.38,322.1,1021.2,19.20441,32.22343,1.014,979.96,0,41.30002,,
8/14/19,10:11:55,CTD at Depth,81,81-9,,269,,,,101155,4743.9398N,12544.5533W,342,0.4,327.11,18.8,17.6,90,8.41,357.07,1021.14,19.52758,32.23835,0.993,1121.42,514.37,11.21351,,
8/14/19,10:30:47,NO bird strike ,81,81-9,,269,,,,103046,4744.0053N,12544.6224W,350,0.1,346.8,18.7,17.6,89,7.4,341.43,1021.23,19.51331,32.23834,0.983,1125.14,0,2.43572,,
8/15/19,6:28:23,CTD at Depth,83,83-10,,270,,,,62822,4803.8048N,12556.3288W,324,0.1,314.52,18.3,17,88,15.35,298.12,1023.49,18.7949,32.21222,0.983,986.45,515.33,16.75899,,
8/15/19,6:45:46,NO bird strike ,83,83-10,,270,,,,64545,4803.8073N,12556.4184W,238,1,311.33,18.2,16.9,88,12.15,303.5,1023.59,18.47132,32.22271,0.974,996.12,0,16.37601,,
8/15/19,7:40:45,CTD at Depth,83,83-9,,271,,,,74045,4803.8149N,12548.7250W,198,0.9,312.21,18.1,16.8,88,15.55,286.61,1023.53,18.53972,32.21013,0.967,729.86,0,10.30969,,
8/15/19,7:57:19,NO bird strike ,83,83-9,,271,,,,75719,4803.8174N,12548.7803W,250,0.4,295.2,18.3,16.9,87,16.68,286.6,1023.42,18.51213,32.212,0.96,726.07,741.4,10.93777,,
8/15/19,9:18:08,CTD at Depth,83,83-8,,272,,,,91807,4803.7669N,12541.3453W,302,0.7,313.77,18.1,16.7,88,16.05,280.7,1023.18,18.1641,32.19538,0.936,561.17,567.94,20.08321,,
8/15/19,9:18:11,NO bird strike ,83,83-8,,272,,,,91811,4803.7670N,12541.3456W,30,0.2,313.87,18,16.7,88,16.65,284.5,1023.18,18.16449,32.19538,0.935,562.1,568.7,20.08321,,
8/15/19,10:12:58,CTD at Depth,83,83-7,,273,,,,101257,4803.8119N,12536.4712W,21,0.3,310.2,18.1,16.9,89,16.24,283.77,1023.29,18.14183,32.19843,0.931,322.69,331.54,19.0262,,
8/15/19,10:27:49,NO bird strike ,83,83-7,,273,,,,102748,4803.8380N,12536.4723W,37,0.4,311.64,17.9,16.7,89,15.54,286.32,1023.32,18.17293,32.1957,0.93,324,334.9,4.87144,,
8/15/19,11:11:24,CTD at Depth,83,83-6,,274,,,,111124,4803.8602N,12530.6153W,107,0.3,306.94,17.8,16.7,90,11.22,292.47,1023.46,17.2583,32.00579,1.036,151.34,159.14,17.816,,
8/15/19,11:19:59,NO bird strike ,83,83-6,,274,,,,111958,4803.8435N,12530.5917W,154,1,302.13,17.8,16.7,89,10.64,293.31,1023.41,17.2888,32.01621,1.027,151.01,158.42,21.70702,,
8/15/19,12:05:15,CTD at Depth,83,83-5,,275,,,,120514,4803.8853N,12523.2157W,116,0.5,301.36,16.6,15.8,92,9.4,290.38,1023.45,13.95152,31.89707,2.007,137.33,145.12,13.83306,,
8/15/19,12:15:00,NO bird strike ,83,83-5,,275,,,,121500,4803.8839N,12523.2078W,317,0.6,302.01,16.4,15.7,92,9.2,291.9,1023.51,13.72519,31.8572,1.973,137.32,144.81,24.5104,,
8/16/19,7:30:48,CTD at Depth,85,85-15,,276,,,,73048,4823.5843N,12625.7865W,273,3.3,311.65,17.3,15.7,85,23.03,292.49,1021.39,17.7486,32.12172,1.263,1244.56,0,37.17921,,
8/16/19,7:50:22,NO bird strike ,85,85-15,,276,,,,75021,4823.4746N,12625.9628W,263,1.2,313.57,17,15.3,84,26.12,306.52,1021.23,17.71181,32.12099,1.185,1256.44,0,30.13247,,
8/16/19,9:22:12,CTD at Depth,85,85-14,,277,,,,92212,4823.6812N,12618.0136W,182,0.8,313.54,16.9,15.3,85,25.62,296.99,1020.34,17.43117,32.18466,1.265,1109.99,704.78,30.66864,,
8/16/19,9:39:36,NO bird strike ,85,85-14,,277,,,,93936,4823.6101N,12618.1857W,270,0.6,311.52,16.9,15.2,84,23.23,287.86,1020.45,0.18544,192790,1.017,1124.12,0,31.63374,,
8/16/19,10:47:41,CTD at Depth,85,85-13,,278,,,,104741,4823.7918N,12614.4609W,226,0.5,315,16.9,15.3,84,26.16,300.83,1020.32,17.32191,32.18406,0.991,940.01,0,32.03203,,
8/16/19,11:06:13,NO bird strike ,85,85-13,,278,,,,110613,4823.7030N,12614.6595W,132,1.2,306.4,16.8,15.1,84,25.68,301.7,1020.52,17.3198,32.18322,0.971,938.87,0,26.6091,,
8/16/19,13:24:53,CTD at Depth,85,85-11,,279,,,,132452,4823.7167N,12558.7772W,152,0.9,314.07,16.8,15.3,86,23.47,292.13,1019.67,17.39482,32.19887,0.945,335.97,347.1,31.25076,,
8/16/19,13:41:24,NO bird strike ,85,85-11,,279,,,,134124,4823.6474N,12558.8996W,300,2.7,314.76,16.8,15.3,85,21.47,292.9,1019.91,17.37299,32.1988,0.942,309.18,321.07,45.49743,,
8/17/19,7:07:11,CTD at Depth,85,85-1,,280,,,,70711,4823.9288N,12446.6949W,2,0.7,61.25,14.3,14,97,7.36,146.31,1017.5,10.1771,32.65395,3.62,147.87,155.42,15.93176,,
8/17/19,7:16:06,NO bird strike ,85,85-1,,280,,,,71605,4823.9707N,12446.7016W,184,0.3,126.67,14.3,14,97,9.44,155.27,1017.18,10.18281,32.65936,3.64,150.5,156.8,36.59709,,
8/17/19,8:15:12,CTD at Depth,85,85-3,,281,,,,81511,4823.9021N,12457.3500W,72,0.3,274.13,14.8,14.5,97,2.71,148.21,1017.02,14.02952,32.41287,2.36,257.55,266.98,8.74715,,
8/17/19,8:28:07,NO bird strike ,85,85-3,,281,,,,82807,4823.9204N,12457.3456W,281,0.7,273.12,14.8,14.5,97,4.03,149.26,1016.8,14.15311,32.42743,2.3,260,268.95,31.58778,,
8/17/19,9:46:26,CTD at Depth,85,85-5,,282,,,,94626,4823.8400N,12512.1754W,342,0.7,275.55,15.2,14.7,95,3.96,215.01,1016.19,12.3443,32.37718,2.072,177.24,185.09,24.8321,,
8/17/19,9:57:26,NO bird strike ,85,85-5,,282,,,,95725,4823.8390N,12512.1748W,215,0.5,275.86,15.1,14.6,95,2.61,226.38,1016.21,12.1687,32.42921,1.992,177.1,184.83,30.19375,,
8/17/19,11:56:26,CTD at Depth,85,85-8,,283,,,,115625,4823.6765N,12534.6825W,68,0.6,281.64,15.6,14.8,92,6.7,251.34,1015.37,11.21939,31.96278,2.818,134.57,142.06,21.90617,,
8/17/19,12:03:52,NO bird strike ,85,85-8,,283,,,,120351,4823.6511N,12534.7553W,197,0.8,280.47,15.6,14.9,93,3.88,269.09,1015.4,12.3403,31.77707,3.009,133.21,141.34,24.7555,,
8/18/19,8:25:47,CTD at Depth,86,86-4,,284,,,,82546,4833.8342N,12547.7181W,142,0.8,298.6,16.5,15.7,92,8.55,287.77,1013.54,16.17428,31.79389,1.807,80.46,87.59,14.93603,,
8/18/19,8:30:48,NO bird strike ,86,86-4,,284,,,,83047,4833.8478N,12547.7158W,6,1.8,316.2,16.5,15.6,92,7.9,279.26,1013.57,16.17099,31.79457,1.815,80.26,87.31,2.4204,,
8/18/19,10:17:57,CTD at Depth,86,86-5,,285,,,,101756,4833.8124N,12610.3758W,23,0.2,326.11,16.2,15.1,89,6.37,301.82,1013.02,16.3765,32.15962,1.475,353.24,364.18,32.96649,,
8/18/19,10:27:25,NO bird strike ,86,86-5,,285,,,,102724,4833.8115N,12610.3756W,23,0.7,327.04,16.2,15,89,5.41,288.69,1012.98,16.37291,32.15998,1.455,353.43,362.83,27.92654,,
8/18/19,12:20:37,CTD at Depth,86,86-6,,286,,,,122036,4833.8146N,12633.0039W,128,0.3,306.41,16.4,15.3,89,5.87,284.09,1012.52,17.20051,32.19589,1.326,1382.96,512.98,21.53851,,
8/19/19,0:03:25,CTD at Depth,85,85-0,,287,,,Camera Trawl 85 location,324,4823.8817N,12528.3910W,253,0.2,299.22,17.6,15.7,82,8.41,223.57,1012.68,11.7697,32.09482,4.019,129.99,137.22,27.80398,,
8/19/19,0:13:46,NO bird strike ,85,85-0,,287,,,,1346,4823.8818N,12528.3907W,148,0.5,299.03,17.7,16,84,8.93,231.7,1012.62,12.36076,32.11675,4.596,130.2,137,30.43885,,
8/19/19,1:40:13,CTD at Depth,84,84-2,,288,,,,14013,4813.8612N,12513.8489W,335,0.6,319.69,15.9,15.2,93,6.32,240.82,1012.69,12.7021,31.977,3.412,127.72,137.51,23.14701,,
8/19/19,1:46:56,NO bird strike ,84,84-2,,288,,,,14655,4813.8492N,12513.8340W,207,0.4,319.11,16,15.3,93,6.22,253.93,1012.62,13.36649,32.02604,3.372,127.93,134.92,31.32735,,
8/19/19,3:31:10,CTD at Depth,84,84-3,,289,,,,33109,4813.7792N,12536.2188W,180,0.4,320.15,16.5,15.6,91,4.7,242.85,1012.62,17.20821,32.19714,2.337,190.24,198.77,27.55888,,
8/19/19,3:39:06,NO bird strike ,84,84-3,,289,,,,33905,4813.7787N,12536.2197W,333,0.7,319.04,16.6,15.6,91,3.51,228.26,1012.64,17.20073,32.18139,2.276,189.86,199.06,20.60406,,
8/19/19,5:40:11,CTD at Depth,84,84-4,,290,,,,54010,4813.8241N,12558.7019W,252,0.8,321.96,17.4,16.1,88,6.71,207.73,1013.02,17.40705,32.18753,1.84,666.79,682.77,28.00313,,
8/19/19,5:54:51,NO bird strike ,84,84-4,,290,,,,55451,4813.8238N,12558.6995W,345,0.9,324.39,17.3,16.1,88,6.67,227.36,1013.07,17.34921,32.18745,1.801,666.47,681.02,20.14449,,
8/19/19,8:34:12,CTD at Depth,84,84-5,,291,,,,83411,4813.8325N,12621.0088W,248,0.6,308.99,17.5,15.8,84,6.31,259.49,1013.5,17.40351,32.14902,1.542,501.32,512.88,29.82609,,
