qPCR,well,sample,type,IPC_Ct,inhibition_rate,hake_task,hake_Ct,hake_copies_ul,lamprey_task,lamprey_Ct,lamprey_copies_ul,eulachon_task,eulachon_Ct,eulachon_copies_ul
H22,B3,E04,gBlocks,26.52235222,-0.479487101,STANDARD,24.56110001,10000,STANDARD,23.6017952,10000,STANDARD,24.54695511,10000
H22,C1,E03,gBlocks,26.90556335,-0.096275965,STANDARD,27.22703171,1000,STANDARD,26.28243828,1000,STANDARD,27.1368618,1000
H22,C2,E03,gBlocks,26.74615288,-0.255686442,STANDARD,27.51834106,1000,STANDARD,26.40086174,1000,STANDARD,27.05448723,1000
H22,C3,E03,gBlocks,26.85483932,-0.146999995,STANDARD,28.02729607,1000,STANDARD,26.99375916,1000,STANDARD,27.92326164,1000
H22,D1,E02,gBlocks,26.93830109,-0.063538233,STANDARD,30.20492363,100,STANDARD,29.28035927,100,STANDARD,30.15751076,100
H22,D2,E02,gBlocks,26.95305252,-0.048786799,STANDARD,30.54650497,100,STANDARD,29.25415421,100,STANDARD,30.22141266,100
H22,D3,E02,gBlocks,27.01934624,0.017506917,STANDARD,30.61521912,100,STANDARD,29.46180916,100,STANDARD,30.29765129,100
H22,E1,E01,gBlocks,27.02016258,0.018323263,STANDARD,33.17221832,10,STANDARD,32.27162933,10,STANDARD,32.92354202,10
H22,E2,E01,gBlocks,26.93496704,-0.066872279,STANDARD,33.30876541,10,STANDARD,32.34961319,10,STANDARD,33.80943298,10
H22,E3,E01,gBlocks,27.02827454,0.026435216,STANDARD,33.77394485,10,STANDARD,32.43717194,10,STANDARD,33.39284134,10
H22,F1,5,gBlocks,26.78432083,-0.217518489,STANDARD,34.05815125,5,STANDARD,32.97058105,5,STANDARD,33.46146393,5
H22,F2,5,gBlocks,26.95008278,-0.051756541,STANDARD,33.7272377,5,STANDARD,32.81729889,5,STANDARD,33.36474228,5
H22,F3,5,gBlocks,26.90988159,-0.091957728,STANDARD,35.02839661,5,STANDARD,32.96974945,5,STANDARD,33.99160767,5
H22,G1,E00,gBlocks,26.99274826,-0.009091059,STANDARD,36.18598557,1,STANDARD,34.94549942,1,STANDARD,37.02705002,1
H22,G2,E00,gBlocks,26.99019623,-0.011643092,STANDARD,37.0424614,1,STANDARD,36.44882202,1,STANDARD,Undetermined,1
H22,G3,E00,gBlocks,26.97709274,-0.024746577,STANDARD,Undetermined,1,STANDARD,35.30081558,1,STANDARD,Undetermined,1
H22,H1,E00,gBlocks,26.98663712,-0.015202204,STANDARD,35.84175873,1,STANDARD,35.82648849,1,STANDARD,36.87078857,1
H22,H2,E00,gBlocks,26.88916779,-0.112671534,STANDARD,37.21056366,1,STANDARD,35.15236664,1,STANDARD,36.49313354,1
H22,H3,E00,gBlocks,26.96597099,-0.035868327,UNKNOWN,43.57717133,0.006200703,STANDARD,35.01546478,1,STANDARD,36.47432327,1
H23,A1,E05,gBlocks,30.57782936,3.696963692,STANDARD,19.92946053,100000,STANDARD,18.77311134,100000,STANDARD,20.37851715,100000
H23,A2,E05,gBlocks,31.20114708,4.32028141,STANDARD,19.55561829,100000,STANDARD,18.35778046,100000,STANDARD,19.97185516,100000
H23,A3,E05,gBlocks,30.99833679,4.117471123,STANDARD,19.58456993,100000,STANDARD,18.35509872,100000,STANDARD,19.95225143,100000
H23,B1,E04,gBlocks,27.11953163,0.238665962,STANDARD,23.3030014,10000,STANDARD,22.12001991,10000,STANDARD,23.76465225,10000
H23,B2,E04,gBlocks,27.02928543,0.148419762,STANDARD,23.26849556,10000,STANDARD,22.11082649,10000,STANDARD,23.68147469,10000
H23,B3,E04,gBlocks,26.90467453,0.023808861,STANDARD,23.41490936,10000,STANDARD,22.18774986,10000,STANDARD,23.86172676,10000
H23,C1,E03,gBlocks,26.82147026,-0.059395409,STANDARD,26.31497002,1000,STANDARD,25.11815643,1000,STANDARD,26.74175262,1000
H23,C2,E03,gBlocks,26.93523788,0.054372215,STANDARD,26.49674225,1000,STANDARD,25.22382736,1000,STANDARD,26.78777885,1000
H23,C3,E03,gBlocks,26.65997124,-0.220894432,STANDARD,26.5618,1000,STANDARD,25.23912621,1000,STANDARD,26.94709015,1000
H23,D1,E02,gBlocks,26.73344612,-0.147419548,STANDARD,29.31372643,100,STANDARD,28.12840843,100,STANDARD,29.68759727,100
H23,D2,E02,gBlocks,26.98869705,0.107831383,STANDARD,29.50906372,100,STANDARD,28.17450523,100,STANDARD,29.65445518,100
H23,D3,E02,gBlocks,26.87494087,-0.005924797,STANDARD,29.47694969,100,STANDARD,28.03840828,100,STANDARD,29.77770615,100
H23,E1,E01,gBlocks,26.9033432,0.022477531,STANDARD,32.69686127,10,STANDARD,31.4811821,10,STANDARD,32.73116302,10
H23,E2,E01,gBlocks,26.94486046,0.063994789,STANDARD,32.98150635,10,STANDARD,31.00186729,10,STANDARD,32.97774887,10
H23,E3,E01,gBlocks,26.90910339,0.028237724,STANDARD,32.67565918,10,STANDARD,30.96909523,10,STANDARD,32.68806839,10
H23,F1,5,gBlocks,26.82955742,-0.05130825,STANDARD,33.68382645,5,STANDARD,31.79610062,5,STANDARD,34.0050621,5
H23,F2,5,gBlocks,26.87755203,-0.003313637,STANDARD,33.32295609,5,STANDARD,31.89880943,5,STANDARD,33.45261383,5
H23,F3,5,gBlocks,26.91201401,0.031148338,STANDARD,33.22032928,5,STANDARD,31.81627464,5,STANDARD,34.15620422,5
H23,G1,E00,gBlocks,26.92938042,0.048514748,STANDARD,35.71646118,1,STANDARD,34.31829071,1,STANDARD,Undetermined,1
H23,G2,E00,gBlocks,26.88709068,0.006225014,STANDARD,36.6662674,1,STANDARD,34.75880814,1,STANDARD,Undetermined,1
H23,G3,E00,gBlocks,26.99586487,0.114999199,STANDARD,35.60016251,1,STANDARD,35.97537613,1,STANDARD,Undetermined,1
H23,H1,E00,gBlocks,26.91069794,0.029832268,STANDARD,35.53878784,1,STANDARD,34.74998474,1,STANDARD,36.40309143,1
H23,H2,E00,gBlocks,26.8998661,0.019000435,STANDARD,35.20257187,1,STANDARD,33.94898605,1,STANDARD,36.82436752,1
H23,H3,E00,gBlocks,26.80877876,-0.072086906,UNKNOWN,38.29278564,0.16226384,STANDARD,33.60590363,1,STANDARD,34.71755219,1
